## {'sep_units': 'arcmin', 'metric': 'Euclidean', 'coords': 'spherical', 'bin_type': 'Log', 'tot': 464804792.1679847}
#   r_nom       meanr       meanlogr        xi        sigma_xi        DD           RR         npairs   
  2.8050e+00   2.8354e+00   1.0402e+00   5.4382e-03   4.2573e-03   1.2865e+04   1.2795e+04   6.6239e+04
  3.5313e+00   3.5690e+00   1.2703e+00   1.1390e-02   3.3999e-03   2.0291e+04   2.0063e+04   1.0398e+05
  4.4457e+00   4.4918e+00   1.5003e+00   7.5420e-03   2.7070e-03   3.1886e+04   3.1647e+04   1.6336e+05
  5.5968e+00   5.6546e+00   1.7305e+00   4.7710e-03   2.1524e-03   5.0295e+04   5.0056e+04   2.5841e+05
  7.0460e+00   7.1214e+00   1.9612e+00  -2.5960e-03   1.7125e-03   7.8873e+04   7.9078e+04   4.0717e+05
  8.8703e+00   8.9661e+00   2.1915e+00   1.1286e-03   1.3610e-03   1.2533e+05   1.2519e+05   6.4762e+05
  1.1167e+01   1.1287e+01   2.4217e+00   4.4323e-03   1.0804e-03   1.9954e+05   1.9866e+05   1.0310e+06
  1.4059e+01   1.4212e+01   2.6521e+00   1.0169e-02   8.5832e-04   3.1798e+05   3.1478e+05   1.6391e+06
  1.7699e+01   1.7888e+01   2.8822e+00   8.2351e-03   6.8237e-04   5.0214e+05   4.9804e+05   2.5913e+06
  2.2281e+01   2.2522e+01   3.1126e+00   4.1354e-03   5.4270e-04   7.9064e+05   7.8738e+05   4.0981e+06
  2.8050e+01   2.8358e+01   3.3429e+00   7.9172e-03   4.3159e-04   1.2548e+06   1.2450e+06   6.4923e+06
  3.5313e+01   3.5698e+01   3.5731e+00   9.5792e-03   3.4276e-04   1.9929e+06   1.9739e+06   1.0300e+07
  4.4457e+01   4.4940e+01   3.8033e+00   1.0148e-02   2.7235e-04   3.1583e+06   3.1266e+06   1.6327e+07
  5.5968e+01   5.6582e+01   4.0337e+00   9.2749e-03   2.1631e-04   5.0023e+06   4.9564e+06   2.5884e+07
  7.0460e+01   7.1222e+01   4.2638e+00   8.4144e-03   1.7191e-04   7.9127e+06   7.8466e+06   4.0990e+07
  8.8703e+01   8.9662e+01   4.4940e+00   5.7215e-03   1.3696e-04   1.2433e+07   1.2362e+07   6.4447e+07
  1.1167e+02   1.1287e+02   4.7242e+00   6.1253e-03   1.0921e-04   1.9562e+07   1.9443e+07   1.0138e+08
  1.4059e+02   1.4207e+02   4.9543e+00   1.3921e-03   8.7294e-05   3.0475e+07   3.0433e+07   1.5818e+08
  1.7699e+02   1.7892e+02   5.1849e+00  -1.7032e-03   6.9613e-05   4.7774e+07   4.7856e+07   2.4830e+08
  2.2281e+02   2.2499e+02   5.4141e+00   8.5438e-04   5.6056e-05   7.3863e+07   7.3800e+07   3.8358e+08
