## {'sep_units': 'arcmin', 'metric': 'Euclidean', 'coords': 'spherical', 'bin_type': 'Log', 'tot': 15595415.397457967}
#   r_nom       meanr       meanlogr        xi        sigma_xi        DD           RR         npairs   
  2.8050e+00   2.8301e+00   1.0384e+00   1.7540e-02   1.2841e-02   1.2346e+03   1.2133e+03   7.2000e+03
  3.5313e+00   3.5704e+00   1.2707e+00   5.0835e-02   1.0226e-02   2.0104e+03   1.9132e+03   1.1431e+04
  4.4457e+00   4.4881e+00   1.4995e+00   2.7383e-02   8.1634e-03   3.0844e+03   3.0022e+03   1.7696e+04
  5.5968e+00   5.6560e+00   1.7308e+00   4.2897e-02   6.5188e-03   4.9100e+03   4.7081e+03   2.7834e+04
  7.0460e+00   7.1150e+00   1.9603e+00   3.0377e-02   5.2058e-03   7.6067e+03   7.3825e+03   4.3698e+04
  8.8703e+00   8.9648e+00   2.1914e+00   2.2720e-02   4.1515e-03   1.1872e+04   1.1608e+04   6.8589e+04
  1.1167e+01   1.1285e+01   2.4216e+00   3.0010e-02   3.3169e-03   1.8731e+04   1.8185e+04   1.0794e+05
  1.4059e+01   1.4209e+01   2.6520e+00   3.9614e-02   2.6540e-03   2.9530e+04   2.8405e+04   1.6751e+05
  1.7699e+01   1.7881e+01   2.8818e+00   3.5653e-02   2.1186e-03   4.6162e+04   4.4573e+04   2.6391e+05
  2.2281e+01   2.2499e+01   3.1115e+00   3.8510e-02   1.7057e-03   7.1413e+04   6.8765e+04   4.1042e+05
  2.8050e+01   2.8333e+01   3.3421e+00   2.7748e-02   1.3776e-03   1.0834e+05   1.0542e+05   6.2674e+05
  3.5313e+01   3.5657e+01   3.5720e+00   1.2587e-02   1.1146e-03   1.6307e+05   1.6105e+05   9.5341e+05
  4.4457e+01   4.4875e+01   3.8019e+00   4.6195e-03   9.0891e-04   2.4330e+05   2.4218e+05   1.4307e+06
  5.5968e+01   5.6475e+01   4.0318e+00  -6.7659e-03   7.4773e-04   3.5541e+05   3.5783e+05   2.1011e+06
  7.0460e+01   7.1118e+01   4.2624e+00  -9.7570e-04   6.2163e-04   5.1723e+05   5.1774e+05   3.0532e+06
  8.8703e+01   8.9474e+01   4.4920e+00   1.2148e-03   5.2053e-04   7.3930e+05   7.3840e+05   4.3687e+06
  1.1167e+02   1.1265e+02   4.7223e+00   6.1156e-04   4.4095e-04   1.0296e+06   1.0290e+06   6.0587e+06
  1.4059e+02   1.4182e+02   4.9525e+00  -2.3059e-03   3.7092e-04   1.4509e+06   1.4542e+06   8.5499e+06
  1.7699e+02   1.7905e+02   5.1856e+00   8.9206e-03   3.0667e-04   2.1463e+06   2.1273e+06   1.2604e+07
  2.2281e+02   2.2474e+02   5.4129e+00   5.8496e-03   2.4307e-04   3.4059e+06   3.3861e+06   1.9856e+07
