## {'sep_units': 'arcmin', 'metric': 'Euclidean', 'coords': 'spherical', 'bin_type': 'Log', 'tot': 210404893.05604354}
#   r_nom       meanr       meanlogr        xi        sigma_xi        DD           RR         npairs   
  2.8050e+00   2.8352e+00   1.0402e+00   1.7001e-02   4.9215e-03   9.2416e+03   9.0871e+03   4.9720e+04
  3.5313e+00   3.5681e+00   1.2701e+00   1.0880e-02   3.9228e-03   1.4458e+04   1.4303e+04   7.8544e+04
  4.4457e+00   4.4945e+00   1.5009e+00   8.5418e-03   3.1276e-03   2.2693e+04   2.2501e+04   1.2341e+05
  5.5968e+00   5.6556e+00   1.7307e+00   1.2683e-02   2.4921e-03   3.5889e+04   3.5440e+04   1.9573e+05
  7.0460e+00   7.1226e+00   1.9614e+00   1.6592e-02   1.9854e-03   5.6764e+04   5.5837e+04   3.0777e+05
  8.8703e+00   8.9603e+00   2.1909e+00   1.7960e-02   1.5837e-03   8.9333e+04   8.7757e+04   4.8372e+05
  1.1167e+01   1.1284e+01   2.4215e+00   1.1345e-02   1.2625e-03   1.3967e+05   1.3810e+05   7.5968e+05
  1.4059e+01   1.4209e+01   2.6520e+00   1.0152e-02   1.0073e-03   2.1914e+05   2.1693e+05   1.1921e+06
  1.7699e+01   1.7888e+01   2.8822e+00   1.1164e-02   8.0445e-04   3.4391e+05   3.4012e+05   1.8701e+06
  2.2281e+01   2.2519e+01   3.1124e+00   1.5440e-02   6.4301e-04   5.4055e+05   5.3233e+05   2.9321e+06
  2.8050e+01   2.8350e+01   3.3427e+00   1.9107e-02   5.1522e-04   8.4499e+05   8.2915e+05   4.5707e+06
  3.5313e+01   3.5688e+01   3.5728e+00   2.3599e-02   4.1264e-04   1.3232e+06   1.2927e+06   7.1548e+06
  4.4457e+01   4.4930e+01   3.8031e+00   2.6351e-02   3.3057e-04   2.0673e+06   2.0142e+06   1.1140e+07
  5.5968e+01   5.6550e+01   4.0331e+00   2.3471e-02   2.6503e-04   3.2070e+06   3.1334e+06   1.7300e+07
  7.0460e+01   7.1195e+01   4.2634e+00   2.9209e-02   2.1324e-04   4.9818e+06   4.8404e+06   2.6856e+07
  8.8703e+01   8.9634e+01   4.4937e+00   3.3424e-02   1.7156e-04   7.7280e+06   7.4781e+06   4.1749e+07
  1.1167e+02   1.1281e+02   4.7237e+00   3.4300e-02   1.3813e-04   1.1931e+07   1.1536e+07   6.4523e+07
  1.4059e+02   1.4196e+02   4.9536e+00   3.7930e-02   1.1283e-04   1.7943e+07   1.7288e+07   9.6967e+07
  1.7699e+02   1.7855e+02   5.1828e+00   3.3026e-02   9.3355e-05   2.6089e+07   2.5255e+07   1.4104e+08
  2.2281e+02   2.2443e+02   5.4115e+00   1.9244e-02   7.9732e-05   3.5289e+07   3.4623e+07   1.9133e+08
