## {'sep_units': 'arcmin', 'metric': 'Euclidean', 'coords': 'spherical', 'bin_type': 'Log'}
#   r_nom       meanr       meanlogr       gamT         gamX        sigma        weight       npairs   
  2.8050e+00   2.8335e+00   1.0396e+00  -4.7566e-04  -6.9956e-04   3.1359e-04   3.3852e+05   3.3852e+05
  3.5313e+00   3.5685e+00   1.2703e+00  -2.9021e-04   1.7856e-04   2.5188e-04   5.2472e+05   5.2472e+05
  4.4457e+00   4.4914e+00   1.5003e+00   1.0442e-05   6.7558e-04   2.0154e-04   8.1960e+05   8.1960e+05
  5.5968e+00   5.6553e+00   1.7307e+00   7.7570e-05  -1.1106e-04   1.6138e-04   1.2782e+06   1.2782e+06
  7.0460e+00   7.1205e+00   1.9611e+00  -5.7264e-05  -2.8214e-04   1.2874e-04   2.0087e+06   2.0087e+06
  8.8703e+00   8.9676e+00   2.1917e+00   7.4764e-05   5.4797e-05   1.0263e-04   3.1608e+06   3.1608e+06
  1.1167e+01   1.1285e+01   2.4215e+00  -4.5498e-05  -2.5690e-04   8.1468e-05   5.0158e+06   5.0158e+06
  1.4059e+01   1.4207e+01   2.6518e+00  -5.5353e-05  -6.1944e-05   6.5122e-05   7.8499e+06   7.8499e+06
  1.7699e+01   1.7890e+01   2.8823e+00  -7.0365e-05   6.3740e-05   5.1975e-05   1.2323e+07   1.2323e+07
  2.2281e+01   2.2517e+01   3.1123e+00   1.2059e-05  -4.6166e-05   4.1348e-05   1.9472e+07   1.9472e+07
  2.8050e+01   2.8358e+01   3.3429e+00   6.3088e-05   7.7178e-05   3.3018e-05   3.0536e+07   3.0536e+07
  3.5313e+01   3.5692e+01   3.5729e+00   4.7330e-05   2.3409e-05   2.6304e-05   4.8115e+07   4.8115e+07
  4.4457e+01   4.4924e+01   3.8030e+00  -5.5479e-06   1.0362e-04   2.1045e-05   7.5165e+07   7.5165e+07
  5.5968e+01   5.6546e+01   4.0331e+00  -2.8352e-05   5.8257e-05   1.6937e-05   1.1605e+08   1.1605e+08
  7.0460e+01   7.1168e+01   4.2630e+00   3.2573e-05   1.1834e-04   1.3720e-05   1.7686e+08   1.7686e+08
  8.8703e+01   8.9580e+01   4.4931e+00   8.1562e-05   5.2242e-05   1.1180e-05   2.6635e+08   2.6635e+08
  1.1167e+02   1.1277e+02   4.7233e+00   7.6951e-05  -1.6145e-04   9.1285e-06   3.9950e+08   3.9950e+08
  1.4059e+02   1.4199e+02   4.9538e+00   1.0238e-04  -1.7118e-04   7.4582e-06   5.9848e+08   5.9848e+08
  1.7699e+02   1.7861e+02   5.1832e+00   1.0416e-04  -2.7415e-04   6.1096e-06   8.9186e+08   8.9186e+08
  2.2281e+02   2.2440e+02   5.4114e+00   4.4854e-06  -2.7808e-04   5.2465e-06   1.2094e+09   1.2094e+09
