## {'sep_units': 'arcmin', 'metric': 'Euclidean', 'coords': 'spherical', 'bin_type': 'Log'}
#   r_nom       meanr       meanlogr       gamT         gamX        sigma        weight       npairs   
  2.8050e+00   2.8308e+00   1.0387e+00  -9.1711e-04   2.2750e-04   7.5199e-04   5.8383e+04   5.8383e+04
  3.5313e+00   3.5649e+00   1.2692e+00  -7.2354e-04  -6.3890e-04   6.2222e-04   8.5277e+04   8.5277e+04
  4.4457e+00   4.4907e+00   1.5001e+00   1.4519e-04  -8.0460e-05   5.0643e-04   1.2873e+05   1.2873e+05
  5.5968e+00   5.6475e+00   1.7293e+00   2.2958e-04  -3.4367e-04   4.1412e-04   1.9251e+05   1.9251e+05
  7.0460e+00   7.1046e+00   1.9588e+00  -5.8288e-05   5.8506e-04   3.4808e-04   2.7249e+05   2.7249e+05
  8.8703e+00   8.9724e+00   2.1922e+00  -5.1322e-04  -2.7652e-05   2.8969e-04   3.9341e+05   3.9341e+05
  1.1167e+01   1.1260e+01   2.4193e+00  -6.9765e-05   4.2317e-04   2.3169e-04   6.1504e+05   6.1504e+05
  1.4059e+01   1.4202e+01   2.6514e+00  -2.0670e-04   4.2719e-04   1.9091e-04   9.0589e+05   9.0589e+05
  1.7699e+01   1.7894e+01   2.8825e+00  -9.1083e-05   2.3529e-04   1.5402e-04   1.3918e+06   1.3918e+06
  2.2281e+01   2.2492e+01   3.1112e+00   2.0616e-04   1.7645e-04   1.2219e-04   2.2113e+06   2.2113e+06
  2.8050e+01   2.8364e+01   3.3431e+00   2.7251e-04   3.9367e-05   9.8494e-05   3.4033e+06   3.4033e+06
  3.5313e+01   3.5705e+01   3.5733e+00   1.1966e-04   7.2546e-05   7.8081e-05   5.4153e+06   5.4153e+06
  4.4457e+01   4.4905e+01   3.8025e+00   9.1262e-05   1.6825e-04   6.2040e-05   8.5777e+06   8.5777e+06
  5.5968e+01   5.6620e+01   4.0343e+00  -1.3221e-04   1.7864e-04   4.9517e-05   1.3465e+07   1.3465e+07
  7.0460e+01   7.1194e+01   4.2634e+00  -4.3026e-05   3.0227e-04   3.8852e-05   2.1872e+07   2.1872e+07
  8.8703e+01   8.9642e+01   4.4938e+00  -3.2448e-04   5.6877e-05   3.1292e-05   3.3716e+07   3.3716e+07
  1.1167e+02   1.1294e+02   4.7248e+00  -3.3008e-04  -1.7918e-04   2.4845e-05   5.3484e+07   5.3484e+07
  1.4059e+02   1.4213e+02   4.9547e+00  -4.7171e-04  -2.0627e-04   1.9550e-05   8.6377e+07   8.6377e+07
  1.7699e+02   1.7902e+02   5.1855e+00  -3.9628e-04   2.3782e-04   1.5589e-05   1.3585e+08   1.3585e+08
  2.2281e+02   2.2518e+02   5.4149e+00  -5.6190e-04   2.8257e-04   1.2236e-05   2.2052e+08   2.2052e+08
