## {'coords': 'spherical', 'metric': 'Euclidean', 'sep_units': 'arcmin', 'bin_type': 'Log'}
#   r_nom       meanr       meanlogr       gamT         gamX        sigma        weight       npairs   
  2.8050e+00   2.8341e+00   1.0397e+00  -6.7854e-06   3.5231e-05   2.7520e-05   6.0493e+07   6.0493e+07
  3.5313e+00   3.5688e+00   1.2703e+00  -9.8873e-06   2.1493e-05   2.2184e-05   9.4743e+07   9.4743e+07
  4.4457e+00   4.4930e+00   1.5006e+00   3.2166e-05   6.1493e-06   1.7849e-05   1.4881e+08   1.4881e+08
  5.5968e+00   5.6565e+00   1.7308e+00  -2.1879e-06   2.6925e-06   1.4513e-05   2.3394e+08   2.3394e+08
  7.0460e+00   7.1213e+00   1.9611e+00  -1.0006e-06   4.5789e-07   1.3665e-05   3.6796e+08   3.6796e+08
  8.8703e+00   8.9665e+00   2.1915e+00   1.2707e-05  -6.7361e-06   1.2051e-05   5.8035e+08   5.8035e+08
  1.1167e+01   1.1286e+01   2.4216e+00  -4.2312e-06   1.1583e-05   1.0706e-05   9.1720e+08   9.1720e+08
  1.4059e+01   1.4209e+01   2.6519e+00  -1.4909e-05   1.0617e-05   1.0957e-05   1.4403e+09   1.4403e+09
  1.7699e+01   1.7890e+01   2.8822e+00  -3.4864e-07   7.2059e-06   1.0798e-05   2.2651e+09   2.2651e+09
  2.2281e+01   2.2519e+01   3.1124e+00   2.7020e-06  -1.9461e-06   1.1122e-05   3.5665e+09   3.5665e+09
  2.8050e+01   2.8353e+01   3.3427e+00   3.3421e-07  -2.3382e-06   1.0679e-05   5.5941e+09   5.5941e+09
  3.5313e+01   3.5691e+01   3.5729e+00  -4.7113e-06   5.6209e-07   1.1678e-05   8.7774e+09   8.7774e+09
  4.4457e+01   4.4930e+01   3.8031e+00  -2.4435e-06  -9.2534e-07   1.3279e-05   1.3741e+10   1.3741e+10
  5.5968e+01   5.6563e+01   4.0333e+00   4.3128e-06   1.4530e-06   1.6565e-05   2.1466e+10   2.1466e+10
  7.0460e+01   7.1204e+01   4.2635e+00   1.2091e-05   4.2083e-06   1.9514e-05   3.3427e+10   3.3427e+10
  8.8703e+01   8.9637e+01   4.4937e+00   4.1225e-06   1.7572e-06   2.2127e-05   5.1871e+10   5.1871e+10
  1.1167e+02   1.1285e+02   4.7240e+00  -2.4075e-06   3.6810e-06   2.7143e-05   8.0462e+10   8.0462e+10
  1.4059e+02   1.4206e+02   4.9542e+00  -4.4788e-06  -8.5931e-07   3.3903e-05   1.2443e+11   1.2443e+11
  1.7699e+02   1.7884e+02   5.1844e+00  -1.2724e-05  -7.7181e-06   4.2134e-05   1.9122e+11   1.9122e+11
  2.2281e+02   2.2513e+02   5.4145e+00  -2.5581e-05  -2.7091e-06   4.7915e-05   2.9160e+11   2.9160e+11
