## {'sep_units': 'arcmin', 'metric': 'Euclidean', 'coords': 'spherical', 'bin_type': 'Log', 'tot': 112878242.3262362}
#   r_nom       meanr       meanlogr        xi        sigma_xi        DD           RR         npairs   
  2.8050e+00   2.8301e+00   1.0384e+00   9.0682e-02   7.7721e-03   1.0695e+04   9.8060e+03   5.1317e+04
  3.5313e+00   3.5629e+00   1.2687e+00   7.2710e-02   6.3350e-03   1.5833e+04   1.4760e+04   7.6146e+04
  4.4457e+00   4.4891e+00   1.4997e+00   7.0611e-02   5.0894e-03   2.4483e+04   2.2868e+04   1.1784e+05
  5.5968e+00   5.6488e+00   1.7296e+00   5.4512e-02   4.0986e-03   3.7184e+04   3.5262e+04   1.7986e+05
  7.0460e+00   7.1127e+00   1.9600e+00   7.8419e-02   3.3896e-03   5.5600e+04   5.1557e+04   2.6363e+05
  8.8703e+00   8.9757e+00   2.1926e+00   9.3014e-02   2.7380e-03   8.6362e+04   7.9013e+04   4.0920e+05
  1.1167e+01   1.1276e+01   2.4208e+00   1.1295e-01   2.1748e-03   1.3938e+05   1.2523e+05   6.5039e+05
  1.4059e+01   1.4193e+01   2.6508e+00   7.1252e-02   1.7786e-03   2.0059e+05   1.8725e+05   9.5178e+05
  1.7699e+01   1.7875e+01   2.8814e+00   4.3888e-02   1.4479e-03   2.9497e+05   2.8257e+05   1.4103e+06
  2.2281e+01   2.2451e+01   3.1093e+00   2.3679e-02   1.1857e-03   4.3127e+05   4.2130e+05   2.0832e+06
  2.8050e+01   2.8318e+01   3.3415e+00   1.8864e-02   1.0039e-03   5.9878e+05   5.8769e+05   2.9233e+06
  3.5313e+01   3.5602e+01   3.5704e+00   3.2085e-03   8.3841e-04   8.4537e+05   8.4267e+05   4.1252e+06
  4.4457e+01   4.4829e+01   3.8008e+00  -7.8832e-03   7.1318e-04   1.1554e+06   1.1646e+06   5.6368e+06
  5.5968e+01   5.6372e+01   4.0300e+00   7.4648e-03   6.1325e-04   1.5868e+06   1.5751e+06   7.6297e+06
  7.0460e+01   7.1006e+01   4.2608e+00   1.2297e-02   5.3673e-04   2.0814e+06   2.0562e+06   9.9494e+06
  8.8703e+01   8.9514e+01   4.4924e+00   2.0261e-02   4.5909e-04   2.8674e+06   2.8104e+06   1.3487e+07
  1.1167e+02   1.1284e+02   4.7240e+00   4.8284e-02   3.7756e-04   4.3559e+06   4.1552e+06   2.0584e+07
  1.4059e+02   1.4289e+02   4.9600e+00   5.2692e-02   2.8161e-04   7.8630e+06   7.4694e+06   3.7305e+07
  1.7699e+02   1.7946e+02   5.1879e+00   7.7788e-02   1.9804e-04   1.6278e+07   1.5103e+07   7.6634e+07
  2.2281e+02   2.2432e+02   5.4110e+00   2.6150e-02   1.5944e-04   2.3909e+07   2.3300e+07   1.1424e+08
