## {'sep_units': 'arcmin', 'metric': 'Euclidean', 'coords': 'spherical', 'bin_type': 'Log', 'tot': 288032563.3924128}
#   r_nom       meanr       meanlogr        xi        sigma_xi        DD           RR         npairs   
  2.8050e+00   2.8304e+00   1.0385e+00   2.1150e-02   4.2366e-03   2.7859e+04   2.7282e+04   1.5389e+05
  3.5313e+00   3.5665e+00   1.2697e+00   2.5243e-02   3.4494e-03   4.2194e+04   4.1155e+04   2.3341e+05
  4.4457e+00   4.4914e+00   1.5003e+00  -1.1109e-03   2.7717e-03   6.3671e+04   6.3742e+04   3.5520e+05
  5.5968e+00   5.6529e+00   1.7303e+00   3.7768e-03   2.2395e-03   9.8004e+04   9.7635e+04   5.4568e+05
  7.0460e+00   7.1161e+00   1.9605e+00   3.9477e-03   1.8244e-03   1.4770e+05   1.4712e+05   8.2140e+05
  8.8703e+00   8.9720e+00   2.1922e+00   5.2498e-03   1.4704e-03   2.2767e+05   2.2648e+05   1.2605e+06
  1.1167e+01   1.1275e+01   2.4207e+00   1.1015e-02   1.1710e-03   3.6106e+05   3.5713e+05   1.9785e+06
  1.4059e+01   1.4199e+01   2.6513e+00   1.4486e-02   9.5803e-04   5.4125e+05   5.3352e+05   2.9717e+06
  1.7699e+01   1.7887e+01   2.8821e+00   1.5403e-02   7.7737e-04   8.2279e+05   8.1031e+05   4.5192e+06
  2.2281e+01   2.2491e+01   3.1111e+00   1.3139e-02   6.2149e-04   1.2844e+06   1.2678e+06   7.0822e+06
  2.8050e+01   2.8346e+01   3.3425e+00   1.1825e-02   5.0415e-04   1.9494e+06   1.9266e+06   1.0741e+07
  3.5313e+01   3.5678e+01   3.5726e+00   1.6447e-02   4.0725e-04   3.0011e+06   2.9525e+06   1.6552e+07
  4.4457e+01   4.4888e+01   3.8022e+00   1.7795e-02   3.2832e-04   4.6236e+06   4.5427e+06   2.5539e+07
  5.5968e+01   5.6510e+01   4.0324e+00   2.5182e-02   2.6998e-04   6.8875e+06   6.7183e+06   3.8095e+07
  7.0460e+01   7.1090e+01   4.2619e+00   2.4366e-02   2.2303e-04   1.0084e+07   9.8443e+06   5.5961e+07
  8.8703e+01   8.9461e+01   4.4918e+00   2.1028e-02   1.8772e-04   1.4188e+07   1.3896e+07   7.9063e+07
  1.1167e+02   1.1263e+02   4.7221e+00   1.4004e-02   1.5800e-04   1.9891e+07   1.9616e+07   1.1079e+08
  1.4059e+02   1.4163e+02   4.9512e+00   8.3388e-04   1.3345e-04   2.7517e+07   2.7494e+07   1.5251e+08
  1.7699e+02   1.7819e+02   5.1808e+00  -1.9083e-02   1.1807e-04   3.4457e+07   3.5127e+07   1.9107e+08
  2.2281e+02   2.2417e+02   5.4103e+00  -2.3412e-02   1.0593e-04   4.2615e+07   4.3637e+07   2.3740e+08
