## {'sep_units': 'arcmin', 'metric': 'Euclidean', 'coords': 'spherical', 'bin_type': 'Log', 'tot': 1927179119.8310893}
#   r_nom       meanr       meanlogr        xi        sigma_xi        DD           RR         npairs   
  2.8050e+00   2.8334e+00   1.0396e+00   2.7074e-02   2.7152e-03   7.0686e+04   6.8823e+04   3.8550e+05
  3.5313e+00   3.5679e+00   1.2701e+00   2.5419e-02   2.1799e-03   1.0949e+05   1.0677e+05   5.9399e+05
  4.4457e+00   4.4915e+00   1.5003e+00   2.5060e-02   1.7465e-03   1.7050e+05   1.6633e+05   9.2214e+05
  5.5968e+00   5.6537e+00   1.7304e+00   2.2626e-02   1.4002e-03   2.6467e+05   2.5881e+05   1.4330e+06
  7.0460e+00   7.1210e+00   1.9611e+00   1.9532e-02   1.1216e-03   4.1117e+05   4.0329e+05   2.2262e+06
  8.8703e+00   8.9676e+00   2.1917e+00   2.4091e-02   8.9495e-04   6.4874e+05   6.3348e+05   3.4991e+06
  1.1167e+01   1.1283e+01   2.4214e+00   2.2958e-02   7.1220e-04   1.0233e+06   1.0003e+06   5.5138e+06
  1.4059e+01   1.4208e+01   2.6519e+00   2.1893e-02   5.6930e-04   1.5998e+06   1.5655e+06   8.6181e+06
  1.7699e+01   1.7894e+01   2.8825e+00   1.9154e-02   4.5333e-04   2.5162e+06   2.4689e+06   1.3541e+07
  2.2281e+01   2.2518e+01   3.1124e+00   1.7110e-02   3.5991e-04   3.9839e+06   3.9168e+06   2.1443e+07
  2.8050e+01   2.8358e+01   3.3429e+00   1.5353e-02   2.8667e-04   6.2686e+06   6.1738e+06   3.3752e+07
  3.5313e+01   3.5694e+01   3.5730e+00   1.0085e-02   2.2771e-04   9.8835e+06   9.7849e+06   5.3269e+07
  4.4457e+01   4.4941e+01   3.8034e+00   3.6899e-03   1.8063e-04   1.5608e+07   1.5550e+07   8.4340e+07
  5.5968e+01   5.6575e+01   4.0336e+00  -2.2711e-03   1.4291e-04   2.4788e+07   2.4845e+07   1.3399e+08
  7.0460e+01   7.1215e+01   4.2637e+00  -2.5959e-03   1.1382e-04   3.9066e+07   3.9167e+07   2.1113e+08
  8.8703e+01   8.9656e+01   4.4940e+00  -5.3375e-03   9.0876e-05   6.1110e+07   6.1438e+07   3.3151e+08
  1.1167e+02   1.1285e+02   4.7241e+00  -6.7562e-03   7.2454e-05   9.5998e+07   9.6651e+07   5.2276e+08
  1.4059e+02   1.4201e+02   4.9539e+00  -1.4072e-02   5.8396e-05   1.4669e+08   1.4879e+08   8.0028e+08
  1.7699e+02   1.7879e+02   5.1842e+00  -1.5534e-02   4.7273e-05   2.2352e+08   2.2704e+08   1.2173e+09
  2.2281e+02   2.2455e+02   5.4121e+00  -1.2500e-02   3.9647e-05   3.1875e+08   3.2279e+08   1.7336e+09
