## {'sep_units': 'arcmin', 'metric': 'Euclidean', 'coords': 'spherical', 'bin_type': 'Log', 'tot': 490262055.4519331}
#   r_nom       meanr       meanlogr        xi        sigma_xi        DD           RR         npairs   
  2.8050e+00   2.8340e+00   1.0398e+00  -1.5849e-03   3.3118e-03   3.8557e+04   3.8618e+04   2.2088e+05
  3.5313e+00   3.5669e+00   1.2698e+00  -1.6441e-03   2.6558e-03   5.9952e+04   6.0051e+04   3.4162e+05
  4.4457e+00   4.4922e+00   1.5005e+00  -6.5798e-03   2.1255e-03   9.3135e+04   9.3752e+04   5.3212e+05
  5.5968e+00   5.6546e+00   1.7306e+00  -1.2503e-02   1.7009e-03   1.4458e+05   1.4641e+05   8.2942e+05
  7.0460e+00   7.1215e+00   1.9612e+00  -7.8019e-03   1.3617e-03   2.2665e+05   2.2843e+05   1.3008e+06
  8.8703e+00   8.9657e+00   2.1915e+00  -8.7757e-03   1.0866e-03   3.5557e+05   3.5872e+05   2.0353e+06
  1.1167e+01   1.1284e+01   2.4215e+00  -1.1464e-02   8.6680e-04   5.5725e+05   5.6372e+05   3.1898e+06
  1.4059e+01   1.4206e+01   2.6518e+00  -1.2768e-02   6.9181e-04   8.7368e+05   8.8498e+05   5.0084e+06
  1.7699e+01   1.7888e+01   2.8822e+00  -1.1404e-02   5.5305e-04   1.3690e+06   1.3847e+06   7.8372e+06
  2.2281e+01   2.2507e+01   3.1119e+00  -1.8468e-02   4.4199e-04   2.1281e+06   2.1681e+06   1.2249e+07
  2.8050e+01   2.8348e+01   3.3426e+00  -2.2774e-02   3.5476e-04   3.2887e+06   3.3654e+06   1.8980e+07
  3.5313e+01   3.5679e+01   3.5726e+00  -2.3775e-02   2.8507e-04   5.0881e+06   5.2120e+06   2.9293e+07
  4.4457e+01   4.4917e+01   3.8028e+00  -2.5230e-02   2.2936e-04   7.8482e+06   8.0513e+06   4.5144e+07
  5.5968e+01   5.6530e+01   4.0328e+00  -1.9124e-02   1.8541e-04   1.2086e+07   1.2321e+07   6.9050e+07
  7.0460e+01   7.1129e+01   4.2625e+00  -2.1654e-02   1.5098e-04   1.8178e+07   1.8580e+07   1.0369e+08
  8.8703e+01   8.9505e+01   4.4923e+00  -2.1924e-02   1.2477e-04   2.6609e+07   2.7206e+07   1.5141e+08
  1.1167e+02   1.1265e+02   4.7223e+00  -1.3985e-02   1.0460e-04   3.8167e+07   3.8708e+07   2.1607e+08
  1.4059e+02   1.4163e+02   4.9512e+00  -5.5843e-03   8.9737e-05   5.2304e+07   5.2597e+07   2.9475e+08
  1.7699e+02   1.7807e+02   5.1801e+00  -1.4167e-03   7.9809e-05   6.6402e+07   6.6496e+07   3.7418e+08
  2.2281e+02   2.2408e+02   5.4099e+00  -9.7930e-03   7.2562e-05   7.9654e+07   8.0441e+07   4.5137e+08
