## {'sep_units': 'arcmin', 'metric': 'Euclidean', 'coords': 'spherical', 'bin_type': 'Log', 'tot': 18541929.64320964}
#   r_nom       meanr       meanlogr        xi        sigma_xi        DD           RR         npairs   
  2.8050e+00   2.8277e+00   1.0376e+00   1.2641e-01   1.1570e-02   3.7995e+03   3.3731e+03   1.9451e+04
  3.5313e+00   3.5654e+00   1.2694e+00   1.5165e-01   9.3709e-03   5.9214e+03   5.1417e+03   2.9452e+04
  4.4457e+00   4.4888e+00   1.4998e+00   1.6240e-01   7.6076e-03   9.0683e+03   7.8014e+03   4.5315e+04
  5.5968e+00   5.6492e+00   1.7296e+00   1.4682e-01   6.1453e-03   1.3711e+04   1.1956e+04   7.0396e+04
  7.0460e+00   7.1078e+00   1.9593e+00   1.2038e-01   5.0353e-03   1.9952e+04   1.7808e+04   1.0340e+05
  8.8703e+00   8.9665e+00   2.1916e+00   1.4393e-01   4.1203e-03   3.0424e+04   2.6596e+04   1.5829e+05
  1.1167e+01   1.1270e+01   2.4203e+00   1.4501e-01   3.3155e-03   4.7031e+04   4.1075e+04   2.4196e+05
  1.4059e+01   1.4199e+01   2.6512e+00   1.3099e-01   2.6972e-03   7.0196e+04   6.2066e+04   3.5912e+05
  1.7699e+01   1.7874e+01   2.8814e+00   1.3540e-01   2.2059e-03   1.0535e+05   9.2790e+04   5.4015e+05
  2.2281e+01   2.2462e+01   3.1099e+00   1.4679e-01   1.8360e-03   1.5360e+05   1.3394e+05   7.8751e+05
  2.8050e+01   2.8298e+01   3.3408e+00   1.2888e-01   1.5601e-03   2.0940e+05   1.8550e+05   1.0766e+06
  3.5313e+01   3.5606e+01   3.5705e+00   7.6219e-02   1.2954e-03   2.8957e+05   2.6907e+05   1.5204e+06
  4.4457e+01   4.4788e+01   3.7999e+00   2.3833e-02   1.0899e-03   3.8919e+05   3.8013e+05   2.0813e+06
  5.5968e+01   5.6364e+01   4.0299e+00  -1.9117e-02   9.1695e-04   5.2674e+05   5.3700e+05   2.8487e+06
  7.0460e+01   7.1060e+01   4.2616e+00  -8.0990e-03   7.9199e-04   7.1400e+05   7.1983e+05   3.8299e+06
  8.8703e+01   8.9465e+01   4.4918e+00   6.9761e-03   6.9070e-04   9.5302e+05   9.4642e+05   5.0650e+06
  1.1167e+02   1.1232e+02   4.7193e+00   2.0430e-04   5.9311e-04   1.2838e+06   1.2835e+06   6.8144e+06
  1.4059e+02   1.4170e+02   4.9516e+00  -8.7808e-03   5.1249e-04   1.7040e+06   1.7191e+06   9.2011e+06
  1.7699e+02   1.7901e+02   5.1853e+00   2.0632e-03   4.1420e-04   2.6371e+06   2.6317e+06   1.4014e+07
  2.2281e+02   2.2456e+02   5.4121e+00   1.2718e-02   3.2473e-04   4.3363e+06   4.2819e+06   2.3113e+07
