## {'sep_units': 'arcmin', 'metric': 'Euclidean', 'coords': 'spherical', 'bin_type': 'Log', 'tot': 1108205753.5699813}
#   r_nom       meanr       meanlogr        xi        sigma_xi        DD           RR         npairs   
  2.8050e+00   2.8327e+00   1.0393e+00   5.5340e-02   3.1487e-03   4.7765e+04   4.5260e+04   2.5435e+05
  3.5313e+00   3.5665e+00   1.2697e+00   4.7198e-02   2.5310e-03   7.3356e+04   7.0050e+04   3.9266e+05
  4.4457e+00   4.4915e+00   1.5003e+00   3.9796e-02   2.0315e-03   1.1306e+05   1.0873e+05   6.0646e+05
  5.5968e+00   5.6547e+00   1.7306e+00   3.8051e-02   1.6323e-03   1.7482e+05   1.6842e+05   9.4285e+05
  7.0460e+00   7.1199e+00   1.9610e+00   4.3720e-02   1.3137e-03   2.7139e+05   2.6002e+05   1.4591e+06
  8.8703e+00   8.9645e+00   2.1914e+00   4.6177e-02   1.0541e-03   4.2249e+05   4.0384e+05   2.2696e+06
  1.1167e+01   1.1281e+01   2.4212e+00   4.1998e-02   8.4030e-04   6.6219e+05   6.3550e+05   3.5546e+06
  1.4059e+01   1.4206e+01   2.6517e+00   3.8891e-02   6.7524e-04   1.0225e+06   9.8418e+05   5.4938e+06
  1.7699e+01   1.7888e+01   2.8822e+00   4.0960e-02   5.4054e-04   1.5987e+06   1.5358e+06   8.5633e+06
  2.2281e+01   2.2518e+01   3.1124e+00   4.1689e-02   4.2986e-04   2.5297e+06   2.4285e+06   1.3541e+07
  2.8050e+01   2.8351e+01   3.3427e+00   3.1993e-02   3.4376e-04   3.9188e+06   3.7973e+06   2.1085e+07
  3.5313e+01   3.5682e+01   3.5727e+00   2.7359e-02   2.7458e-04   6.1148e+06   5.9520e+06   3.2913e+07
  4.4457e+01   4.4919e+01   3.8029e+00   2.3638e-02   2.1980e-04   9.5080e+06   9.2885e+06   5.1050e+07
  5.5968e+01   5.6554e+01   4.0332e+00   1.4047e-02   1.7586e-04   1.4713e+07   1.4509e+07   7.9111e+07
  7.0460e+01   7.1193e+01   4.2634e+00   1.9261e-03   1.4105e-04   2.2600e+07   2.2556e+07   1.2216e+08
  8.8703e+01   8.9612e+01   4.4935e+00  -3.1882e-03   1.1360e-04   3.4662e+07   3.4773e+07   1.8721e+08
  1.1167e+02   1.1285e+02   4.7240e+00  -3.0975e-03   9.1732e-05   5.3161e+07   5.3326e+07   2.8740e+08
  1.4059e+02   1.4205e+02   4.9542e+00  -8.2212e-04   7.3721e-05   8.2498e+07   8.2566e+07   4.4603e+08
  1.7699e+02   1.7883e+02   5.1845e+00  -4.8110e-04   5.9382e-05   1.2719e+08   1.2726e+08   6.9037e+08
  2.2281e+02   2.2465e+02   5.4125e+00  -1.0356e-02   4.9124e-05   1.8403e+08   1.8595e+08   1.0012e+09
