## {'sep_units': 'arcmin', 'metric': 'Euclidean', 'coords': 'spherical', 'bin_type': 'Log', 'tot': 1541231.9082952791}
#   r_nom       meanr       meanlogr        xi        sigma_xi        DD           RR         npairs   
  2.8050e+00   2.8166e+00   1.0338e+00  -1.5973e-01   4.7331e-02   1.5444e+02   1.8379e+02   9.7200e+02
  3.5313e+00   3.5580e+00   1.2673e+00  -2.7831e-01   4.0250e-02   1.8342e+02   2.5415e+02   1.1790e+03
  4.4457e+00   4.4893e+00   1.4997e+00  -1.7142e-01   3.4552e-02   2.8576e+02   3.4488e+02   1.6800e+03
  5.5968e+00   5.6178e+00   1.7240e+00  -4.2092e-02   3.0007e-02   4.3804e+02   4.5729e+02   2.4270e+03
  7.0460e+00   7.0892e+00   1.9566e+00  -1.2075e-01   2.6418e-02   5.1873e+02   5.8998e+02   3.0060e+03
  8.8703e+00   8.9526e+00   2.1901e+00  -1.8367e-01   2.3197e-02   6.2464e+02   7.6517e+02   3.9280e+03
  1.1167e+01   1.1173e+01   2.4117e+00  -1.5025e-01   1.9758e-02   8.9626e+02   1.0547e+03   5.2730e+03
  1.4059e+01   1.4066e+01   2.6418e+00  -3.2491e-01   1.8540e-02   8.0862e+02   1.1978e+03   5.5020e+03
  1.7699e+01   1.7860e+01   2.8805e+00  -3.2985e-01   1.8086e-02   8.4353e+02   1.2587e+03   4.7380e+03
  2.2281e+01   2.2698e+01   3.1204e+00   1.3020e-01   1.6791e-02   1.6505e+03   1.4604e+03   7.8770e+03
  2.8050e+01   2.8281e+01   3.3401e+00  -4.4478e-02   1.3459e-02   2.1719e+03   2.2730e+03   1.2120e+04
  3.5313e+01   3.5961e+01   3.5806e+00  -8.8400e-02   9.6360e-03   4.0423e+03   4.4343e+03   2.3667e+04
  4.4457e+01   4.5222e+01   3.8097e+00  -2.3243e-02   7.2656e-03   7.6185e+03   7.7997e+03   4.5196e+04
  5.5968e+01   5.6200e+01   4.0271e+00   1.0533e-01   5.6674e-03   1.4169e+04   1.2819e+04   7.9559e+04
  7.0460e+01   7.1470e+01   4.2671e+00  -1.5625e-01   5.3517e-03   1.2130e+04   1.4376e+04   6.9962e+04
  8.8703e+01   9.0294e+01   4.5011e+00  -1.0796e-01   3.7353e-03   2.6324e+04   2.9510e+04   1.4884e+05
  1.1167e+02   1.1344e+02   4.7293e+00  -2.1466e-02   2.5585e-03   6.1551e+04   6.2901e+04   3.5753e+05
  1.4059e+02   1.4268e+02   4.9586e+00  -1.5728e-02   1.7933e-03   1.2602e+05   1.2804e+05   7.2229e+05
  1.7699e+02   1.7792e+02   5.1791e+00  -1.1213e-02   1.4679e-03   1.8895e+05   1.9109e+05   1.0759e+06
  2.2281e+02   2.2437e+02   5.4111e+00  -4.9761e-03   1.2498e-03   2.6228e+05   2.6359e+05   1.4959e+06
