## {'sep_units': 'arcmin', 'metric': 'Euclidean', 'coords': 'spherical', 'bin_type': 'Log', 'tot': 836731518.5939478}
#   r_nom       meanr       meanlogr        xi        sigma_xi        DD           RR         npairs   
  2.8050e+00   2.8316e+00   1.0390e+00   3.4826e-02   3.9399e-03   2.5323e+04   2.4470e+04   1.5915e+05
  3.5313e+00   3.5663e+00   1.2697e+00   4.5379e-02   3.1823e-03   3.9211e+04   3.7509e+04   2.4476e+05
  4.4457e+00   4.4886e+00   1.4997e+00   2.3984e-02   2.5604e-03   5.9333e+04   5.7943e+04   3.7293e+05
  5.5968e+00   5.6512e+00   1.7300e+00   1.3734e-02   2.0657e-03   9.0241e+04   8.9018e+04   5.6928e+05
  7.0460e+00   7.1172e+00   1.9606e+00   1.2126e-02   1.6733e-03   1.3732e+05   1.3567e+05   8.6507e+05
  8.8703e+00   8.9711e+00   2.1921e+00   2.5454e-02   1.3466e-03   2.1481e+05   2.0948e+05   1.3383e+06
  1.1167e+01   1.1281e+01   2.4212e+00   2.3975e-02   1.0663e-03   3.4212e+05   3.3411e+05   2.1319e+06
  1.4059e+01   1.4208e+01   2.6519e+00   1.8927e-02   8.5613e-04   5.2806e+05   5.1826e+05   3.3056e+06
  1.7699e+01   1.7888e+01   2.8822e+00   9.5219e-03   6.8367e-04   8.2044e+05   8.1270e+05   5.1588e+06
  2.2281e+01   2.2516e+01   3.1123e+00   7.0859e-03   5.4077e-04   1.3082e+06   1.2990e+06   8.2302e+06
  2.8050e+01   2.8366e+01   3.3432e+00   3.3978e-03   4.3132e-04   2.0488e+06   2.0419e+06   1.2872e+07
  3.5313e+01   3.5700e+01   3.5732e+00   1.1559e-02   3.4250e-04   3.2755e+06   3.2381e+06   2.0562e+07
  4.4457e+01   4.4926e+01   3.8030e+00   3.9410e-03   2.7211e-04   5.1503e+06   5.1300e+06   3.2422e+07
  5.5968e+01   5.6600e+01   4.0340e+00   9.0718e-03   2.1571e-04   8.2376e+06   8.1636e+06   5.1870e+07
  7.0460e+01   7.1248e+01   4.2642e+00   5.5065e-03   1.7056e-04   1.3130e+07   1.3058e+07   8.2767e+07
  8.8703e+01   8.9712e+01   4.4946e+00   4.4996e-03   1.3401e-04   2.1248e+07   2.1153e+07   1.3423e+08
  1.1167e+02   1.1302e+02   4.7255e+00   4.3270e-03   1.0473e-04   3.4780e+07   3.4630e+07   2.2063e+08
  1.4059e+02   1.4217e+02   4.9551e+00   4.3108e-03   8.1899e-05   5.6877e+07   5.6633e+07   3.6064e+08
  1.7699e+02   1.7887e+02   5.1847e+00   2.1560e-03   6.4839e-05   9.0549e+07   9.0355e+07   5.7375e+08
  2.2281e+02   2.2488e+02   5.4136e+00   3.7344e-03   5.2999e-05   1.3574e+08   1.3523e+08   8.6161e+08
