## {'sep_units': 'arcmin', 'metric': 'Euclidean', 'coords': 'spherical', 'bin_type': 'Log', 'tot': 50939898.2560659}
#   r_nom       meanr       meanlogr        xi        sigma_xi        DD           RR         npairs   
  2.8050e+00   2.8318e+00   1.0390e+00   6.7812e-02   7.4744e-03   1.0552e+04   9.8823e+03   5.2327e+04
  3.5313e+00   3.5633e+00   1.2687e+00   9.4047e-02   6.0990e-03   1.6238e+04   1.4842e+04   8.0268e+04
  4.4457e+00   4.4887e+00   1.4997e+00   6.9237e-02   4.9278e-03   2.4310e+04   2.2736e+04   1.2094e+05
  5.5968e+00   5.6494e+00   1.7297e+00   5.7600e-02   4.0111e-03   3.6292e+04   3.4316e+04   1.8077e+05
  7.0460e+00   7.1024e+00   1.9585e+00   5.1012e-02   3.3603e-03   5.1389e+04   4.8895e+04   2.6107e+05
  8.8703e+00   8.9650e+00   2.1914e+00   2.2960e-02   2.7781e-03   7.3179e+04   7.1537e+04   3.7669e+05
  1.1167e+01   1.1263e+01   2.4196e+00   5.4663e-03   2.2268e-03   1.1195e+05   1.1134e+05   5.7585e+05
  1.4059e+01   1.4194e+01   2.6509e+00  -1.4406e-02   1.8519e-03   1.5866e+05   1.6098e+05   8.2526e+05
  1.7699e+01   1.7888e+01   2.8822e+00  -6.6625e-03   1.5165e-03   2.3847e+05   2.4007e+05   1.2295e+06
  2.2281e+01   2.2476e+01   3.1105e+00  -2.5513e-02   1.2270e-03   3.5734e+05   3.6670e+05   1.8407e+06
  2.8050e+01   2.8320e+01   3.3416e+00  -1.5964e-02   1.0286e-03   5.1352e+05   5.2185e+05   2.6659e+06
  3.5313e+01   3.5607e+01   3.5705e+00  -9.9905e-03   8.7407e-04   7.1542e+05   7.2264e+05   3.7343e+06
  4.4457e+01   4.4819e+01   3.8006e+00  -1.5578e-02   7.5523e-04   9.5288e+05   9.6796e+05   5.0598e+06
  5.5968e+01   5.6368e+01   4.0299e+00  -1.7417e-02   6.5801e-04   1.2529e+06   1.2751e+06   6.6678e+06
  7.0460e+01   7.1061e+01   4.2616e+00   2.2653e-02   5.7789e-04   1.6907e+06   1.6532e+06   8.9395e+06
  8.8703e+01   8.9445e+01   4.4916e+00   2.4376e-02   5.0185e-04   2.2456e+06   2.1921e+06   1.1731e+07
  1.1167e+02   1.1276e+02   4.7232e+00  -8.5493e-03   4.1017e-04   3.2535e+06   3.2816e+06   1.6998e+07
  1.4059e+02   1.4199e+02   4.9537e+00   1.9939e-02   3.3130e-04   5.1302e+06   5.0299e+06   2.6726e+07
  1.7699e+02   1.7770e+02   5.1780e+00   1.5001e-02   2.9901e-04   6.2677e+06   6.1751e+06   3.3296e+07
  2.2281e+02   2.2527e+02   5.4152e+00   1.5455e-02   2.5987e-04   8.3018e+06   8.1755e+06   4.3238e+07
