## {'sep_units': 'arcmin', 'metric': 'Euclidean', 'coords': 'spherical', 'bin_type': 'Log', 'tot': 519161343.21917754}
#   r_nom       meanr       meanlogr        xi        sigma_xi        DD           RR         npairs   
  2.8050e+00   2.8322e+00   1.0392e+00   1.7465e-02   4.3123e-03   2.2622e+04   2.2234e+04   1.2813e+05
  3.5313e+00   3.5662e+00   1.2696e+00   1.8545e-02   3.5104e-03   3.4175e+04   3.3553e+04   1.9151e+05
  4.4457e+00   4.4898e+00   1.4999e+00   2.0984e-02   2.8633e-03   5.1489e+04   5.0430e+04   2.8807e+05
  5.5968e+00   5.6533e+00   1.7303e+00   2.7804e-02   2.3287e-03   7.8368e+04   7.6248e+04   4.3909e+05
  7.0460e+00   7.1175e+00   1.9606e+00   1.9049e-02   1.8734e-03   1.2006e+05   1.1781e+05   6.7389e+05
  8.8703e+00   8.9745e+00   2.1925e+00   1.7818e-02   1.4932e-03   1.8875e+05   1.8545e+05   1.0606e+06
  1.1167e+01   1.1284e+01   2.4214e+00   2.2868e-02   1.1749e-03   3.0640e+05   2.9955e+05   1.7166e+06
  1.4059e+01   1.4194e+01   2.6509e+00   1.9863e-02   9.5476e-04   4.6258e+05   4.5357e+05   2.5950e+06
  1.7699e+01   1.7905e+01   2.8831e+00   1.6151e-02   7.6525e-04   7.1745e+05   7.0604e+05   4.0587e+06
  2.2281e+01   2.2503e+01   3.1117e+00   1.5966e-02   6.0288e-04   1.1557e+06   1.1376e+06   6.5121e+06
  2.8050e+01   2.8377e+01   3.3436e+00   9.0759e-03   4.8408e-04   1.7805e+06   1.7644e+06   1.0071e+07
  3.5313e+01   3.5674e+01   3.5724e+00   2.0136e-02   3.8677e-04   2.8196e+06   2.7640e+06   1.5829e+07
  4.4457e+01   4.4894e+01   3.8023e+00   2.2510e-02   3.0950e-04   4.4136e+06   4.3165e+06   2.4703e+07
  5.5968e+01   5.6511e+01   4.0324e+00   1.7825e-02   2.5012e-04   6.7270e+06   6.6092e+06   3.7869e+07
  7.0460e+01   7.1189e+01   4.2633e+00   2.0024e-02   2.0312e-04   1.0222e+07   1.0021e+07   5.7164e+07
  8.8703e+01   8.9609e+01   4.4934e+00   2.5905e-02   1.6442e-04   1.5690e+07   1.5294e+07   8.7188e+07
  1.1167e+02   1.1293e+02   4.7248e+00   3.8321e-02   1.3185e-04   2.4696e+07   2.3785e+07   1.3658e+08
  1.4059e+02   1.4213e+02   4.9547e+00   4.1867e-02   1.0482e-04   3.9208e+07   3.7632e+07   2.1708e+08
  1.7699e+02   1.7885e+02   5.1846e+00   2.8044e-02   8.3546e-05   6.0897e+07   5.9236e+07   3.3907e+08
  2.2281e+02   2.2484e+02   5.4134e+00   2.1468e-02   6.8058e-05   9.1182e+07   8.9265e+07   5.0998e+08
