## {'sep_units': 'arcmin', 'metric': 'Euclidean', 'coords': 'spherical', 'bin_type': 'Log', 'tot': 2075198.970577463}
#   r_nom       meanr       meanlogr        xi        sigma_xi        DD           RR         npairs   
  2.8050e+00   2.8492e+00   1.0451e+00  -1.1774e-01   5.0626e-02   1.5871e+02   1.7989e+02   7.7000e+02
  3.5313e+00   3.5551e+00   1.2663e+00  -7.3635e-02   4.0774e-02   2.5690e+02   2.7732e+02   1.0730e+03
  4.4457e+00   4.4512e+00   1.4911e+00  -2.0284e-01   3.2878e-02   3.4001e+02   4.2653e+02   1.5120e+03
  5.5968e+00   5.6346e+00   1.7270e+00  -1.2736e-01   2.6405e-02   5.7707e+02   6.6130e+02   2.2810e+03
  7.0460e+00   7.1059e+00   1.9591e+00  -9.9634e-02   2.1703e-02   8.8135e+02   9.7888e+02   3.7430e+03
  8.8703e+00   8.9559e+00   2.1904e+00  -6.4743e-02   1.7961e-02   1.3367e+03   1.4292e+03   5.8170e+03
  1.1167e+01   1.1237e+01   2.4173e+00  -9.3029e-03   1.4929e-02   2.0494e+03   2.0686e+03   8.9270e+03
  1.4059e+01   1.4155e+01   2.6482e+00   8.3595e-02   1.3504e-02   2.7399e+03   2.5285e+03   1.1234e+04
  1.7699e+01   1.7857e+01   2.8805e+00   1.0609e-01   1.1534e-02   3.8336e+03   3.4659e+03   1.5516e+04
  2.2281e+01   2.2384e+01   3.1063e+00   7.8883e-02   1.0512e-02   4.5013e+03   4.1722e+03   1.7696e+04
  2.8050e+01   2.8281e+01   3.3403e+00   1.8837e-01   9.5879e-03   5.9603e+03   5.0155e+03   2.3758e+04
  3.5313e+01   3.5729e+01   3.5738e+00  -8.9773e-02   7.8744e-03   6.7682e+03   7.4358e+03   2.9552e+04
  4.4457e+01   4.5093e+01   3.8066e+00  -5.5822e-02   6.2327e-03   1.1206e+04   1.1869e+04   4.6310e+04
  5.5968e+01   5.6667e+01   4.0349e+00   9.0662e-02   5.4814e-03   1.6737e+04   1.5345e+04   6.5548e+04
  7.0460e+01   7.1751e+01   4.2713e+00   1.1133e-01   3.6966e-03   3.7497e+04   3.3741e+04   1.4778e+05
  8.8703e+01   9.0117e+01   4.4992e+00   2.7853e-02   2.6485e-03   6.7561e+04   6.5730e+04   2.7184e+05
  1.1167e+02   1.1422e+02   4.7362e+00   6.7290e-02   1.8924e-03   1.3741e+05   1.2875e+05   5.4515e+05
  1.4059e+02   1.4224e+02   4.9555e+00   2.2627e-03   1.3218e-03   2.6448e+05   2.6388e+05   1.0891e+06
  1.7699e+02   1.7627e+02   5.1700e+00  -1.4229e-02   1.2608e-03   2.8592e+05   2.9005e+05   1.1759e+06
  2.2281e+02   2.1882e+02   5.3860e+00  -5.8204e-02   1.8878e-03   1.2184e+05   1.2937e+05   5.1547e+05
