## {'sep_units': 'arcmin', 'metric': 'Euclidean', 'coords': 'spherical', 'bin_type': 'Log', 'tot': 43639775.93911194}
#   r_nom       meanr       meanlogr        xi        sigma_xi        DD           RR         npairs   
  2.8050e+00   2.8318e+00   1.0390e+00   5.0971e-02   1.2031e-02   3.5068e+03   3.3367e+03   2.0664e+04
  3.5313e+00   3.5633e+00   1.2688e+00   3.4979e-02   1.0127e-02   4.8733e+03   4.7086e+03   2.8938e+04
  4.4457e+00   4.4743e+00   1.4965e+00   2.7819e-02   8.7964e-03   6.4150e+03   6.2414e+03   3.9376e+04
  5.5968e+00   5.6454e+00   1.7290e+00   2.7496e-02   7.6408e-03   8.4995e+03   8.2720e+03   5.2976e+04
  7.0460e+00   7.1102e+00   1.9596e+00   2.0296e-02   6.3733e-03   1.2131e+04   1.1890e+04   7.4874e+04
  8.8703e+00   8.9882e+00   2.1940e+00   9.1596e-02   5.2308e-03   1.9267e+04   1.7650e+04   1.1399e+05
  1.1167e+01   1.1275e+01   2.4207e+00   9.8386e-02   4.1080e-03   3.1433e+04   2.8617e+04   1.8286e+05
  1.4059e+01   1.4146e+01   2.6475e+00   6.0313e-02   3.5324e-03   4.1038e+04   3.8703e+04   2.3924e+05
  1.7699e+01   1.7900e+01   2.8828e+00   1.5166e-02   2.9602e-03   5.5948e+04   5.5112e+04   3.2749e+05
  2.2281e+01   2.2439e+01   3.1089e+00   6.8635e-03   2.3467e-03   8.8298e+04   8.7696e+04   5.3150e+05
  2.8050e+01   2.8379e+01   3.3437e+00   8.4259e-03   1.9938e-03   1.2252e+05   1.2149e+05   7.4518e+05
  3.5313e+01   3.5609e+01   3.5706e+00  -3.8701e-02   1.6305e-03   1.7464e+05   1.8167e+05   1.0541e+06
  4.4457e+01   4.4859e+01   3.8015e+00  -3.9123e-02   1.3454e-03   2.5635e+05   2.6679e+05   1.5418e+06
  5.5968e+01   5.6495e+01   4.0321e+00  -8.5612e-02   1.0595e-03   3.9342e+05   4.3025e+05   2.4670e+06
  7.0460e+01   7.1302e+01   4.2650e+00  -9.1127e-02   8.5764e-04   5.9673e+05   6.5657e+05   3.7011e+06
  8.8703e+01   8.9581e+01   4.4932e+00  -6.9902e-02   6.7142e-04   9.9640e+05   1.0713e+06   6.0783e+06
  1.1167e+02   1.1319e+02   4.7271e+00  -5.8288e-02   5.2251e-04   1.6658e+06   1.7689e+06   1.0164e+07
  1.4059e+02   1.4221e+02   4.9553e+00  -3.6894e-02   3.9726e-04   2.9472e+06   3.0601e+06   1.7956e+07
  1.7699e+02   1.7842e+02   5.1821e+00  -4.1191e-02   3.2399e-04   4.4112e+06   4.6007e+06   2.6993e+07
  2.2281e+02   2.2503e+02   5.4141e+00  -2.3561e-02   2.7001e-04   6.4680e+06   6.6240e+06   3.9378e+07
