## {'sep_units': 'arcmin', 'metric': 'Euclidean', 'coords': 'spherical', 'bin_type': 'Log', 'tot': 43973246.03392805}
#   r_nom       meanr       meanlogr        xi        sigma_xi        DD           RR         npairs   
  2.8050e+00   2.8309e+00   1.0387e+00  -5.9080e-02   1.3721e-02   2.8700e+03   3.0502e+03   1.4893e+04
  3.5313e+00   3.5608e+00   1.2681e+00  -1.6888e-02   1.1440e-02   4.3135e+03   4.3876e+03   2.1887e+04
  4.4457e+00   4.4910e+00   1.5002e+00  -4.2516e-02   9.3228e-03   6.3261e+03   6.6070e+03   3.3498e+04
  5.5968e+00   5.6468e+00   1.7292e+00  -2.3993e-02   7.6287e-03   9.6303e+03   9.8671e+03   4.9649e+04
  7.0460e+00   7.1067e+00   1.9591e+00   1.5320e-02   6.4247e-03   1.4125e+04   1.3912e+04   6.9495e+04
  8.8703e+00   8.9894e+00   2.1941e+00   7.8770e-03   5.2144e-03   2.1286e+04   2.1120e+04   1.0572e+05
  1.1167e+01   1.1255e+01   2.4189e+00   5.1958e-02   4.1616e-03   3.4879e+04   3.3156e+04   1.7200e+05
  1.4059e+01   1.4187e+01   2.6504e+00   6.6469e-02   3.5635e-03   4.8228e+04   4.5222e+04   2.3998e+05
  1.7699e+01   1.7888e+01   2.8821e+00   4.3713e-02   2.9891e-03   6.7082e+04   6.4273e+04   3.3700e+05
  2.2281e+01   2.2487e+01   3.1109e+00   1.9586e-02   2.3697e-03   1.0426e+05   1.0226e+05   5.3128e+05
  2.8050e+01   2.8313e+01   3.3413e+00   1.4472e-02   1.9449e-03   1.5401e+05   1.5181e+05   7.7684e+05
  3.5313e+01   3.5581e+01   3.5698e+00  -2.4663e-02   1.6465e-03   2.0661e+05   2.1183e+05   1.0904e+06
  4.4457e+01   4.4938e+01   3.8033e+00  -1.6941e-03   1.3891e-03   2.9709e+05   2.9759e+05   1.5876e+06
  5.5968e+01   5.6588e+01   4.0338e+00   2.2437e-02   1.1077e-03   4.7853e+05   4.6802e+05   2.4704e+06
  7.0460e+01   7.1168e+01   4.2631e+00   2.7922e-02   8.9640e-04   7.3461e+05   7.1465e+05   3.7557e+06
  8.8703e+01   8.9553e+01   4.4929e+00   1.1698e-02   7.2019e-04   1.1201e+06   1.1071e+06   5.6992e+06
  1.1167e+02   1.1299e+02   4.7254e+00   1.3492e-02   5.8342e-04   1.7098e+06   1.6871e+06   8.6379e+06
  1.4059e+02   1.4212e+02   4.9547e+00  -8.9596e-03   4.4554e-04   2.8669e+06   2.8928e+06   1.4440e+07
  1.7699e+02   1.7864e+02   5.1833e+00  -1.8857e-02   3.5892e-04   4.3735e+06   4.4576e+06   2.2072e+07
  2.2281e+02   2.2435e+02   5.4111e+00  -1.8901e-02   3.0914e-04   5.8950e+06   6.0086e+06   2.9966e+07
