## {'sep_units': 'arcmin', 'metric': 'Euclidean', 'coords': 'spherical', 'bin_type': 'Log'}
#   r_nom       meanr       meanlogr      kappa        sigma        weight       npairs   
  2.8050e+00   2.8311e+00   1.0388e+00  -1.9726e-03   1.7237e-03   1.1112e+04   6.0163e+04
  3.5313e+00   3.5627e+00   1.2686e+00  -3.2969e-03   1.4151e-03   1.6489e+04   8.9163e+04
  4.4457e+00   4.4888e+00   1.4997e+00  -2.9080e-03   1.1786e-03   2.3770e+04   1.3126e+05
  5.5968e+00   5.6490e+00   1.7296e+00  -1.4457e-03   9.5956e-04   3.5860e+04   1.9298e+05
  7.0460e+00   7.1172e+00   1.9606e+00  -6.5441e-04   7.8352e-04   5.3784e+04   2.8901e+05
  8.8703e+00   8.9693e+00   2.1919e+00  -2.7441e-04   6.2662e-04   8.4090e+04   4.4937e+05
  1.1167e+01   1.1282e+01   2.4213e+00  -4.9926e-04   4.9516e-04   1.3467e+05   7.1760e+05
  1.4059e+01   1.4181e+01   2.6499e+00  -9.9405e-04   4.1376e-04   1.9287e+05   1.0441e+06
  1.7699e+01   1.7865e+01   2.8809e+00  -1.5038e-03   3.4505e-04   2.7733e+05   1.5173e+06
  2.2281e+01   2.2467e+01   3.1101e+00  -9.4226e-04   2.8356e-04   4.1065e+05   2.2677e+06
  2.8050e+01   2.8318e+01   3.3415e+00  -1.0502e-03   2.3934e-04   5.7640e+05   3.1918e+06
  3.5313e+01   3.5615e+01   3.5708e+00  -6.0594e-04   2.0085e-04   8.1847e+05   4.5383e+06
  4.4457e+01   4.4786e+01   3.7999e+00  -9.3451e-04   1.6914e-04   1.1542e+06   6.3198e+06
  5.5968e+01   5.6419e+01   4.0308e+00  -1.1371e-03   1.4431e-04   1.5854e+06   8.6108e+06
  7.0460e+01   7.0851e+01   4.2586e+00  -9.1805e-04   1.2842e-04   2.0020e+06   1.0966e+07
  8.8703e+01   8.9027e+01   4.4869e+00  -8.7933e-04   1.2029e-04   2.2821e+06   1.2618e+07
  1.1167e+02   1.1264e+02   4.7221e+00  -5.4613e-04   1.1010e-04   2.7239e+06   1.5512e+07
  1.4059e+02   1.4260e+02   4.9581e+00   3.1336e-04   8.2770e-05   4.8195e+06   2.7063e+07
  1.7699e+02   1.7879e+02   5.1842e+00   3.6639e-04   6.4585e-05   7.9158e+06   4.4831e+07
  2.2281e+02   2.2484e+02   5.4133e+00   4.4906e-04   5.4070e-05   1.1294e+07   6.4861e+07
