## {'sep_units': 'arcmin', 'metric': 'Euclidean', 'coords': 'spherical', 'bin_type': 'Log'}
#   r_nom       meanr       meanlogr       gamT         gamX        sigma        weight       npairs   
  2.8050e+00   2.8329e+00   1.0394e+00   7.0003e-04   4.2717e-04   4.3204e-04   1.7535e+05   1.7535e+05
  3.5313e+00   3.5673e+00   1.2699e+00   3.8952e-04   7.2080e-04   3.4802e-04   2.7024e+05   2.7024e+05
  4.4457e+00   4.4914e+00   1.5003e+00   3.4525e-04  -1.4457e-04   2.7956e-04   4.1880e+05   4.1880e+05
  5.5968e+00   5.6545e+00   1.7305e+00   1.8050e-04  -1.9021e-04   2.2464e-04   6.4859e+05   6.4859e+05
  7.0460e+00   7.1190e+00   1.9608e+00   1.6355e-04  -5.5818e-04   1.8129e-04   9.9585e+05   9.9585e+05
  8.8703e+00   8.9665e+00   2.1916e+00  -1.5032e-04  -1.3679e-04   1.4501e-04   1.5566e+06   1.5566e+06
  1.1167e+01   1.1282e+01   2.4212e+00   2.1707e-04  -2.5342e-04   1.1567e-04   2.4464e+06   2.4464e+06
  1.4059e+01   1.4200e+01   2.6513e+00   1.8266e-05  -4.4588e-04   9.3569e-05   3.7384e+06   3.7384e+06
  1.7699e+01   1.7882e+01   2.8818e+00   5.4523e-05  -5.5835e-04   7.5751e-05   5.7039e+06   5.7039e+06
  2.2281e+01   2.2505e+01   3.1117e+00   1.3100e-04  -1.9905e-04   6.1019e-05   8.7906e+06   8.7906e+06
  2.8050e+01   2.8340e+01   3.3423e+00   1.1589e-04   6.1679e-05   4.9360e-05   1.3434e+07   1.3434e+07
  3.5313e+01   3.5677e+01   3.5725e+00  -5.0463e-05   1.2825e-04   3.9898e-05   2.0561e+07   2.0561e+07
  4.4457e+01   4.4923e+01   3.8030e+00   2.0329e-04   7.8415e-05   3.2023e-05   3.1916e+07   3.1916e+07
  5.5968e+01   5.6573e+01   4.0335e+00   2.8464e-04   1.7465e-04   2.5612e-05   4.9896e+07   4.9896e+07
  7.0460e+01   7.1188e+01   4.2633e+00   8.1048e-05   1.1763e-04   2.0572e-05   7.7337e+07   7.7337e+07
  8.8703e+01   8.9529e+01   4.4926e+00   4.7331e-06  -2.1588e-05   1.6739e-05   1.1681e+08   1.1681e+08
  1.1167e+02   1.1279e+02   4.7236e+00   3.5444e-04  -2.7931e-04   1.3802e-05   1.7181e+08   1.7181e+08
  1.4059e+02   1.4216e+02   4.9549e+00   2.8464e-05  -9.5209e-04   1.1093e-05   2.6600e+08   2.6600e+08
  1.7699e+02   1.7909e+02   5.1859e+00  -1.9696e-04  -8.6129e-04   8.6002e-06   4.4251e+08   4.4251e+08
  2.2281e+02   2.2434e+02   5.4111e+00  -6.8453e-04  -4.5653e-04   7.1690e-06   6.3685e+08   6.3685e+08
