## {'sep_units': 'arcmin', 'metric': 'Euclidean', 'coords': 'spherical', 'bin_type': 'Log'}
#   r_nom       meanr       meanlogr       gamT         gamX        sigma        weight       npairs   
  2.8050e+00   2.8334e+00   1.0396e+00   3.1913e-06  -2.7054e-04   1.2365e-04   2.1196e+06   2.1196e+06
  3.5313e+00   3.5690e+00   1.2704e+00   2.0675e-04   1.9923e-04   9.8735e-05   3.3244e+06   3.3244e+06
  4.4457e+00   4.4930e+00   1.5006e+00  -8.4737e-05  -8.1680e-05   7.8590e-05   5.2471e+06   5.2471e+06
  5.5968e+00   5.6570e+00   1.7310e+00  -6.8134e-05  -9.4224e-05   6.2458e-05   8.3077e+06   8.3077e+06
  7.0460e+00   7.1220e+00   1.9613e+00  -7.3668e-05   3.8797e-05   4.9704e-05   1.3118e+07   1.3118e+07
  8.8703e+00   8.9665e+00   2.1916e+00  -1.3111e-04  -5.5487e-05   3.9509e-05   2.0762e+07   2.0762e+07
  1.1167e+01   1.1287e+01   2.4217e+00   1.5313e-05  -2.2081e-05   3.1401e-05   3.2868e+07   3.2868e+07
  1.4059e+01   1.4211e+01   2.6521e+00   3.8207e-05  -2.8105e-05   2.4971e-05   5.1972e+07   5.1972e+07
  1.7699e+01   1.7891e+01   2.8823e+00   4.3127e-05  -2.3426e-05   1.9841e-05   8.2323e+07   8.2323e+07
  2.2281e+01   2.2522e+01   3.1125e+00   3.6814e-06  -8.9553e-06   1.5783e-05   1.3010e+08   1.3010e+08
  2.8050e+01   2.8356e+01   3.3429e+00  -4.3193e-05  -7.3255e-05   1.2552e-05   2.0568e+08   2.0568e+08
  3.5313e+01   3.5700e+01   3.5732e+00  -2.5236e-05  -6.1518e-05   9.9668e-06   3.2624e+08   3.2624e+08
  4.4457e+01   4.4944e+01   3.8034e+00  -4.1819e-05  -6.0271e-05   7.9099e-06   5.1798e+08   5.1798e+08
  5.5968e+01   5.6574e+01   4.0335e+00  -6.4031e-06  -6.6601e-05   6.2891e-06   8.1936e+08   8.1936e+08
  7.0460e+01   7.1223e+01   4.2638e+00   8.5901e-05  -8.2975e-05   5.0094e-06   1.2915e+09   1.2915e+09
  8.8703e+01   8.9648e+01   4.4939e+00   1.9146e-04  -5.9306e-05   4.0001e-06   2.0254e+09   2.0254e+09
  1.1167e+02   1.1284e+02   4.7239e+00   3.7015e-04  -1.0579e-04   3.2116e-06   3.1420e+09   3.1420e+09
  1.4059e+02   1.4203e+02   4.9540e+00   6.0987e-04  -8.3238e-05   2.5929e-06   4.8205e+09   4.8205e+09
  1.7699e+02   1.7875e+02   5.1840e+00   7.1630e-04  -2.5810e-05   2.1082e-06   7.2918e+09   7.2918e+09
  2.2281e+02   2.2461e+02   5.4124e+00   6.2429e-04   1.7933e-05   1.7525e-06   1.0552e+10   1.0552e+10
