# 
# meanr   jkmean  jkerr
2.805000000000000160e+00 7.306169175474490629e-01 9.968564017781882808e-03
3.531299999999999883e+00 7.356937946202465328e-01 9.734646641750770157e-03
4.445700000000000429e+00 7.331504101625835323e-01 8.050499792081385747e-03
5.596799999999999997e+00 7.334666964537199796e-01 7.760845635281877174e-03
7.046000000000000263e+00 7.339952216959009235e-01 7.420259828866035065e-03
8.870300000000000296e+00 7.331969850468792460e-01 6.506628829525666451e-03
1.116699999999999982e+01 7.321114271977987586e-01 5.984179261527720547e-03
1.405899999999999928e+01 7.321193799556940940e-01 6.649039080287733744e-03
1.769900000000000162e+01 7.339186264276956750e-01 6.040378943159599792e-03
2.228099999999999881e+01 7.346851009502757268e-01 6.085186357865238552e-03
2.805000000000000071e+01 7.326968039589332182e-01 5.542589345623132220e-03
3.531300000000000239e+01 7.342788477379671441e-01 5.354725250263024129e-03
4.445700000000000074e+01 7.341871280846686831e-01 4.943841363898441796e-03
5.596800000000000352e+01 7.353908175654475521e-01 4.645941412342471585e-03
7.045999999999999375e+01 7.341228411440389179e-01 4.465350001794200947e-03
8.870300000000000296e+01 7.348448257679792706e-01 4.042003130865388580e-03
1.116700000000000017e+02 7.353806504413321621e-01 3.507110882200757240e-03
1.405900000000000034e+02 7.359608535372420546e-01 2.958840951758597189e-03
1.769900000000000091e+02 7.363581878418952176e-01 2.598575224003651235e-03
2.228100000000000023e+02 7.362368669524823606e-01 2.612777008369919496e-03
