## {'sep_units': 'arcmin', 'metric': 'Euclidean', 'coords': 'spherical', 'bin_type': 'Log', 'tot': 1579393770.366563}
#   r_nom       meanr       meanlogr        xi        sigma_xi        DD           RR         npairs   
  2.8050e+00   2.8321e+00   1.0391e+00   2.3717e-02   2.7246e-03   6.7948e+04   6.6374e+04   3.8004e+05
  3.5313e+00   3.5683e+00   1.2702e+00   1.5642e-02   2.1788e-03   1.0541e+05   1.0379e+05   5.9020e+05
  4.4457e+00   4.4933e+00   1.5007e+00   1.5789e-02   1.7377e-03   1.6575e+05   1.6317e+05   9.2543e+05
  5.5968e+00   5.6562e+00   1.7309e+00   1.3929e-02   1.3836e-03   2.6096e+05   2.5737e+05   1.4579e+06
  7.0460e+00   7.1197e+00   1.9610e+00   1.0339e-02   1.1021e-03   4.0984e+05   4.0564e+05   2.2915e+06
  8.8703e+00   8.9673e+00   2.1917e+00   7.7749e-03   8.7635e-04   6.4655e+05   6.4156e+05   3.6185e+06
  1.1167e+01   1.1286e+01   2.4217e+00   7.7610e-03   6.9582e-04   1.0255e+06   1.0176e+06   5.7348e+06
  1.4059e+01   1.4208e+01   2.6519e+00   9.1036e-03   5.5510e-04   1.6136e+06   1.5990e+06   9.0388e+06
  1.7699e+01   1.7888e+01   2.8822e+00   4.2544e-03   4.4229e-04   2.5295e+06   2.5187e+06   1.4202e+07
  2.2281e+01   2.2521e+01   3.1125e+00   2.4600e-03   3.5166e-04   3.9940e+06   3.9842e+06   2.2392e+07
  2.8050e+01   2.8356e+01   3.3429e+00   2.9057e-03   2.7970e-04   6.3164e+06   6.2981e+06   3.5419e+07
  3.5313e+01   3.5696e+01   3.5731e+00   2.7269e-03   2.2244e-04   9.9854e+06   9.9582e+06   5.5906e+07
  4.4457e+01   4.4933e+01   3.8032e+00   2.5775e-03   1.7750e-04   1.5679e+07   1.5639e+07   8.7967e+07
  5.5968e+01   5.6560e+01   4.0333e+00   6.0666e-03   1.4212e-04   2.4542e+07   2.4394e+07   1.3734e+08
  7.0460e+01   7.1187e+01   4.2633e+00   5.3963e-03   1.1428e-04   3.7932e+07   3.7729e+07   2.1191e+08
  8.8703e+01   8.9610e+01   4.4935e+00   7.8934e-03   9.2450e-05   5.8102e+07   5.7647e+07   3.2412e+08
  1.1167e+02   1.1277e+02   4.7233e+00   1.1035e-02   7.5362e-05   8.7710e+07   8.6753e+07   4.8919e+08
  1.4059e+02   1.4196e+02   4.9535e+00   1.4676e-02   6.1874e-05   1.3059e+08   1.2870e+08   7.2913e+08
  1.7699e+02   1.7867e+02   5.1836e+00   1.5167e-02   5.0969e-05   1.9254e+08   1.8966e+08   1.0728e+09
  2.2281e+02   2.2459e+02   5.4122e+00   1.2867e-02   4.3068e-05   2.6906e+08   2.6564e+08   1.5044e+09
