## {'sep_units': 'arcmin', 'metric': 'Euclidean', 'coords': 'spherical', 'bin_type': 'Log', 'tot': 76466205.9546152}
#   r_nom       meanr       meanlogr        xi        sigma_xi        DD           RR         npairs   
  2.8050e+00   2.8314e+00   1.0388e+00  -1.7171e-02   8.8320e-03   6.7463e+03   6.8642e+03   4.1463e+04
  3.5313e+00   3.5642e+00   1.2691e+00   1.2302e-02   7.1698e-03   1.0544e+04   1.0416e+04   6.3583e+04
  4.4457e+00   4.4891e+00   1.4998e+00  -3.9327e-03   5.8085e-03   1.5808e+04   1.5870e+04   9.5935e+04
  5.5968e+00   5.6511e+00   1.7300e+00  -1.1479e-02   4.7645e-03   2.3316e+04   2.3587e+04   1.4457e+05
  7.0460e+00   7.1138e+00   1.9601e+00  -2.3786e-02   3.8881e-03   3.4575e+04   3.5418e+04   2.1403e+05
  8.8703e+00   8.9646e+00   2.1914e+00  -4.9749e-02   3.1315e-03   5.1884e+04   5.4600e+04   3.2516e+05
  1.1167e+01   1.1269e+01   2.4201e+00  -6.1286e-02   2.4882e-03   8.1186e+04   8.6486e+04   5.0482e+05
  1.4059e+01   1.4192e+01   2.6507e+00  -6.7616e-02   2.0628e-03   1.1732e+05   1.2583e+05   7.3909e+05
  1.7699e+01   1.7878e+01   2.8816e+00  -4.7817e-02   1.7162e-03   1.7311e+05   1.8180e+05   1.0698e+06
  2.2281e+01   2.2465e+01   3.1100e+00  -3.3866e-02   1.4128e-03   2.5915e+05   2.6824e+05   1.5786e+06
  2.8050e+01   2.8340e+01   3.3423e+00  -2.9555e-02   1.1862e-03   3.6930e+05   3.8055e+05   2.2303e+06
  3.5313e+01   3.5655e+01   3.5719e+00   3.6019e-03   9.9436e-04   5.4347e+05   5.4152e+05   3.1740e+06
  4.4457e+01   4.4865e+01   3.8016e+00   6.0677e-02   8.3658e-04   8.1146e+05   7.6504e+05   4.5220e+06
  5.5968e+01   5.6479e+01   4.0318e+00   9.4175e-02   7.0208e-04   1.1886e+06   1.0863e+06   6.5134e+06
  7.0460e+01   7.1021e+01   4.2610e+00   8.9224e-02   5.9285e-04   1.6593e+06   1.5234e+06   9.3236e+06
  8.8703e+01   8.9185e+01   4.4887e+00   7.9664e-02   5.2129e-04   2.1274e+06   1.9704e+06   1.2487e+07
  1.1167e+02   1.1248e+02   4.7207e+00   5.4421e-02   4.7233e-04   2.5306e+06   2.4000e+06   1.5139e+07
  1.4059e+02   1.4262e+02   4.9582e+00  -8.9486e-03   3.4591e-04   4.4348e+06   4.4749e+06   2.6851e+07
  1.7699e+02   1.7954e+02   5.1884e+00  -3.3656e-02   2.5328e-04   8.0656e+06   8.3465e+06   5.0709e+07
  2.2281e+02   2.2419e+02   5.4105e+00  -6.9543e-02   1.9650e-04   1.2903e+07   1.3867e+07   8.4424e+07
