## {'sep_units': 'arcmin', 'metric': 'Euclidean', 'coords': 'spherical', 'bin_type': 'Log', 'tot': 16823805.58259955}
#   r_nom       meanr       meanlogr        xi        sigma_xi        DD           RR         npairs   
  2.8050e+00   2.8301e+00   1.0384e+00  -5.4147e-02   1.7394e-02   1.4901e+03   1.5754e+03   1.0075e+04
  3.5313e+00   3.5696e+00   1.2706e+00  -1.3134e-01   1.3856e-02   2.1566e+03   2.4827e+03   1.4740e+04
  4.4457e+00   4.4915e+00   1.5003e+00  -6.9404e-02   1.1173e-02   3.5532e+03   3.8181e+03   2.3567e+04
  5.5968e+00   5.6551e+00   1.7307e+00  -4.4701e-02   9.1068e-03   5.4901e+03   5.7470e+03   3.6195e+04
  7.0460e+00   7.1171e+00   1.9606e+00  -6.1544e-02   7.3487e-03   8.2825e+03   8.8257e+03   5.4685e+04
  8.8703e+00   8.9620e+00   2.1911e+00  -4.7387e-02   5.9608e-03   1.2779e+04   1.3414e+04   8.2584e+04
  1.1167e+01   1.1265e+01   2.4198e+00  -4.9678e-02   4.8557e-03   1.9210e+04   2.0214e+04   1.2331e+05
  1.4059e+01   1.4190e+01   2.6506e+00  -5.8331e-02   4.0028e-03   2.8012e+04   2.9747e+04   1.7963e+05
  1.7699e+01   1.7862e+01   2.8807e+00  -7.6948e-02   3.2972e-03   4.0467e+04   4.3840e+04   2.6249e+05
  2.2281e+01   2.2465e+01   3.1100e+00  -1.1312e-01   2.7360e-03   5.6469e+04   6.3671e+04   3.6939e+05
  2.8050e+01   2.8357e+01   3.3429e+00  -1.0306e-01   2.2681e-03   8.3101e+04   9.2650e+04   5.4685e+05
  3.5313e+01   3.5715e+01   3.5736e+00  -9.2823e-02   1.8511e-03   1.2618e+05   1.3909e+05   8.2872e+05
  4.4457e+01   4.4983e+01   3.8043e+00  -7.6861e-02   1.4763e-03   2.0188e+05   2.1869e+05   1.2920e+06
  5.5968e+01   5.6629e+01   4.0346e+00  -6.9591e-02   1.1537e-03   3.3318e+05   3.5810e+05   2.1136e+06
  7.0460e+01   7.1044e+01   4.2613e+00  -2.9624e-02   9.4894e-04   5.1361e+05   5.2929e+05   3.1470e+06
  8.8703e+01   8.9463e+01   4.4918e+00  -4.2329e-03   8.1309e-04   7.1787e+05   7.2093e+05   4.3711e+06
  1.1167e+02   1.1294e+02   4.7249e+00   1.5709e-02   6.5918e-04   1.1141e+06   1.0969e+06   6.7839e+06
  1.4059e+02   1.4197e+02   4.9536e+00   3.9025e-02   5.1657e-04   1.8558e+06   1.7861e+06   1.1170e+07
  1.7699e+02   1.7822e+02   5.1810e+00   1.0290e-02   4.2749e-04   2.6349e+06   2.6080e+06   1.5985e+07
  2.2281e+02   2.2377e+02   5.4085e+00  -8.3247e-03   3.8017e-04   3.2702e+06   3.2977e+06   1.9956e+07
