## {'sep_units': 'arcmin', 'metric': 'Euclidean', 'coords': 'spherical', 'bin_type': 'Log', 'tot': 6057071.7716671135}
#   r_nom       meanr       meanlogr        xi        sigma_xi        DD           RR         npairs   
  2.8050e+00   2.8335e+00   1.0395e+00   1.6659e-02   2.2233e-02   7.8188e+02   7.6907e+02   5.6230e+03
  3.5313e+00   3.5708e+00   1.2709e+00   6.8976e-02   1.7824e-02   1.2792e+03   1.1966e+03   8.7230e+03
  4.4457e+00   4.4885e+00   1.4996e+00   1.2368e-01   1.4889e-02   1.9270e+03   1.7149e+03   1.2768e+04
  5.5968e+00   5.6485e+00   1.7295e+00   6.5794e-02   1.2009e-02   2.8095e+03   2.6360e+03   1.8735e+04
  7.0460e+00   7.1148e+00   1.9603e+00   7.0693e-02   9.6566e-03   4.3651e+03   4.0769e+03   2.8648e+04
  8.8703e+00   8.9798e+00   2.1931e+00   5.0047e-02   7.7450e-03   6.6550e+03   6.3378e+03   4.4635e+04
  1.1167e+01   1.1263e+01   2.4196e+00   1.2904e-01   6.2264e-03   1.1072e+04   9.8064e+03   7.3385e+04
  1.4059e+01   1.4187e+01   2.6504e+00   7.2070e-02   5.0140e-03   1.6212e+04   1.5122e+04   1.0888e+05
  1.7699e+01   1.7937e+01   2.8849e+00   4.1648e-02   4.0081e-03   2.4650e+04   2.3664e+04   1.7273e+05
  2.2281e+01   2.2504e+01   3.1117e+00   4.4971e-02   3.1373e-03   4.0362e+04   3.8625e+04   2.8152e+05
  2.8050e+01   2.8405e+01   3.3446e+00   6.9105e-02   2.5084e-03   6.4594e+04   6.0419e+04   4.4367e+05
  3.5313e+01   3.5676e+01   3.5725e+00   4.2270e-02   2.0030e-03   9.8762e+04   9.4757e+04   6.7827e+05
  4.4457e+01   4.4884e+01   3.8021e+00   3.9927e-02   1.6227e-03   1.5015e+05   1.4438e+05   1.0225e+06
  5.5968e+01   5.6586e+01   4.0337e+00   5.4321e-02   1.3331e-03   2.2553e+05   2.1391e+05   1.5325e+06
  7.0460e+01   7.1315e+01   4.2651e+00   1.0289e-01   1.0738e-03   3.6363e+05   3.2970e+05   2.4202e+06
  8.8703e+01   8.9607e+01   4.4934e+00   1.1081e-01   8.6488e-04   5.6456e+05   5.0824e+05   3.7976e+06
  1.1167e+02   1.1165e+02   4.7133e+00  -2.4292e-02   7.5128e-04   6.5720e+05   6.7356e+05   4.6909e+06
  1.4059e+02   1.4115e+02   4.9477e+00  -8.6923e-02   7.4836e-04   6.1982e+05   6.7882e+05   4.5732e+06
  1.7699e+02   1.7914e+02   5.1860e+00   6.0190e-03   6.7489e-04   8.3969e+05   8.3466e+05   5.8704e+06
  2.2281e+02   2.2460e+02   5.4124e+00   4.5686e-02   5.1359e-04   1.5071e+06   1.4413e+06   1.0356e+07
