## {'sep_units': 'arcmin', 'metric': 'Euclidean', 'coords': 'spherical', 'bin_type': 'Log', 'tot': 54171622.03523149}
#   r_nom       meanr       meanlogr        xi        sigma_xi        DD           RR         npairs   
  2.8050e+00   2.8292e+00   1.0380e+00  -7.0599e-02   1.3244e-02   2.1238e+03   2.2851e+03   1.2906e+04
  3.5313e+00   3.5610e+00   1.2681e+00  -1.1112e-01   1.0954e-02   2.9693e+03   3.3405e+03   1.8683e+04
  4.4457e+00   4.4917e+00   1.5003e+00  -8.9470e-02   8.9700e-03   4.5359e+03   4.9816e+03   2.7803e+04
  5.5968e+00   5.6509e+00   1.7300e+00  -1.2947e-01   7.3392e-03   6.4780e+03   7.4414e+03   4.0263e+04
  7.0460e+00   7.1132e+00   1.9601e+00  -1.4617e-01   5.9774e-03   9.5788e+03   1.1219e+04   6.0776e+04
  8.8703e+00   8.9746e+00   2.1925e+00  -1.2605e-01   4.8506e-03   1.4889e+04   1.7036e+04   9.1418e+04
  1.1167e+01   1.1266e+01   2.4199e+00  -1.1609e-01   3.8689e-03   2.3670e+04   2.6778e+04   1.4622e+05
  1.4059e+01   1.4216e+01   2.6524e+00  -1.0276e-01   3.2098e-03   3.4908e+04   3.8906e+04   2.1371e+05
  1.7699e+01   1.7875e+01   2.8814e+00  -1.0224e-01   2.6576e-03   5.0951e+04   5.6753e+04   3.1029e+05
  2.2281e+01   2.2457e+01   3.1096e+00  -8.5353e-02   2.1795e-03   7.7175e+04   8.4377e+04   4.6497e+05
  2.8050e+01   2.8345e+01   3.3425e+00  -6.3643e-02   1.8183e-03   1.1352e+05   1.2124e+05   6.7803e+05
  3.5313e+01   3.5660e+01   3.5720e+00  -4.4435e-02   1.5141e-03   1.6707e+05   1.7484e+05   1.0044e+06
  4.4457e+01   4.4905e+01   3.8025e+00  -7.2285e-02   1.2223e-03   2.4892e+05   2.6831e+05   1.4945e+06
  5.5968e+01   5.6643e+01   4.0347e+00  -5.8473e-02   9.7290e-04   3.9871e+05   4.2347e+05   2.3700e+06
  7.0460e+01   7.1329e+01   4.2653e+00  -4.2765e-02   7.4653e-04   6.8846e+05   7.1922e+05   4.1023e+06
  8.8703e+01   8.9816e+01   4.4958e+00   1.6192e-02   5.7703e-04   1.2233e+06   1.2038e+06   7.0600e+06
  1.1167e+02   1.1313e+02   4.7265e+00   1.4525e-02   4.3759e-04   2.1237e+06   2.0933e+06   1.2201e+07
  1.4059e+02   1.4221e+02   4.9553e+00   7.0121e-03   3.3090e-04   3.6863e+06   3.6606e+06   2.1638e+07
  1.7699e+02   1.7878e+02   5.1842e+00   2.8299e-02   2.6431e-04   5.8998e+06   5.7375e+06   3.4278e+07
  2.2281e+02   2.2383e+02   5.4088e+00  -9.3648e-03   2.3159e-04   7.4035e+06   7.4735e+06   4.4044e+07
