## {'sep_units': 'arcmin', 'metric': 'Euclidean', 'coords': 'spherical', 'bin_type': 'Log', 'tot': 134572335.85158706}
#   r_nom       meanr       meanlogr        xi        sigma_xi        DD           RR         npairs   
  2.8050e+00   2.8324e+00   1.0392e+00   1.1682e-01   5.7624e-03   1.5158e+04   1.3572e+04   8.2684e+04
  3.5313e+00   3.5686e+00   1.2703e+00   1.1614e-01   4.6625e-03   2.3138e+04   2.0730e+04   1.2595e+05
  4.4457e+00   4.4920e+00   1.5004e+00   9.6385e-02   3.7490e-03   3.5154e+04   3.2064e+04   1.9304e+05
  5.5968e+00   5.6546e+00   1.7306e+00   1.0161e-01   3.0168e-03   5.4548e+04   4.9517e+04   2.9868e+05
  7.0460e+00   7.1125e+00   1.9599e+00   7.3953e-02   2.4387e-03   8.1379e+04   7.5775e+04   4.5119e+05
  8.8703e+00   8.9666e+00   2.1916e+00   5.3418e-02   1.9483e-03   1.2507e+05   1.1873e+05   6.9740e+05
  1.1167e+01   1.1280e+01   2.4211e+00   3.6663e-02   1.5478e-03   1.9500e+05   1.8810e+05   1.0987e+06
  1.4059e+01   1.4200e+01   2.6513e+00   4.5515e-02   1.2600e-03   2.9677e+05   2.8385e+05   1.6603e+06
  1.7699e+01   1.7885e+01   2.8820e+00   5.1962e-02   1.0209e-03   4.5490e+05   4.3243e+05   2.5230e+06
  2.2281e+01   2.2494e+01   3.1113e+00   4.1949e-02   8.2231e-04   6.9441e+05   6.6646e+05   3.8674e+06
  2.8050e+01   2.8318e+01   3.3415e+00   3.2329e-02   6.7591e-04   1.0183e+06   9.8642e+05   5.7117e+06
  3.5313e+01   3.5615e+01   3.5707e+00   1.6967e-02   5.6117e-04   1.4554e+06   1.4311e+06   8.1959e+06
  4.4457e+01   4.4845e+01   3.8012e+00   6.0271e-03   4.6928e-04   2.0587e+06   2.0463e+06   1.1641e+07
  5.5968e+01   5.6418e+01   4.0308e+00  -4.6556e-03   3.9936e-04   2.8125e+06   2.8257e+06   1.5942e+07
  7.0460e+01   7.0962e+01   4.2602e+00   2.7466e-03   3.4543e-04   3.7872e+06   3.7768e+06   2.1449e+07
  8.8703e+01   8.9349e+01   4.4905e+00  -1.9506e-02   3.0100e-04   4.8771e+06   4.9741e+06   2.8065e+07
  1.1167e+02   1.1276e+02   4.7233e+00  -3.8245e-02   2.5250e-04   6.7979e+06   7.0682e+06   3.9866e+07
  1.4059e+02   1.4218e+02   4.9551e+00  -1.4423e-02   2.0077e-04   1.1019e+07   1.1180e+07   6.4685e+07
  1.7699e+02   1.7811e+02   5.1803e+00  -1.4194e-02   1.6869e-04   1.5612e+07   1.5836e+07   9.1112e+07
  2.2281e+02   2.2435e+02   5.4111e+00   1.0150e-02   1.5537e-04   1.8859e+07   1.8669e+07   1.0773e+08
