## {'sep_units': 'arcmin', 'metric': 'Euclidean', 'coords': 'spherical', 'bin_type': 'Log', 'tot': 553462578.8395834}
#   r_nom       meanr       meanlogr        xi        sigma_xi        DD           RR         npairs   
  2.8050e+00   2.8325e+00   1.0393e+00   6.4647e-02   4.5934e-03   2.4585e+04   2.3092e+04   1.4230e+05
  3.5313e+00   3.5659e+00   1.2696e+00   4.2087e-02   3.7026e-03   3.7037e+04   3.5541e+04   2.1897e+05
  4.4457e+00   4.4923e+00   1.5005e+00   3.2451e-02   2.9771e-03   5.6758e+04   5.4974e+04   3.3630e+05
  5.5968e+00   5.6539e+00   1.7305e+00   3.7149e-02   2.3960e-03   8.8023e+04   8.4870e+04   5.1994e+05
  7.0460e+00   7.1172e+00   1.9606e+00   2.6902e-02   1.9304e-03   1.3427e+05   1.3075e+05   7.9705e+05
  8.8703e+00   8.9680e+00   2.1918e+00   2.6088e-02   1.5410e-03   2.1054e+05   2.0519e+05   1.2430e+06
  1.1167e+01   1.1280e+01   2.4211e+00   1.0196e-02   1.2261e-03   3.2744e+05   3.2413e+05   1.9485e+06
  1.4059e+01   1.4197e+01   2.6511e+00   1.6826e-02   9.9947e-04   4.9597e+05   4.8776e+05   2.9522e+06
  1.7699e+01   1.7887e+01   2.8821e+00   1.9130e-02   8.0912e-04   7.5848e+05   7.4424e+05   4.5127e+06
  2.2281e+01   2.2491e+01   3.1111e+00   8.5897e-03   6.5215e-04   1.1555e+06   1.1456e+06   6.9501e+06
  2.8050e+01   2.8335e+01   3.3421e+00  -5.0518e-03   5.3335e-04   1.7042e+06   1.7128e+06   1.0311e+07
  3.5313e+01   3.5653e+01   3.5719e+00  -6.9512e-03   4.3617e-04   2.5433e+06   2.5611e+06   1.5478e+07
  4.4457e+01   4.4890e+01   3.8022e+00  -9.1250e-03   3.5692e-04   3.7898e+06   3.8247e+06   2.3106e+07
  5.5968e+01   5.6538e+01   4.0329e+00  -4.7813e-03   2.8965e-04   5.7799e+06   5.8077e+06   3.5022e+07
  7.0460e+01   7.1183e+01   4.2633e+00   4.7312e-03   2.3444e-04   8.9066e+06   8.8646e+06   5.3636e+07
  8.8703e+01   8.9619e+01   4.4936e+00   4.6722e-03   1.8998e-04   1.3563e+07   1.3500e+07   8.1910e+07
  1.1167e+02   1.1293e+02   4.7248e+00   8.7897e-03   1.5131e-04   2.1470e+07   2.1283e+07   1.2839e+08
  1.4059e+02   1.4231e+02   4.9560e+00   4.6876e-03   1.1722e-04   3.5625e+07   3.5459e+07   2.1368e+08
  1.7699e+02   1.7907e+02   5.1858e+00   6.8921e-03   8.9462e-05   6.1298e+07   6.0879e+07   3.6766e+08
  2.2281e+02   2.2461e+02   5.4123e+00  -4.9228e-03   7.2655e-05   9.1848e+07   9.2302e+07   5.5667e+08
