## {'sep_units': 'arcmin', 'metric': 'Euclidean', 'coords': 'spherical', 'bin_type': 'Log', 'tot': 522020712.5786281}
#   r_nom       meanr       meanlogr        xi        sigma_xi        DD           RR         npairs   
  2.8050e+00   2.8320e+00   1.0391e+00   2.0328e-02   3.9337e-03   3.2399e+04   3.1754e+04   1.7542e+05
  3.5313e+00   3.5668e+00   1.2698e+00   1.8325e-02   3.1709e-03   4.9765e+04   4.8869e+04   2.6971e+05
  4.4457e+00   4.4893e+00   1.4998e+00   1.2832e-02   2.5571e-03   7.6109e+04   7.5145e+04   4.1026e+05
  5.5968e+00   5.6536e+00   1.7304e+00   6.2870e-03   2.0606e-03   1.1645e+05   1.1572e+05   6.3118e+05
  7.0460e+00   7.1211e+00   1.9612e+00   4.2761e-03   1.6532e-03   1.8054e+05   1.7977e+05   9.7628e+05
  8.8703e+00   8.9702e+00   2.1920e+00   1.1082e-02   1.3179e-03   2.8602e+05   2.8288e+05   1.5409e+06
  1.1167e+01   1.1284e+01   2.4214e+00   1.6163e-02   1.0454e-03   4.5692e+05   4.4965e+05   2.4592e+06
  1.4059e+01   1.4199e+01   2.6512e+00   1.5461e-02   8.4612e-04   6.9695e+05   6.8633e+05   3.7727e+06
  1.7699e+01   1.7892e+01   2.8824e+00   1.2498e-02   6.8063e-04   1.0739e+06   1.0607e+06   5.8111e+06
  2.2281e+01   2.2505e+01   3.1118e+00   9.2683e-03   5.4305e-04   1.6816e+06   1.6662e+06   9.1207e+06
  2.8050e+01   2.8351e+01   3.3427e+00   1.0232e-02   4.4012e-04   2.5626e+06   2.5366e+06   1.3924e+07
  3.5313e+01   3.5663e+01   3.5721e+00   1.3725e-02   3.5677e-04   3.9134e+06   3.8604e+06   2.1256e+07
  4.4457e+01   4.4897e+01   3.8024e+00   1.6208e-02   2.8992e-04   5.9406e+06   5.8458e+06   3.2260e+07
  5.5968e+01   5.6504e+01   4.0323e+00   1.8657e-02   2.3709e-04   8.9045e+06   8.7414e+06   4.8397e+07
  7.0460e+01   7.1143e+01   4.2627e+00   2.0633e-02   1.9513e-04   1.3171e+07   1.2905e+07   7.1715e+07
  8.8703e+01   8.9545e+01   4.4927e+00   2.7624e-02   1.6113e-04   1.9449e+07   1.8926e+07   1.0556e+08
  1.1167e+02   1.1279e+02   4.7235e+00   3.5141e-02   1.3187e-04   2.9248e+07   2.8255e+07   1.5752e+08
  1.4059e+02   1.4203e+02   4.9540e+00   2.4421e-02   1.0623e-04   4.4608e+07   4.3545e+07   2.4011e+08
  1.7699e+02   1.7868e+02   5.1836e+00   8.1772e-03   8.5849e-05   6.7215e+07   6.6670e+07   3.6439e+08
  2.2281e+02   2.2452e+02   5.4119e+00  -1.6466e-02   7.2176e-05   9.2769e+07   9.4322e+07   5.1554e+08
