## {'sep_units': 'arcmin', 'metric': 'Euclidean', 'coords': 'spherical', 'bin_type': 'Log', 'tot': 13724162.042571673}
#   r_nom       meanr       meanlogr        xi        sigma_xi        DD           RR         npairs   
  2.8050e+00   2.8271e+00   1.0373e+00   4.1521e-02   1.7626e-02   1.3328e+03   1.2797e+03   8.7040e+03
  3.5313e+00   3.5560e+00   1.2668e+00   9.4319e-02   1.5267e-02   1.8665e+03   1.7056e+03   1.2234e+04
  4.4457e+00   4.4777e+00   1.4972e+00   4.5807e-02   1.2910e-02   2.4944e+03   2.3852e+03   1.6355e+04
  5.5968e+00   5.6354e+00   1.7272e+00   1.8926e-02   1.1030e-02   3.3298e+03   3.2679e+03   2.1664e+04
  7.0460e+00   7.1008e+00   1.9584e+00   4.5735e-02   9.4928e-03   4.6135e+03   4.4117e+03   2.8471e+04
  8.8703e+00   9.0072e+00   2.1961e+00   6.9646e-02   7.7308e-03   7.1153e+03   6.6520e+03   4.4036e+04
  1.1167e+01   1.1234e+01   2.4170e+00   1.0182e-01   6.0389e-03   1.2011e+04   1.0901e+04   7.3386e+04
  1.4059e+01   1.4179e+01   2.6498e+00   7.8449e-02   5.3517e-03   1.4970e+04   1.3881e+04   9.3979e+04
  1.7699e+01   1.7905e+01   2.8830e+00   3.3708e-02   4.3814e-03   2.1408e+04   2.0710e+04   1.3244e+05
  2.2281e+01   2.2352e+01   3.1049e+00  -3.0215e-02   3.4773e-03   3.1885e+04   3.2878e+04   2.0099e+05
  2.8050e+01   2.8459e+01   3.3465e+00  -1.6578e-02   2.9954e-03   4.3574e+04   4.4308e+04   2.7562e+05
  3.5313e+01   3.5565e+01   3.5693e+00  -6.1169e-02   2.4521e-03   6.2074e+04   6.6118e+04   4.1088e+05
  4.4457e+01   4.4782e+01   3.7997e+00  -8.6741e-02   1.9569e-03   9.4811e+04   1.0382e+05   6.1608e+05
  5.5968e+01   5.6659e+01   4.0350e+00  -5.9441e-02   1.5793e-03   1.4991e+05   1.5938e+05   9.5968e+05
  7.0460e+01   7.1160e+01   4.2630e+00  -3.4858e-02   1.2964e-03   2.2831e+05   2.3656e+05   1.4704e+06
  8.8703e+01   8.9414e+01   4.4913e+00  -2.7615e-02   1.1106e-03   3.1340e+05   3.2230e+05   2.0234e+06
  1.1167e+02   1.1280e+02   4.7236e+00  -2.4388e-02   9.1848e-04   4.5977e+05   4.7126e+05   2.8681e+06
  1.4059e+02   1.4117e+02   4.9479e+00  -3.9795e-02   7.7273e-04   6.3930e+05   6.6580e+05   4.0821e+06
  1.7699e+02   1.7808e+02   5.1801e+00  -2.1687e-02   7.5460e-04   6.8304e+05   6.9819e+05   4.4613e+06
  2.2281e+02   2.2671e+02   5.4216e+00   1.5197e-02   5.6314e-04   1.2727e+06   1.2536e+06   8.1927e+06
