## {'sep_units': 'arcmin', 'metric': 'Euclidean', 'coords': 'spherical', 'bin_type': 'Log', 'tot': 10033979.483328283}
#   r_nom       meanr       meanlogr        xi        sigma_xi        DD           RR         npairs   
  2.8050e+00   2.8229e+00   1.0359e+00  -2.1803e-02   2.2314e-02   9.5359e+02   9.7484e+02   6.4020e+03
  3.5313e+00   3.5611e+00   1.2682e+00   3.3539e-03   1.9401e-02   1.2939e+03   1.2896e+03   8.1760e+03
  4.4457e+00   4.4635e+00   1.4940e+00  -2.8296e-02   1.6769e-02   1.6774e+03   1.7263e+03   1.0463e+04
  5.5968e+00   5.6429e+00   1.7285e+00  -1.0526e-01   1.4263e-02   2.1348e+03   2.3860e+03   1.3512e+04
  7.0460e+00   7.1136e+00   1.9601e+00  -7.7130e-02   1.1903e-02   3.1616e+03   3.4258e+03   2.0390e+04
  8.8703e+00   9.0205e+00   2.1976e+00  -9.8255e-02   8.8325e-03   5.6107e+03   6.2221e+03   3.6131e+04
  1.1167e+01   1.1234e+01   2.4170e+00  -7.5259e-02   6.7840e-03   9.7535e+03   1.0547e+04   6.2353e+04
  1.4059e+01   1.4129e+01   2.6462e+00  -6.7434e-02   6.3603e-03   1.1190e+04   1.1999e+04   7.2203e+04
  1.7699e+01   1.8033e+01   2.8902e+00  -6.4586e-02   5.2697e-03   1.6350e+04   1.7479e+04   1.0481e+05
  2.2281e+01   2.2436e+01   3.1087e+00   4.0591e-02   4.0104e-03   3.1406e+04   3.0181e+04   1.9374e+05
  2.8050e+01   2.8408e+01   3.3446e+00   2.5221e-02   3.4380e-03   4.2102e+04   4.1066e+04   2.6395e+05
  3.5313e+01   3.5665e+01   3.5721e+00   1.8114e-02   2.9014e-03   5.8705e+04   5.7660e+04   3.7494e+05
  4.4457e+01   4.4789e+01   3.7999e+00   3.4025e-02   2.4047e-03   8.6796e+04   8.3940e+04   5.4759e+05
  5.5968e+01   5.6162e+01   4.0261e+00   5.8771e-02   2.2116e-03   1.0507e+05   9.9241e+04   6.2646e+05
  7.0460e+01   7.0804e+01   4.2579e+00   5.7945e-02   2.1036e-03   1.1605e+05   1.0969e+05   6.6036e+05
  8.8703e+01   8.9100e+01   4.4877e+00  -7.0723e-02   1.8244e-03   1.3552e+05   1.4584e+05   8.6196e+05
  1.1167e+02   1.1128e+02   4.7099e+00   4.0701e-02   1.9258e-03   1.3621e+05   1.3088e+05   8.3982e+05
  1.4059e+02   1.4052e+02   4.9432e+00  -3.9045e-02   2.0174e-03   1.1461e+05   1.1927e+05   7.1776e+05
  1.7699e+02   1.7970e+02   5.1893e+00   2.4662e-02   1.7246e-03   1.6723e+05   1.6320e+05   1.0203e+06
  2.2281e+02   2.2801e+02   5.4274e+00   2.2974e-02   1.1439e-03   3.7949e+05   3.7096e+05   2.2722e+06
