## {'sep_units': 'arcmin', 'metric': 'Euclidean', 'coords': 'spherical', 'bin_type': 'Log'}
#   r_nom       meanr       meanlogr       gamT         gamX        sigma        weight       npairs   
  2.8050e+00   2.8306e+00   1.0386e+00   2.2490e-04   3.6543e-04   2.6250e-04   4.7894e+05   4.7894e+05
  3.5313e+00   3.5650e+00   1.2693e+00   4.0936e-04   5.3423e-04   2.1622e-04   7.0590e+05   7.0590e+05
  4.4457e+00   4.4871e+00   1.4993e+00   2.0426e-04   3.6005e-04   1.7791e-04   1.0427e+06   1.0427e+06
  5.5968e+00   5.6494e+00   1.7296e+00   2.4688e-04   2.2213e-04   1.4650e-04   1.5375e+06   1.5375e+06
  7.0460e+00   7.1142e+00   1.9602e+00   1.9461e-04   1.5707e-04   1.2054e-04   2.2714e+06   2.2714e+06
  8.8703e+00   8.9726e+00   2.1922e+00  -8.0982e-05  -4.2043e-05   9.6954e-05   3.5107e+06   3.5107e+06
  1.1167e+01   1.1280e+01   2.4210e+00  -4.2266e-06  -8.0078e-05   7.6468e-05   5.6438e+06   5.6438e+06
  1.4059e+01   1.4191e+01   2.6506e+00   5.4993e-06   2.7266e-05   6.2690e-05   8.3972e+06   8.3972e+06
  1.7699e+01   1.7904e+01   2.8830e+00  -5.4423e-05   2.8799e-04   5.0640e-05   1.2869e+07   1.2869e+07
  2.2281e+01   2.2490e+01   3.1111e+00  -7.1301e-05   1.9447e-04   3.9981e-05   2.0645e+07   2.0645e+07
  2.8050e+01   2.8366e+01   3.3432e+00  -1.9070e-04   1.7751e-04   3.2665e-05   3.0929e+07   3.0929e+07
  3.5313e+01   3.5665e+01   3.5721e+00  -5.0499e-05   5.3863e-05   2.6277e-05   4.7795e+07   4.7795e+07
  4.4457e+01   4.4927e+01   3.8030e+00  -1.6277e-04  -1.3102e-05   2.0969e-05   7.5057e+07   7.5057e+07
  5.5968e+01   5.6558e+01   4.0332e+00  -1.2014e-04  -2.4773e-05   1.6757e-05   1.1752e+08   1.1752e+08
  7.0460e+01   7.1162e+01   4.2629e+00  -1.3349e-04  -2.2931e-04   1.3494e-05   1.8124e+08   1.8124e+08
  8.8703e+01   8.9558e+01   4.4929e+00  -3.2872e-04  -2.2867e-04   1.1040e-05   2.7075e+08   2.7075e+08
  1.1167e+02   1.1281e+02   4.7237e+00  -5.6490e-04  -6.0354e-05   9.0291e-06   4.0480e+08   4.0480e+08
  1.4059e+02   1.4198e+02   4.9537e+00  -7.1788e-04   1.4490e-04   7.3716e-06   6.0729e+08   6.0729e+08
  1.7699e+02   1.7872e+02   5.1838e+00  -4.3280e-04   7.7158e-05   6.0393e-06   9.0481e+08   9.0481e+08
  2.2281e+02   2.2442e+02   5.4115e+00  -8.1702e-05  -1.3959e-04   5.1239e-06   1.2570e+09   1.2570e+09
