## {'sep_units': 'arcmin', 'metric': 'Euclidean', 'coords': 'spherical', 'bin_type': 'Log'}
#   r_nom       meanr       meanlogr       gamT         gamX        sigma        weight       npairs   
  2.8050e+00   2.8321e+00   1.0391e+00  -6.0461e-05   2.0099e-04   1.7881e-04   1.0424e+06   1.0424e+06
  3.5313e+00   3.5670e+00   1.2698e+00   1.7390e-04  -3.2209e-05   1.4483e-04   1.5890e+06   1.5890e+06
  4.4457e+00   4.4908e+00   1.5001e+00   9.2683e-05   2.8893e-04   1.1675e-04   2.4453e+06   2.4453e+06
  5.5968e+00   5.6537e+00   1.7304e+00   1.7302e-04   6.5593e-06   9.4213e-05   3.7551e+06   3.7551e+06
  7.0460e+00   7.1183e+00   1.9607e+00  -2.3666e-05   1.0908e-05   7.6100e-05   5.7554e+06   5.7554e+06
  8.8703e+00   8.9671e+00   2.1916e+00  -8.4810e-06  -1.7001e-04   6.0990e-05   8.9606e+06   8.9606e+06
  1.1167e+01   1.1281e+01   2.4212e+00   5.2365e-05  -9.0217e-05   4.8494e-05   1.4174e+07   1.4174e+07
  1.4059e+01   1.4203e+01   2.6515e+00  -6.9679e-05   1.0711e-04   3.9081e-05   2.1823e+07   2.1823e+07
  1.7699e+01   1.7891e+01   2.8823e+00   1.8868e-05   6.2599e-05   3.1389e-05   3.3830e+07   3.3830e+07
  2.2281e+01   2.2507e+01   3.1118e+00   7.0879e-05   1.1331e-04   2.5099e-05   5.2907e+07   5.2907e+07
  2.8050e+01   2.8355e+01   3.3428e+00   1.0687e-04   9.0865e-05   2.0230e-05   8.1445e+07   8.1445e+07
  3.5313e+01   3.5678e+01   3.5725e+00  -1.9231e-05   1.1501e-04   1.6241e-05   1.2636e+08   1.2636e+08
  4.4457e+01   4.4910e+01   3.8027e+00   7.0477e-05  -2.3048e-05   1.3096e-05   1.9434e+08   1.9434e+08
  5.5968e+01   5.6548e+01   4.0331e+00   2.0438e-04  -7.9762e-05   1.0562e-05   2.9878e+08   2.9878e+08
  7.0460e+01   7.1163e+01   4.2630e+00   1.4849e-04  -5.1084e-05   8.5654e-06   4.5431e+08   4.5431e+08
  8.8703e+01   8.9594e+01   4.4933e+00   1.3223e-04  -1.3594e-05   6.9581e-06   6.8844e+08   6.8844e+08
  1.1167e+02   1.1281e+02   4.7237e+00   1.5177e-04  -1.3186e-05   5.6699e-06   1.0368e+09   1.0368e+09
  1.4059e+02   1.4196e+02   4.9536e+00   2.9528e-04   4.4232e-05   4.6221e-06   1.5601e+09   1.5601e+09
  1.7699e+02   1.7865e+02   5.1834e+00   5.2188e-04   1.2210e-05   3.8037e-06   2.3037e+09   2.3037e+09
  2.2281e+02   2.2464e+02   5.4125e+00   6.5182e-04  -5.5580e-05   3.2083e-06   3.2382e+09   3.2382e+09
