## {'sep_units': 'arcmin', 'metric': 'Euclidean', 'coords': 'spherical', 'bin_type': 'Log', 'tot': 345320006.59122646}
#   r_nom       meanr       meanlogr        xi        sigma_xi        DD           RR         npairs   
  2.8050e+00   2.8344e+00   1.0399e+00   3.8109e-02   3.8463e-03   1.4180e+04   1.3659e+04   8.2771e+04
  3.5313e+00   3.5680e+00   1.2701e+00   3.4216e-02   3.0685e-03   2.2195e+04   2.1461e+04   1.2928e+05
  4.4457e+00   4.4920e+00   1.5004e+00   2.8571e-02   2.4412e-03   3.4876e+04   3.3907e+04   2.0397e+05
  5.5968e+00   5.6564e+00   1.7309e+00   1.9720e-02   1.9400e-03   5.4748e+04   5.3689e+04   3.2145e+05
  7.0460e+00   7.1201e+00   1.9610e+00   2.4322e-02   1.5427e-03   8.6967e+04   8.4902e+04   5.0804e+05
  8.8703e+00   8.9655e+00   2.1915e+00   2.2081e-02   1.2264e-03   1.3732e+05   1.3435e+05   8.0100e+05
  1.1167e+01   1.1288e+01   2.4219e+00   2.0405e-02   9.7467e-04   2.1705e+05   2.1271e+05   1.2653e+06
  1.4059e+01   1.4208e+01   2.6519e+00   1.5766e-02   7.7559e-04   3.4123e+05   3.3593e+05   1.9972e+06
  1.7699e+01   1.7887e+01   2.8822e+00   1.4898e-02   6.1672e-04   5.3921e+05   5.3130e+05   3.1560e+06
  2.2281e+01   2.2521e+01   3.1125e+00   1.3619e-02   4.9075e-04   8.5046e+05   8.3904e+05   4.9789e+06
  2.8050e+01   2.8352e+01   3.3428e+00   7.3103e-03   3.9089e-04   1.3322e+06   1.3225e+06   7.8183e+06
  3.5313e+01   3.5688e+01   3.5729e+00   5.1222e-03   3.1185e-04   2.0885e+06   2.0778e+06   1.2245e+07
  4.4457e+01   4.4928e+01   3.8031e+00   6.1407e-04   2.4909e-04   3.2588e+06   3.2568e+06   1.9126e+07
  5.5968e+01   5.6566e+01   4.0334e+00  -4.2355e-04   1.9924e-04   5.0880e+06   5.0902e+06   2.9872e+07
  7.0460e+01   7.1205e+01   4.2636e+00   1.7018e-03   1.5938e-04   7.9681e+06   7.9546e+06   4.6678e+07
  8.8703e+01   8.9635e+01   4.4938e+00   4.9929e-04   1.2762e-04   1.2413e+07   1.2407e+07   7.2735e+07
  1.1167e+02   1.1281e+02   4.7237e+00   1.2659e-03   1.0295e-04   1.9091e+07   1.9067e+07   1.1177e+08
  1.4059e+02   1.4196e+02   4.9535e+00   1.5294e-03   8.3753e-05   2.8852e+07   2.8808e+07   1.6875e+08
  1.7699e+02   1.7852e+02   5.1827e+00   2.0557e-03   6.9522e-05   4.1894e+07   4.1808e+07   2.4489e+08
  2.2281e+02   2.2440e+02   5.4114e+00   1.3204e-02   6.0240e-05   5.6420e+07   5.5685e+07   3.2931e+08
