## {'sep_units': 'arcmin', 'metric': 'Euclidean', 'coords': 'spherical', 'bin_type': 'Log', 'tot': 501791623.1811442}
#   r_nom       meanr       meanlogr        xi        sigma_xi        DD           RR         npairs   
  2.8050e+00   2.8360e+00   1.0405e+00   5.8551e-02   3.3955e-03   1.7289e+04   1.6333e+04   1.0749e+05
  3.5313e+00   3.5668e+00   1.2698e+00   2.6349e-02   2.7070e-03   2.6375e+04   2.5698e+04   1.6745e+05
  4.4457e+00   4.4909e+00   1.5002e+00   3.1242e-02   2.1588e-03   4.1669e+04   4.0407e+04   2.6359e+05
  5.5968e+00   5.6554e+00   1.7307e+00   3.5399e-02   1.7205e-03   6.5868e+04   6.3616e+04   4.1424e+05
  7.0460e+00   7.1235e+00   1.9615e+00   3.4163e-02   1.3690e-03   1.0391e+05   1.0047e+05   6.5309e+05
  8.8703e+00   8.9658e+00   2.1915e+00   3.1367e-02   1.0898e-03   1.6352e+05   1.5854e+05   1.0264e+06
  1.1167e+01   1.1287e+01   2.4217e+00   2.0406e-02   8.6742e-04   2.5538e+05   2.5028e+05   1.6099e+06
  1.4059e+01   1.4212e+01   2.6521e+00   2.1894e-02   6.9103e-04   4.0299e+05   3.9436e+05   2.5367e+06
  1.7699e+01   1.7888e+01   2.8822e+00   2.8817e-02   5.5057e-04   6.3913e+05   6.2123e+05   4.0080e+06
  2.2281e+01   2.2519e+01   3.1124e+00   2.2759e-02   4.3832e-04   1.0025e+06   9.8016e+05   6.2981e+06
  2.8050e+01   2.8354e+01   3.3428e+00   1.8582e-02   3.4877e-04   1.5769e+06   1.5481e+06   9.9006e+06
  3.5313e+01   3.5693e+01   3.5730e+00   1.4915e-02   2.7725e-04   2.4863e+06   2.4497e+06   1.5621e+07
  4.4457e+01   4.4939e+01   3.8033e+00   8.0408e-03   2.2013e-04   3.9175e+06   3.8863e+06   2.4718e+07
  5.5968e+01   5.6577e+01   4.0336e+00   6.0732e-03   1.7449e-04   6.2228e+06   6.1853e+06   3.9229e+07
  7.0460e+01   7.1234e+01   4.2640e+00   5.2832e-03   1.3835e-04   9.8898e+06   9.8378e+06   6.2268e+07
  8.8703e+01   8.9651e+01   4.4939e+00  -8.3148e-04   1.0996e-04   1.5563e+07   1.5576e+07   9.8310e+07
  1.1167e+02   1.1287e+02   4.7242e+00  -7.0033e-03   8.7628e-05   2.4352e+07   2.4524e+07   1.5408e+08
  1.4059e+02   1.4209e+02   4.9545e+00  -7.8471e-03   7.0036e-05   3.8090e+07   3.8391e+07   2.4085e+08
  1.7699e+02   1.7879e+02   5.1842e+00  -4.8776e-03   5.6358e-05   5.8999e+07   5.9288e+07   3.7282e+08
  2.2281e+02   2.2463e+02   5.4124e+00  -4.9425e-03   4.6949e-05   8.5010e+07   8.5432e+07   5.3651e+08
