## {'sep_units': 'arcmin', 'metric': 'Euclidean', 'coords': 'spherical', 'bin_type': 'Log', 'tot': 23386759.819713995}
#   r_nom       meanr       meanlogr        xi        sigma_xi        DD           RR         npairs   
  2.8050e+00   2.8337e+00   1.0397e+00   5.7359e-02   1.1491e-02   1.8177e+03   1.7191e+03   9.0450e+03
  3.5313e+00   3.5636e+00   1.2688e+00   5.4085e-02   9.1545e-03   2.8552e+03   2.7087e+03   1.4237e+04
  4.4457e+00   4.4904e+00   1.5000e+00   7.1434e-02   7.3061e-03   4.5564e+03   4.2526e+03   2.2222e+04
  5.5968e+00   5.6544e+00   1.7305e+00   3.6581e-02   5.8380e-03   6.9042e+03   6.6605e+03   3.4512e+04
  7.0460e+00   7.1167e+00   1.9606e+00   3.9692e-02   4.6543e-03   1.0895e+04   1.0479e+04   5.4830e+04
  8.8703e+00   8.9564e+00   2.1904e+00   9.6263e-03   3.7158e-03   1.6599e+04   1.6441e+04   8.5042e+04
  1.1167e+01   1.1283e+01   2.4214e+00   3.8480e-03   2.9827e-03   2.5614e+04   2.5515e+04   1.3008e+05
  1.4059e+01   1.4201e+01   2.6514e+00  -1.5116e-04   2.3941e-03   3.9599e+04   3.9605e+04   2.0172e+05
  1.7699e+01   1.7876e+01   2.8815e+00  -6.8308e-03   1.9272e-03   6.0703e+04   6.1121e+04   3.1118e+05
  2.2281e+01   2.2510e+01   3.1120e+00   3.5550e-03   1.5557e-03   9.4133e+04   9.3799e+04   4.8136e+05
  2.8050e+01   2.8328e+01   3.3419e+00   1.1908e-02   1.2609e-03   1.4448e+05   1.4278e+05   7.3558e+05
  3.5313e+01   3.5655e+01   3.5719e+00   7.7049e-03   1.0275e-03   2.1668e+05   2.1503e+05   1.1056e+06
  4.4457e+01   4.4881e+01   3.8020e+00   3.2538e-03   8.4220e-04   3.2108e+05   3.2004e+05   1.6455e+06
  5.5968e+01   5.6528e+01   4.0328e+00   3.4856e-03   6.8940e-04   4.7929e+05   4.7763e+05   2.4369e+06
  7.0460e+01   7.1103e+01   4.2622e+00   2.3782e-03   5.6519e-04   7.1231e+05   7.1062e+05   3.6154e+06
  8.8703e+01   8.9595e+01   4.4933e+00   6.2990e-03   4.6552e-04   1.0541e+06   1.0475e+06   5.3775e+06
  1.1167e+02   1.1285e+02   4.7241e+00   1.0795e-03   3.7233e-04   1.6393e+06   1.6375e+06   8.3852e+06
  1.4059e+02   1.4203e+02   4.9541e+00   4.6636e-05   2.9560e-04   2.5979e+06   2.5978e+06   1.3312e+07
  1.7699e+02   1.7871e+02   5.1837e+00  -1.8423e-03   2.3943e-04   3.9526e+06   3.9599e+06   2.0305e+07
  2.2281e+02   2.2360e+02   5.4078e+00  -8.3036e-03   2.0800e-04   5.2031e+06   5.2467e+06   2.6964e+07
