# 
# meanr   jkmean  jkerr
2.805000000000000160e+00 1.613765366104578155e-03 1.657439379596219338e-04
3.531299999999999883e+00 1.462467752397036231e-03 1.238468833707293145e-04
4.445700000000000429e+00 1.060252074332867578e-03 1.129618899515594997e-04
5.596799999999999997e+00 8.613272488351024275e-04 9.508900724614931569e-05
7.046000000000000263e+00 5.902289465051640009e-04 7.465851664353221164e-05
8.870300000000000296e+00 3.461604844284709489e-04 5.292222557325029054e-05
1.116699999999999982e+01 3.431502282256572510e-04 4.436939626982324471e-05
1.405899999999999928e+01 3.206032596062953163e-04 3.955932859809648531e-05
1.769900000000000162e+01 2.399397788549510410e-04 3.306874400739614708e-05
2.228099999999999881e+01 1.965394442146039264e-04 2.879629886030359397e-05
2.805000000000000071e+01 1.948971943383625421e-04 2.645986502462649510e-05
3.531300000000000239e+01 1.609524985104346601e-04 1.966522973180188244e-05
4.445700000000000074e+01 1.175950470872667180e-04 1.788680514587053210e-05
5.596800000000000352e+01 1.003038270709749309e-04 1.498568766355594010e-05
7.045999999999999375e+01 9.354715019631463168e-05 1.470890731865150595e-05
8.870300000000000296e+01 8.713643273392234498e-05 1.314619606454993671e-05
1.116700000000000017e+02 7.311424941180153306e-05 1.210013722197007699e-05
1.405900000000000034e+02 4.886849009087840284e-05 1.214281883769133861e-05
1.769900000000000091e+02 4.173523557218329421e-05 1.262984229584209515e-05
2.228100000000000023e+02 2.519549245293445410e-05 1.072709154347464814e-05
