## {'sep_units': 'arcmin', 'metric': 'Euclidean', 'coords': 'spherical', 'bin_type': 'Log', 'tot': 679146399.2799525}
#   r_nom       meanr       meanlogr        xi        sigma_xi        DD           RR         npairs   
  2.8050e+00   2.8325e+00   1.0393e+00   3.9356e-02   3.1044e-03   4.5910e+04   4.4172e+04   2.7548e+05
  3.5313e+00   3.5686e+00   1.2703e+00   3.9800e-02   2.4880e-03   7.1509e+04   6.8772e+04   4.2990e+05
  4.4457e+00   4.4924e+00   1.5005e+00   3.2425e-02   1.9897e-03   1.1102e+05   1.0754e+05   6.6922e+05
  5.5968e+00   5.6554e+00   1.7307e+00   2.4633e-02   1.5879e-03   1.7298e+05   1.6883e+05   1.0455e+06
  7.0460e+00   7.1182e+00   1.9608e+00   1.5525e-02   1.2692e-03   2.6837e+05   2.6427e+05   1.6276e+06
  8.8703e+00   8.9646e+00   2.1914e+00   5.4424e-03   1.0130e-03   4.1708e+05   4.1483e+05   2.5419e+06
  1.1167e+01   1.1287e+01   2.4217e+00   1.6008e-03   8.0770e-04   6.5358e+05   6.5254e+05   3.9980e+06
  1.4059e+01   1.4207e+01   2.6518e+00   6.7929e-03   6.4592e-04   1.0273e+06   1.0203e+06   6.2543e+06
  1.7699e+01   1.7887e+01   2.8821e+00   6.1101e-03   5.1692e-04   1.6029e+06   1.5932e+06   9.7542e+06
  2.2281e+01   2.2518e+01   3.1124e+00   8.0056e-03   4.1357e-04   2.5089e+06   2.4889e+06   1.5219e+07
  2.8050e+01   2.8341e+01   3.3423e+00   7.0722e-03   3.3263e-04   3.8748e+06   3.8476e+06   2.3469e+07
  3.5313e+01   3.5673e+01   3.5724e+00   1.4871e-03   2.6782e-04   5.9437e+06   5.9349e+06   3.6187e+07
  4.4457e+01   4.4911e+01   3.8027e+00   5.1923e-04   2.1661e-04   9.0774e+06   9.0727e+06   5.5261e+07
  5.5968e+01   5.6526e+01   4.0327e+00   8.1910e-04   1.7650e-04   1.3676e+07   1.3665e+07   8.3370e+07
  7.0460e+01   7.1131e+01   4.2625e+00   2.8987e-03   1.4477e-04   2.0371e+07   2.0312e+07   1.2400e+08
  8.8703e+01   8.9516e+01   4.4924e+00   3.6553e-03   1.1989e-04   2.9725e+07   2.9617e+07   1.8107e+08
  1.1167e+02   1.1265e+02   4.7222e+00   5.3026e-03   1.0064e-04   4.2257e+07   4.2035e+07   2.5851e+08
  1.4059e+02   1.4176e+02   4.9521e+00   1.4925e-02   8.5506e-05   5.9095e+07   5.8226e+07   3.5912e+08
  1.7699e+02   1.7847e+02   5.1824e+00   2.5049e-03   7.2543e-05   8.1096e+07   8.0894e+07   4.9782e+08
  2.2281e+02   2.2463e+02   5.4124e+00  -4.3326e-03   6.1559e-05   1.1185e+08   1.1234e+08   6.9036e+08
