## {'sep_units': 'arcmin', 'metric': 'Euclidean', 'coords': 'spherical', 'bin_type': 'Log', 'tot': 26484097.115359165}
#   r_nom       meanr       meanlogr        xi        sigma_xi        DD           RR         npairs   
  2.8050e+00   2.8351e+00   1.0401e+00  -5.4151e-04   1.0750e-02   3.1356e+03   3.1373e+03   1.7518e+04
  3.5313e+00   3.5702e+00   1.2707e+00   9.6900e-03   8.6301e-03   4.9153e+03   4.8682e+03   2.7330e+04
  4.4457e+00   4.4899e+00   1.4999e+00   1.7715e-02   6.9306e-03   7.6821e+03   7.5484e+03   4.2247e+04
  5.5968e+00   5.6526e+00   1.7302e+00   3.2848e-04   5.5651e-03   1.1711e+04   1.1707e+04   6.5298e+04
  7.0460e+00   7.1198e+00   1.9610e+00  -6.7577e-03   4.4505e-03   1.8181e+04   1.8305e+04   1.0079e+05
  8.8703e+00   8.9712e+00   2.1921e+00   6.5326e-03   3.5613e-03   2.8775e+04   2.8588e+04   1.5975e+05
  1.1167e+01   1.1285e+01   2.4216e+00   5.7773e-03   2.8455e-03   4.5037e+04   4.4779e+04   2.5166e+05
  1.4059e+01   1.4211e+01   2.6521e+00   9.9829e-03   2.2777e-03   7.0588e+04   6.9891e+04   3.9048e+05
  1.7699e+01   1.7888e+01   2.8822e+00   2.6944e-03   1.8376e-03   1.0767e+05   1.0738e+05   6.0114e+05
  2.2281e+01   2.2514e+01   3.1122e+00   1.3972e-02   1.4640e-03   1.7153e+05   1.6916e+05   9.4613e+05
  2.8050e+01   2.8343e+01   3.3424e+00   5.0001e-02   1.1864e-03   2.7045e+05   2.5757e+05   1.4624e+06
  3.5313e+01   3.5665e+01   3.5722e+00   5.2921e-02   9.6290e-04   4.1174e+05   3.9105e+05   2.2371e+06
  4.4457e+01   4.4913e+01   3.8027e+00   6.3618e-02   7.8411e-04   6.2722e+05   5.8971e+05   3.4083e+06
  5.5968e+01   5.6510e+01   4.0324e+00   5.6579e-02   6.3884e-04   9.3867e+05   8.8841e+05   5.0849e+06
  7.0460e+01   7.1133e+01   4.2626e+00   3.8510e-02   5.2326e-04   1.3752e+06   1.3242e+06   7.5274e+06
  8.8703e+01   8.9528e+01   4.4926e+00   2.6600e-02   4.3178e-04   1.9965e+06   1.9448e+06   1.0926e+07
  1.1167e+02   1.1245e+02   4.7205e+00   1.6614e-02   3.6801e-04   2.7216e+06   2.6771e+06   1.5098e+07
  1.4059e+02   1.4102e+02   4.9469e+00  -7.4630e-03   3.3914e-04   3.1288e+06   3.1523e+06   1.7568e+07
  1.7699e+02   1.7755e+02   5.1772e+00  -6.1193e-03   3.3279e-04   3.2537e+06   3.2737e+06   1.8341e+07
  2.2281e+02   2.2305e+02   5.4052e+00  -2.5606e-02   3.3645e-04   3.1209e+06   3.2029e+06   1.7709e+07
