## {'sep_units': 'arcmin', 'metric': 'Euclidean', 'coords': 'spherical', 'bin_type': 'Log', 'tot': 499421679.97221154}
#   r_nom       meanr       meanlogr        xi        sigma_xi        DD           RR         npairs   
  2.8050e+00   2.8328e+00   1.0393e+00  -1.9747e-02   4.0016e-03   2.4688e+04   2.5185e+04   1.8561e+05
  3.5313e+00   3.5660e+00   1.2696e+00  -2.5087e-02   3.2274e-03   3.7745e+04   3.8716e+04   2.8456e+05
  4.4457e+00   4.4908e+00   1.5001e+00  -2.1113e-02   2.6027e-03   5.8278e+04   5.9535e+04   4.3517e+05
  5.5968e+00   5.6545e+00   1.7306e+00  -3.0090e-02   2.0936e-03   8.9235e+04   9.2003e+04   6.6898e+05
  7.0460e+00   7.1179e+00   1.9607e+00  -4.0703e-02   1.6830e-03   1.3659e+05   1.4238e+05   1.0266e+06
  8.8703e+00   8.9664e+00   2.1916e+00  -4.5922e-02   1.3415e-03   2.1381e+05   2.2410e+05   1.6072e+06
  1.1167e+01   1.1279e+01   2.4210e+00  -4.6033e-02   1.0637e-03   3.4005e+05   3.5646e+05   2.5587e+06
  1.4059e+01   1.4202e+01   2.6515e+00  -5.1861e-02   8.5767e-04   5.1979e+05   5.4823e+05   3.9338e+06
  1.7699e+01   1.7891e+01   2.8823e+00  -4.6743e-02   6.9046e-04   8.0638e+05   8.4592e+05   6.0974e+06
  2.2281e+01   2.2509e+01   3.1120e+00  -4.7482e-02   5.5006e-04   1.2696e+06   1.3329e+06   9.5688e+06
  2.8050e+01   2.8348e+01   3.3426e+00  -4.4398e-02   4.4415e-04   1.9535e+06   2.0443e+06   1.4735e+07
  3.5313e+01   3.5675e+01   3.5725e+00  -4.8183e-02   3.5730e-04   3.0067e+06   3.1589e+06   2.2734e+07
  4.4457e+01   4.4923e+01   3.8030e+00  -4.2166e-02   2.8797e-04   4.6580e+06   4.8630e+06   3.5012e+07
  5.5968e+01   5.6560e+01   4.0333e+00  -2.7339e-02   2.3241e-04   7.2618e+06   7.4660e+06   5.3875e+07
  7.0460e+01   7.1165e+01   4.2630e+00  -7.2215e-03   1.8919e-04   1.1185e+07   1.1267e+07   8.1644e+07
  8.8703e+01   8.9633e+01   4.4937e+00   8.1801e-03   1.5424e-04   1.7089e+07   1.6951e+07   1.2416e+08
  1.1167e+02   1.1287e+02   4.7243e+00   2.8035e-02   1.2360e-04   2.7136e+07   2.6396e+07   1.9491e+08
  1.4059e+02   1.4202e+02   4.9540e+00   1.2762e-02   9.8652e-05   4.1966e+07   4.1437e+07   3.0170e+08
  1.7699e+02   1.7863e+02   5.1833e+00  -6.9259e-03   7.9627e-05   6.3163e+07   6.3604e+07   4.5528e+08
  2.2281e+02   2.2452e+02   5.4119e+00  -1.9191e-03   6.7374e-05   8.8671e+07   8.8841e+07   6.3964e+08
