## {'sep_units': 'arcmin', 'metric': 'Euclidean', 'coords': 'spherical', 'bin_type': 'Log', 'tot': 79369276.57733744}
#   r_nom       meanr       meanlogr        xi        sigma_xi        DD           RR         npairs   
  2.8050e+00   2.8319e+00   1.0391e+00   1.5151e-02   6.8839e-03   1.0051e+04   9.9006e+03   5.5448e+04
  3.5313e+00   3.5657e+00   1.2695e+00   2.6710e-02   5.5870e-03   1.5432e+04   1.5030e+04   8.4648e+04
  4.4457e+00   4.4900e+00   1.5000e+00   3.6967e-02   4.5111e-03   2.3908e+04   2.3056e+04   1.2910e+05
  5.5968e+00   5.6511e+00   1.7300e+00   2.8134e-02   3.6434e-03   3.6339e+04   3.5345e+04   1.9589e+05
  7.0460e+00   7.1164e+00   1.9605e+00   2.0868e-02   2.9554e-03   5.4837e+04   5.3716e+04   2.9852e+05
  8.8703e+00   8.9694e+00   2.1919e+00   1.3675e-02   2.3805e-03   8.3928e+04   8.2796e+04   4.5491e+05
  1.1167e+01   1.1276e+01   2.4208e+00   2.6250e-02   1.9111e-03   1.3183e+05   1.2846e+05   7.1128e+05
  1.4059e+01   1.4187e+01   2.6504e+00   4.5448e-03   1.5631e-03   1.9291e+05   1.9204e+05   1.0482e+06
  1.7699e+01   1.7869e+01   2.8811e+00  -2.1664e-02   1.2825e-03   2.7906e+05   2.8524e+05   1.5273e+06
  2.2281e+01   2.2490e+01   3.1111e+00  -2.5808e-02   1.0445e-03   4.1892e+05   4.3002e+05   2.2977e+06
  2.8050e+01   2.8313e+01   3.3414e+00  -1.9858e-02   8.6817e-04   6.1012e+05   6.2248e+05   3.3463e+06
  3.5313e+01   3.5622e+01   3.5710e+00  -3.2447e-02   7.1878e-04   8.7866e+05   9.0813e+05   4.8778e+06
  4.4457e+01   4.4842e+01   3.8012e+00  -5.1876e-02   5.9971e-04   1.2369e+06   1.3045e+06   6.9278e+06
  5.5968e+01   5.6504e+01   4.0323e+00  -7.3566e-02   4.9429e-04   1.7790e+06   1.9203e+06   1.0036e+07
  7.0460e+01   7.1182e+01   4.2633e+00  -4.0870e-02   4.0520e-04   2.7408e+06   2.8576e+06   1.5147e+07
  8.8703e+01   8.9441e+01   4.4916e+00  -3.3912e-02   3.3862e-04   3.9530e+06   4.0918e+06   2.1733e+07
  1.1167e+02   1.1278e+02   4.7234e+00  -3.3953e-02   2.8129e-04   5.7285e+06   5.9298e+06   3.0883e+07
  1.4059e+02   1.4220e+02   4.9553e+00  -2.6285e-03   2.2460e-04   9.2765e+06   9.3010e+06   4.8719e+07
  1.7699e+02   1.7831e+02   5.1815e+00   2.2792e-02   1.8803e-04   1.3572e+07   1.3270e+07   7.0748e+07
  2.2281e+02   2.2349e+02   5.4073e+00   2.8011e-02   1.7323e-04   1.6072e+07   1.5634e+07   8.5077e+07
