## {'sep_units': 'arcmin', 'metric': 'Euclidean', 'coords': 'spherical', 'bin_type': 'Log', 'tot': 217685500.02936956}
#   r_nom       meanr       meanlogr        xi        sigma_xi        DD           RR         npairs   
  2.8050e+00   2.8345e+00   1.0400e+00   2.8290e-02   5.1120e-03   1.5616e+04   1.5186e+04   1.0062e+05
  3.5313e+00   3.5668e+00   1.2698e+00  -2.0484e-04   4.1064e-03   2.3530e+04   2.3535e+04   1.5269e+05
  4.4457e+00   4.4925e+00   1.5005e+00   2.1296e-02   3.3169e-03   3.6840e+04   3.6072e+04   2.3446e+05
  5.5968e+00   5.6536e+00   1.7304e+00   1.2394e-02   2.6725e-03   5.6253e+04   5.5565e+04   3.6275e+05
  7.0460e+00   7.1191e+00   1.9609e+00   1.5645e-02   2.1557e-03   8.6733e+04   8.5397e+04   5.5542e+05
  8.8703e+00   8.9661e+00   2.1916e+00   2.3212e-02   1.7332e-03   1.3517e+05   1.3211e+05   8.6103e+05
  1.1167e+01   1.1277e+01   2.4209e+00   1.7494e-02   1.3861e-03   2.1016e+05   2.0655e+05   1.3517e+06
  1.4059e+01   1.4197e+01   2.6511e+00   1.9039e-02   1.1297e-03   3.1687e+05   3.1095e+05   2.0217e+06
  1.7699e+01   1.7875e+01   2.8814e+00   2.7600e-02   9.2567e-04   4.7593e+05   4.6315e+05   3.0156e+06
  2.2281e+01   2.2494e+01   3.1113e+00   2.8992e-02   7.5286e-04   7.2048e+05   7.0018e+05   4.5613e+06
  2.8050e+01   2.8324e+01   3.3417e+00   2.6708e-02   6.1982e-04   1.0606e+06   1.0330e+06   6.7203e+06
  3.5313e+01   3.5650e+01   3.5718e+00   2.1916e-02   5.0870e-04   1.5672e+06   1.5336e+06   9.9650e+06
  4.4457e+01   4.4904e+01   3.8026e+00   1.8349e-02   4.1461e-04   2.3510e+06   2.3086e+06   1.4974e+07
  5.5968e+01   5.6511e+01   4.0325e+00   9.3829e-03   3.3685e-04   3.5303e+06   3.4975e+06   2.2699e+07
  7.0460e+01   7.1066e+01   4.2616e+00  -1.1483e-02   2.7692e-04   5.1157e+06   5.1752e+06   3.3259e+07
  8.8703e+01   8.9387e+01   4.4910e+00  -2.5449e-02   2.3546e-04   6.9760e+06   7.1582e+06   4.5878e+07
  1.1167e+02   1.1274e+02   4.7231e+00  -4.2520e-02   1.9848e-04   9.6454e+06   1.0074e+07   6.4024e+07
  1.4059e+02   1.4224e+02   4.9555e+00  -3.0929e-02   1.5739e-04   1.5525e+07   1.6021e+07   1.0306e+08
  1.7699e+02   1.7880e+02   5.1842e+00  -2.5032e-02   1.2578e-04   2.4456e+07   2.5083e+07   1.6218e+08
  2.2281e+02   2.2459e+02   5.4123e+00  -2.0472e-02   1.0350e-04   3.6289e+07   3.7047e+07   2.3941e+08
