## {'sep_units': 'arcmin', 'metric': 'Euclidean', 'coords': 'spherical', 'bin_type': 'Log', 'tot': 3856646.249216213}
#   r_nom       meanr       meanlogr        xi        sigma_xi        DD           RR         npairs   
  2.8050e+00   2.8298e+00   1.0382e+00   1.2725e-01   4.1357e-02   2.9310e+02   2.6001e+02   3.2740e+03
  3.5313e+00   3.5773e+00   1.2728e+00   4.7416e-02   3.4179e-02   3.9874e+02   3.8069e+02   4.5090e+03
  4.4457e+00   4.4861e+00   1.4991e+00   1.9381e-04   2.8117e-02   5.6263e+02   5.6252e+02   6.6290e+03
  5.5968e+00   5.6415e+00   1.7283e+00  -5.2442e-02   2.2754e-02   8.1394e+02   8.5899e+02   9.9320e+03
  7.0460e+00   7.1005e+00   1.9584e+00  -1.1364e-01   1.8911e-02   1.1022e+03   1.2435e+03   1.3541e+04
  8.8703e+00   8.9347e+00   2.1880e+00  -2.4159e-01   1.5741e-02   1.3611e+03   1.7947e+03   1.8618e+04
  1.1167e+01   1.1249e+01   2.4184e+00  -2.8021e-01   1.3083e-02   1.8701e+03   2.5982e+03   2.5251e+04
  1.4059e+01   1.4179e+01   2.6498e+00  -3.7365e-01   1.1134e-02   2.2471e+03   3.5876e+03   3.0041e+04
  1.7699e+01   1.7828e+01   2.8788e+00  -3.4345e-01   1.0165e-02   2.8260e+03   4.3043e+03   3.7190e+04
  2.2281e+01   2.2518e+01   3.1124e+00  -1.9118e-01   9.1453e-03   4.3008e+03   5.3173e+03   4.8461e+04
  2.8050e+01   2.8350e+01   3.3426e+00  -7.3735e-02   8.4631e-03   5.7512e+03   6.2090e+03   5.3583e+04
  3.5313e+01   3.5646e+01   3.5717e+00   1.3603e-01   7.7843e-03   8.3374e+03   7.3391e+03   5.5331e+04
  4.4457e+01   4.5173e+01   3.8085e+00   5.4769e-01   7.9349e-03   1.0932e+04   7.0632e+03   6.0254e+04
  5.5968e+01   5.6687e+01   4.0356e+00   1.0183e+00   6.0678e-03   2.4378e+04   1.2079e+04   1.1796e+05
  7.0460e+01   7.1349e+01   4.2656e+00   8.6133e-01   4.5395e-03   4.0169e+04   2.1581e+04   2.0067e+05
  8.8703e+01   9.0239e+01   4.5005e+00   7.5699e-01   3.4323e-03   6.6325e+04   3.7749e+04   3.2973e+05
  1.1167e+02   1.1366e+02   4.7312e+00   6.1236e-01   2.3925e-03   1.2527e+05   7.7696e+04   6.3491e+05
  1.4059e+02   1.4271e+02   4.9589e+00   5.4659e-01   1.5896e-03   2.7218e+05   1.7599e+05   1.4424e+06
  1.7699e+02   1.7786e+02   5.1789e+00   1.6896e-01   1.1375e-03   4.0176e+05   3.4369e+05   3.0138e+06
  2.2281e+02   2.2605e+02   5.4187e+00  -3.9637e-02   8.3727e-04   6.0924e+05   6.3439e+05   5.4020e+06
