## {'sep_units': 'arcmin', 'metric': 'Euclidean', 'coords': 'spherical', 'bin_type': 'Log', 'tot': 13188982.635539548}
#   r_nom       meanr       meanlogr        xi        sigma_xi        DD           RR         npairs   
  2.8050e+00   2.8299e+00   1.0383e+00   2.2649e-02   1.5771e-02   1.5957e+03   1.5604e+03   1.1157e+04
  3.5313e+00   3.5596e+00   1.2678e+00  -1.9151e-02   1.2964e-02   2.2650e+03   2.3092e+03   1.6406e+04
  4.4457e+00   4.4863e+00   1.4991e+00   5.7580e-03   1.0714e-02   3.4004e+03   3.3809e+03   2.3936e+04
  5.5968e+00   5.6463e+00   1.7291e+00  -3.9786e-02   8.7845e-03   4.8294e+03   5.0295e+03   3.4327e+04
  7.0460e+00   7.1055e+00   1.9590e+00  -7.5859e-02   7.1322e-03   7.0511e+03   7.6299e+03   5.0840e+04
  8.8703e+00   8.9584e+00   2.1907e+00  -6.0022e-02   5.8608e-03   1.0621e+04   1.1299e+04   7.6624e+04
  1.1167e+01   1.1270e+01   2.4202e+00  -7.1451e-02   4.7563e-03   1.5931e+04   1.7157e+04   1.1440e+05
  1.4059e+01   1.4196e+01   2.6511e+00  -2.1825e-02   3.9713e-03   2.4072e+04   2.4609e+04   1.6851e+05
  1.7699e+01   1.7856e+01   2.8804e+00   3.6960e-02   3.2831e-03   3.7338e+04   3.6007e+04   2.5507e+05
  2.2281e+01   2.2463e+01   3.1099e+00   5.4584e-02   2.7730e-03   5.3231e+04   5.0475e+04   3.6183e+05
  2.8050e+01   2.8267e+01   3.3397e+00   4.6452e-02   2.3891e-03   7.1159e+04   6.8000e+04   4.8152e+05
  3.5313e+01   3.5550e+01   3.5689e+00   7.0347e-02   2.0845e-03   9.5611e+04   8.9327e+04   6.3617e+05
  4.4457e+01   4.4762e+01   3.7993e+00   3.2112e-02   1.8105e-03   1.2220e+05   1.1840e+05   8.3451e+05
  5.5968e+01   5.6165e+01   4.0263e+00   2.2194e-02   1.6126e-03   1.5257e+05   1.4926e+05   1.0389e+06
  7.0460e+01   7.0697e+01   4.2564e+00   3.1715e-02   1.5443e-03   1.6790e+05   1.6274e+05   1.1343e+06
  8.8703e+01   8.9377e+01   4.4908e+00   2.1978e-02   1.4086e-03   1.9992e+05   1.9562e+05   1.3671e+06
  1.1167e+02   1.1309e+02   4.7262e+00  -2.4899e-02   1.1054e-03   3.0971e+05   3.1761e+05   2.1684e+06
  1.4059e+02   1.4310e+02   4.9616e+00  -2.2971e-02   7.7707e-04   6.2799e+05   6.4276e+05   4.2971e+06
  1.7699e+02   1.7917e+02   5.1863e+00  -7.4379e-03   5.5651e-04   1.2439e+06   1.2532e+06   8.4442e+06
  2.2281e+02   2.2392e+02   5.4091e+00  -2.6337e-04   4.8952e-04   1.6192e+06   1.6197e+06   1.1241e+07
