## {'sep_units': 'arcmin', 'metric': 'Euclidean', 'coords': 'spherical', 'bin_type': 'Log', 'tot': 331648599.9823015}
#   r_nom       meanr       meanlogr        xi        sigma_xi        DD           RR         npairs   
  2.8050e+00   2.8334e+00   1.0396e+00  -8.2171e-03   4.9400e-03   1.7331e+04   1.7475e+04   1.0984e+05
  3.5313e+00   3.5656e+00   1.2694e+00  -3.0109e-02   3.9720e-03   2.6215e+04   2.7029e+04   1.6783e+05
  4.4457e+00   4.4927e+00   1.5006e+00  -2.8697e-02   3.1829e-03   4.0886e+04   4.2094e+04   2.6215e+05
  5.5968e+00   5.6522e+00   1.7302e+00  -5.2019e-02   2.5540e-03   6.1974e+04   6.5374e+04   4.0275e+05
  7.0460e+00   7.1184e+00   1.9608e+00  -5.8407e-02   2.0534e-03   9.5226e+04   1.0113e+05   6.1393e+05
  8.8703e+00   8.9674e+00   2.1917e+00  -5.6810e-02   1.6483e-03   1.4805e+05   1.5697e+05   9.5193e+05
  1.1167e+01   1.1280e+01   2.4211e+00  -5.5810e-02   1.3149e-03   2.3288e+05   2.4664e+05   1.4932e+06
  1.4059e+01   1.4204e+01   2.6516e+00  -5.5900e-02   1.0601e-03   3.5825e+05   3.7946e+05   2.2950e+06
  1.7699e+01   1.7886e+01   2.8821e+00  -5.7473e-02   8.5350e-04   5.5176e+05   5.8541e+05   3.5441e+06
  2.2281e+01   2.2505e+01   3.1118e+00  -5.9742e-02   6.8505e-04   8.5441e+05   9.0870e+05   5.4970e+06
  2.8050e+01   2.8328e+01   3.3419e+00  -6.9802e-02   5.5552e-04   1.2854e+06   1.3818e+06   8.2978e+06
  3.5313e+01   3.5664e+01   3.5722e+00  -7.9155e-02   4.5157e-04   1.9257e+06   2.0913e+06   1.2437e+07
  4.4457e+01   4.4904e+01   3.8025e+00  -7.2535e-02   3.6776e-04   2.9244e+06   3.1531e+06   1.8796e+07
  5.5968e+01   5.6519e+01   4.0326e+00  -6.9671e-02   3.0110e-04   4.3760e+06   4.7038e+06   2.7983e+07
  7.0460e+01   7.1147e+01   4.2628e+00  -5.3080e-02   2.4951e-04   6.4864e+06   6.8500e+06   4.1083e+07
  8.8703e+01   8.9557e+01   4.4929e+00  -3.0900e-02   2.0735e-04   9.6119e+06   9.9184e+06   6.0356e+07
  1.1167e+02   1.1259e+02   4.7218e+00  -2.5078e-02   1.7417e-04   1.3706e+07   1.4058e+07   8.6320e+07
  1.4059e+02   1.4205e+02   4.9542e+00  -2.7331e-02   1.4460e-04   1.9837e+07   2.0395e+07   1.2553e+08
  1.7699e+02   1.7925e+02   5.1868e+00  -8.8810e-03   1.1277e-04   3.3234e+07   3.3532e+07   2.0932e+08
  2.2281e+02   2.2473e+02   5.4128e+00   1.5041e-02   9.0674e-05   5.2648e+07   5.1868e+07   3.2871e+08
