## {'sep_units': 'arcmin', 'metric': 'Euclidean', 'coords': 'spherical', 'bin_type': 'Log', 'tot': 132685475.15361455}
#   r_nom       meanr       meanlogr        xi        sigma_xi        DD           RR         npairs   
  2.8050e+00   2.8342e+00   1.0398e+00   6.6333e-02   6.9028e-03   9.5157e+03   8.9238e+03   6.2320e+04
  3.5313e+00   3.5676e+00   1.2700e+00   6.0981e-02   5.5627e-03   1.4579e+04   1.3741e+04   9.5426e+04
  4.4457e+00   4.4914e+00   1.5003e+00   4.6622e-02   4.5059e-03   2.1920e+04   2.0943e+04   1.4400e+05
  5.5968e+00   5.6489e+00   1.7296e+00   4.3850e-02   3.6660e-03   3.3026e+04   3.1639e+04   2.1978e+05
  7.0460e+00   7.1186e+00   1.9608e+00   3.6085e-02   2.9668e-03   5.0051e+04   4.8308e+04   3.2982e+05
  8.8703e+00   8.9648e+00   2.1914e+00   4.2206e-02   2.3869e-03   7.7786e+04   7.4636e+04   5.0485e+05
  1.1167e+01   1.1277e+01   2.4209e+00   3.5415e-02   1.9110e-03   1.2055e+05   1.1643e+05   7.7890e+05
  1.4059e+01   1.4197e+01   2.6511e+00   2.9976e-02   1.5641e-03   1.7902e+05   1.7381e+05   1.1681e+06
  1.7699e+01   1.7885e+01   2.8820e+00   2.8855e-02   1.2736e-03   2.6969e+05   2.6213e+05   1.7432e+06
  2.2281e+01   2.2488e+01   3.1110e+00   1.9492e-02   1.0300e-03   4.0860e+05   4.0079e+05   2.6426e+06
  2.8050e+01   2.8340e+01   3.3423e+00   5.1060e-03   8.4313e-04   6.0121e+05   5.9815e+05   3.9184e+06
  3.5313e+01   3.5646e+01   3.5717e+00   1.5526e-03   6.8836e-04   8.9877e+05   8.9738e+05   5.9234e+06
  4.4457e+01   4.4872e+01   3.8018e+00  -4.2556e-03   5.6949e-04   1.3055e+06   1.3111e+06   8.6628e+06
  5.5968e+01   5.6425e+01   4.0309e+00  -2.9310e-03   4.7755e-04   1.8590e+06   1.8645e+06   1.2398e+07
  7.0460e+01   7.1064e+01   4.2616e+00  -4.2575e-03   4.0584e-04   2.5706e+06   2.5816e+06   1.7101e+07
  8.8703e+01   8.9542e+01   4.4927e+00   5.5589e-03   3.3934e-04   3.7131e+06   3.6926e+06   2.4526e+07
  1.1167e+02   1.1298e+02   4.7253e+00   1.3999e-02   2.7112e-04   5.8658e+06   5.7848e+06   3.7621e+07
  1.4059e+02   1.4222e+02   4.9554e+00   5.3231e-03   2.1219e-04   9.4946e+06   9.4443e+06   6.1388e+07
  1.7699e+02   1.7920e+02   5.1865e+00  -1.3177e-03   1.6220e-04   1.6140e+07   1.6162e+07   1.0777e+08
  2.2281e+02   2.2469e+02   5.4127e+00  -3.7255e-03   1.3177e-04   2.4397e+07   2.4488e+07   1.6825e+08
