## {'sep_units': 'arcmin', 'metric': 'Euclidean', 'coords': 'spherical', 'bin_type': 'Log', 'tot': 260095231.61574373}
#   r_nom       meanr       meanlogr        xi        sigma_xi        DD           RR         npairs   
  2.8050e+00   2.8327e+00   1.0393e+00   2.8257e-02   4.9712e-03   2.0081e+04   1.9529e+04   1.1234e+05
  3.5313e+00   3.5681e+00   1.2701e+00   1.8610e-02   4.0105e-03   3.0564e+04   3.0005e+04   1.7179e+05
  4.4457e+00   4.4922e+00   1.5005e+00   1.6691e-02   3.2197e-03   4.7334e+04   4.6557e+04   2.6565e+05
  5.5968e+00   5.6557e+00   1.7308e+00   1.1139e-02   2.5743e-03   7.3639e+04   7.2827e+04   4.1237e+05
  7.0460e+00   7.1160e+00   1.9604e+00  -2.4613e-03   2.0782e-03   1.1147e+05   1.1175e+05   6.2895e+05
  8.8703e+00   8.9669e+00   2.1916e+00  -8.1110e-03   1.6669e-03   1.7229e+05   1.7370e+05   9.7704e+05
  1.1167e+01   1.1276e+01   2.4208e+00  -9.8822e-03   1.3328e-03   2.6902e+05   2.7170e+05   1.5248e+06
  1.4059e+01   1.4200e+01   2.6513e+00  -9.6033e-03   1.0817e-03   4.0851e+05   4.1247e+05   2.3076e+06
  1.7699e+01   1.7874e+01   2.8814e+00  -2.6036e-02   8.7508e-04   6.1383e+05   6.3024e+05   3.4780e+06
  2.2281e+01   2.2498e+01   3.1114e+00  -2.9580e-02   7.0902e-04   9.3164e+05   9.6004e+05   5.2784e+06
  2.8050e+01   2.8346e+01   3.3425e+00  -3.2702e-02   5.7731e-04   1.4007e+06   1.4481e+06   7.9184e+06
  3.5313e+01   3.5662e+01   3.5721e+00  -3.6205e-02   4.6924e-04   2.1125e+06   2.1918e+06   1.1964e+07
  4.4457e+01   4.4893e+01   3.8023e+00  -3.2694e-02   3.8132e-04   3.2105e+06   3.3191e+06   1.8138e+07
  5.5968e+01   5.6531e+01   4.0328e+00  -2.9028e-02   3.0939e-04   4.8954e+06   5.0418e+06   2.7640e+07
  7.0460e+01   7.1169e+01   4.2631e+00  -2.3750e-02   2.5068e-04   7.4979e+06   7.6803e+06   4.2278e+07
  8.8703e+01   8.9554e+01   4.4929e+00  -1.6358e-02   2.0589e-04   1.1199e+07   1.1385e+07   6.3167e+07
  1.1167e+02   1.1267e+02   4.7225e+00  -1.2838e-02   1.7176e-04   1.6149e+07   1.6359e+07   9.0999e+07
  1.4059e+02   1.4193e+02   4.9533e+00  -7.9307e-03   1.4192e-04   2.3772e+07   2.3962e+07   1.3441e+08
  1.7699e+02   1.7838e+02   5.1818e+00  -2.4242e-02   1.2076e-04   3.2292e+07   3.3094e+07   1.8511e+08
  2.2281e+02   2.2470e+02   5.4127e+00  -3.2752e-02   1.0175e-04   4.5087e+07   4.6614e+07   2.6159e+08
