## {'sep_units': 'arcmin', 'metric': 'Euclidean', 'coords': 'spherical', 'bin_type': 'Log'}
#   r_nom       meanr       meanlogr       gamT         gamX        sigma        weight       npairs   
  2.8050e+00   2.8328e+00   1.0394e+00   4.3329e-04   4.2453e-04   3.5929e-04   2.5488e+05   2.5488e+05
  3.5313e+00   3.5674e+00   1.2700e+00   1.1935e-05  -1.9758e-04   2.8822e-04   3.9608e+05   3.9608e+05
  4.4457e+00   4.4923e+00   1.5005e+00  -7.8075e-05  -3.8490e-04   2.3163e-04   6.1323e+05   6.1323e+05
  5.5968e+00   5.6551e+00   1.7307e+00  -1.9237e-04  -6.3788e-06   1.8536e-04   9.5757e+05   9.5757e+05
  7.0460e+00   7.1191e+00   1.9609e+00  -9.3870e-05   2.7725e-04   1.4883e-04   1.4854e+06   1.4854e+06
  8.8703e+00   8.9651e+00   2.1914e+00  -1.6707e-04  -1.4994e-05   1.1906e-04   2.3209e+06   2.3209e+06
  1.1167e+01   1.1285e+01   2.4215e+00  -9.7509e-05  -6.4904e-05   9.4958e-05   3.6489e+06   3.6489e+06
  1.4059e+01   1.4205e+01   2.6516e+00  -4.4338e-05   9.3605e-06   7.6265e-05   5.6568e+06   5.6568e+06
  1.7699e+01   1.7881e+01   2.8818e+00   2.2098e-05  -2.0620e-04   6.1482e-05   8.7041e+06   8.7041e+06
  2.2281e+01   2.2511e+01   3.1120e+00   2.4839e-05  -7.8105e-05   4.9474e-05   1.3442e+07   1.3442e+07
  2.8050e+01   2.8336e+01   3.3422e+00   1.6077e-05  -1.0651e-04   3.9972e-05   2.0593e+07   2.0593e+07
  3.5313e+01   3.5662e+01   3.5721e+00  -1.0088e-05  -1.4337e-05   3.2461e-05   3.1225e+07   3.1225e+07
  4.4457e+01   4.4891e+01   3.8022e+00  -9.8135e-05  -1.0287e-04   2.6571e-05   4.6602e+07   4.6602e+07
  5.5968e+01   5.6517e+01   4.0325e+00  -1.3318e-04  -1.1059e-04   2.1763e-05   6.9468e+07   6.9468e+07
  7.0460e+01   7.1139e+01   4.2626e+00   1.0769e-05  -1.0425e-04   1.7828e-05   1.0352e+08   1.0352e+08
  8.8703e+01   8.9518e+01   4.4924e+00   1.6440e-04  -8.0195e-05   1.4798e-05   1.5025e+08   1.5025e+08
  1.1167e+02   1.1286e+02   4.7241e+00   2.0451e-04   1.0708e-04   1.2117e-05   2.2409e+08   2.2409e+08
  1.4059e+02   1.4225e+02   4.9556e+00   2.0410e-04   9.0412e-05   9.5156e-06   3.6337e+08   3.6337e+08
  1.7699e+02   1.7889e+02   5.1848e+00   1.9398e-04  -2.6653e-04   7.4854e-06   5.8720e+08   5.8720e+08
  2.2281e+02   2.2399e+02   5.4095e+00   5.1204e-04  -1.3960e-04   6.4820e-06   7.8306e+08   7.8306e+08
