## {'sep_units': 'arcmin', 'metric': 'Euclidean', 'coords': 'spherical', 'bin_type': 'Log'}
#   r_nom       meanr       meanlogr       gamT         gamX        sigma        weight       npairs   
  2.8050e+00   2.8329e+00   1.0394e+00  -2.7601e-05   5.2515e-05   2.9613e-04   3.7650e+05   3.7650e+05
  3.5313e+00   3.5681e+00   1.2702e+00  -2.0363e-04  -5.5732e-04   2.3780e-04   5.8383e+05   5.8383e+05
  4.4457e+00   4.4921e+00   1.5004e+00   1.7615e-04   7.8335e-05   1.9037e-04   9.1100e+05   9.1100e+05
  5.5968e+00   5.6549e+00   1.7306e+00   7.5452e-05  -3.6378e-04   1.5241e-04   1.4213e+06   1.4213e+06
  7.0460e+00   7.1200e+00   1.9610e+00  -1.9817e-04   7.8315e-05   1.2209e-04   2.2148e+06   2.2148e+06
  8.8703e+00   8.9649e+00   2.1914e+00   1.1278e-04  -5.9766e-05   9.7579e-05   3.4674e+06   3.4674e+06
  1.1167e+01   1.1282e+01   2.4213e+00   2.2526e-04   1.1440e-04   7.7901e-05   5.4405e+06   5.4405e+06
  1.4059e+01   1.4204e+01   2.6516e+00   3.9319e-05   5.6329e-05   6.2627e-05   8.4177e+06   8.4177e+06
  1.7699e+01   1.7884e+01   2.8820e+00   6.1711e-05   1.5469e-05   5.0410e-05   1.2992e+07   1.2992e+07
  2.2281e+01   2.2509e+01   3.1120e+00  -4.4781e-06   1.0936e-04   4.0523e-05   2.0106e+07   2.0106e+07
  2.8050e+01   2.8340e+01   3.3423e+00   6.7812e-05  -5.0778e-05   3.2710e-05   3.0858e+07   3.0858e+07
  3.5313e+01   3.5670e+01   3.5723e+00   1.8736e-04   2.1894e-05   2.6469e-05   4.7123e+07   4.7123e+07
  4.4457e+01   4.4901e+01   3.8025e+00   3.0584e-05   4.5019e-05   2.1504e-05   7.1397e+07   7.1397e+07
  5.5968e+01   5.6510e+01   4.0324e+00   3.9591e-05   2.0668e-05   1.7573e-05   1.0691e+08   1.0691e+08
  7.0460e+01   7.1120e+01   4.2624e+00  -5.7991e-05   5.6736e-05   1.4489e-05   1.5726e+08   1.5726e+08
  8.8703e+01   8.9509e+01   4.4923e+00  -1.0803e-04   4.0810e-05   1.2048e-05   2.2745e+08   2.2745e+08
  1.1167e+02   1.1286e+02   4.7242e+00  -6.4985e-05  -2.4986e-05   9.8698e-06   3.3892e+08   3.3892e+08
  1.4059e+02   1.4221e+02   4.9553e+00  -9.2530e-05  -2.6896e-05   7.7415e-06   5.5090e+08   5.5090e+08
  1.7699e+02   1.7884e+02   5.1845e+00  -1.3491e-04  -5.5333e-05   6.1455e-06   8.7418e+08   8.7418e+08
  2.2281e+02   2.2435e+02   5.4111e+00  -2.8679e-04  -1.5709e-04   5.1996e-06   1.2212e+09   1.2212e+09
