## {'sep_units': 'arcmin', 'metric': 'Euclidean', 'coords': 'spherical', 'bin_type': 'Log'}
#   r_nom       meanr       meanlogr       gamT         gamX        sigma        weight       npairs   
  2.8050e+00   2.8352e+00   1.0402e+00   1.2254e-03  -2.6625e-04   1.0466e-03   2.9965e+04   2.9965e+04
  3.5313e+00   3.5670e+00   1.2698e+00   3.9629e-04   3.5909e-04   8.4292e-04   4.6197e+04   4.6197e+04
  4.4457e+00   4.4903e+00   1.5001e+00   1.2129e-03  -5.6402e-04   6.8285e-04   7.0395e+04   7.0395e+04
  5.5968e+00   5.6509e+00   1.7299e+00   5.2477e-04  -2.4800e-04   5.5708e-04   1.0577e+05   1.0577e+05
  7.0460e+00   7.1151e+00   1.9603e+00   7.5137e-05  -5.5719e-05   4.5092e-04   1.6143e+05   1.6143e+05
  8.8703e+00   8.9636e+00   2.1913e+00  -9.7346e-05   1.7925e-04   3.6606e-04   2.4495e+05   2.4495e+05
  1.1167e+01   1.1273e+01   2.4205e+00  -2.4593e-04  -5.5527e-04   2.9638e-04   3.7368e+05   3.7368e+05
  1.4059e+01   1.4192e+01   2.6507e+00   2.0642e-04  -4.7402e-04   2.4470e-04   5.4816e+05   5.4816e+05
  1.7699e+01   1.7867e+01   2.8810e+00   3.7080e-04  -5.9718e-04   2.0188e-04   8.0537e+05   8.0537e+05
  2.2281e+01   2.2482e+01   3.1108e+00   5.6963e-04  -3.7134e-04   1.6720e-04   1.1742e+06   1.1742e+06
  2.8050e+01   2.8340e+01   3.3423e+00   3.1714e-04  -5.9203e-04   1.3683e-04   1.7533e+06   1.7533e+06
  3.5313e+01   3.5668e+01   3.5723e+00   2.1309e-04  -1.3884e-05   1.1169e-04   2.6310e+06   2.6310e+06
  4.4457e+01   4.4910e+01   3.8027e+00   1.5883e-05  -3.9662e-04   9.0440e-05   4.0130e+06   4.0130e+06
  5.5968e+01   5.6469e+01   4.0317e+00  -1.2967e-04  -5.3098e-04   7.4359e-05   5.9364e+06   5.9364e+06
  7.0460e+01   7.0983e+01   4.2604e+00  -6.9771e-04  -4.4782e-04   6.3654e-05   8.1010e+06   8.1010e+06
  8.8703e+01   8.9405e+01   4.4912e+00  -5.8687e-04  -7.8692e-04   5.5337e-05   1.0719e+07   1.0719e+07
  1.1167e+02   1.1296e+02   4.7250e+00  -6.1751e-04  -8.2134e-04   4.4978e-05   1.6225e+07   1.6225e+07
  1.4059e+02   1.4232e+02   4.9561e+00  -1.4721e-04  -1.3907e-03   3.4708e-05   2.7248e+07   2.7248e+07
  1.7699e+02   1.7852e+02   5.1827e+00  -4.3343e-04  -1.5647e-05   2.7923e-05   4.2099e+07   4.2099e+07
  2.2281e+02   2.2372e+02   5.4083e+00  -4.4526e-04   1.1226e-03   2.5026e-05   5.2408e+07   5.2408e+07
