## {'sep_units': 'arcmin', 'metric': 'Euclidean', 'coords': 'spherical', 'bin_type': 'Log'}
#   r_nom       meanr       meanlogr       gamT         gamX        sigma        weight       npairs   
  2.8050e+00   2.8316e+00   1.0389e+00   1.9503e-03   1.5007e-04   9.4398e-04   3.6232e+04   2.0905e+05
  3.5313e+00   3.5653e+00   1.2694e+00   2.5209e-04  -5.1333e-04   7.6423e-04   5.5280e+04   3.1709e+05
  4.4457e+00   4.4910e+00   1.5002e+00   3.5358e-04   3.6013e-04   6.1699e-04   8.4812e+04   4.8494e+05
  5.5968e+00   5.6534e+00   1.7304e+00   8.9136e-04  -6.6803e-04   4.9769e-04   1.3035e+05   7.4414e+05
  7.0460e+00   7.1147e+00   1.9603e+00   3.5449e-04  -5.6719e-04   4.0482e-04   1.9702e+05   1.1269e+06
  8.8703e+00   8.9650e+00   2.1914e+00   4.6836e-04   2.5107e-04   3.2616e-04   3.0349e+05   1.7404e+06
  1.1167e+01   1.1280e+01   2.4211e+00   1.6298e-04   3.7795e-04   2.6131e-04   4.7282e+05   2.7197e+06
  1.4059e+01   1.4203e+01   2.6515e+00  -1.7060e-05   5.3521e-05   2.1086e-04   7.2619e+05   4.1668e+06
  1.7699e+01   1.7881e+01   2.8818e+00   9.1942e-05  -2.3436e-05   1.7031e-04   1.1131e+06   6.3929e+06
  2.2281e+01   2.2505e+01   3.1118e+00  -1.6089e-04   1.5114e-04   1.3743e-04   1.7095e+06   9.8751e+06
  2.8050e+01   2.8352e+01   3.3427e+00  -3.3454e-04   1.6373e-04   1.1048e-04   2.6450e+06   1.5236e+07
  3.5313e+01   3.5675e+01   3.5725e+00  -2.1427e-04  -1.1606e-04   8.8938e-05   4.0817e+06   2.3503e+07
  4.4457e+01   4.4904e+01   3.8025e+00  -4.1576e-04  -1.6957e-05   7.1935e-05   6.2394e+06   3.5991e+07
  5.5968e+01   5.6524e+01   4.0327e+00  -1.6268e-04  -3.9576e-05   5.8552e-05   9.4175e+06   5.4414e+07
  7.0460e+01   7.1137e+01   4.2626e+00  -1.7957e-04  -1.7612e-04   4.7809e-05   1.4125e+07   8.1454e+07
  8.8703e+01   8.9565e+01   4.4930e+00  -2.7417e-04  -1.1072e-04   3.9255e-05   2.0953e+07   1.2101e+08
  1.1167e+02   1.1280e+02   4.7236e+00  -2.7996e-04  -9.5292e-05   3.2058e-05   3.1416e+07   1.8092e+08
  1.4059e+02   1.4207e+02   4.9543e+00  -4.6909e-05   9.5463e-06   2.5835e-05   4.8373e+07   2.7808e+08
  1.7699e+02   1.7892e+02   5.1849e+00   5.5320e-06  -8.1911e-05   2.0730e-05   7.5134e+07   4.3046e+08
  2.2281e+02   2.2531e+02   5.4154e+00   2.7574e-05  -6.0249e-05   1.6379e-05   1.2035e+08   6.9058e+08
