## {'sep_units': 'arcmin', 'metric': 'Euclidean', 'coords': 'spherical', 'bin_type': 'Log'}
#   r_nom       meanr       meanlogr       gamT         gamX        sigma        weight       npairs   
  2.8050e+00   2.8309e+00   1.0387e+00  -7.4067e-04  -3.3095e-04   1.1951e-03   2.2692e+04   1.2718e+05
  3.5313e+00   3.5678e+00   1.2701e+00   1.4545e-03  -7.8583e-04   9.7658e-04   3.3985e+04   1.9217e+05
  4.4457e+00   4.4907e+00   1.5001e+00  -9.6715e-04   1.4977e-03   7.8863e-04   5.2115e+04   2.9389e+05
  5.5968e+00   5.6561e+00   1.7308e+00   4.1336e-04  -1.8121e-04   6.3490e-04   8.0408e+04   4.5195e+05
  7.0460e+00   7.1171e+00   1.9606e+00   5.7132e-04  -1.0093e-03   5.1358e-04   1.2288e+05   6.9179e+05
  8.8703e+00   8.9629e+00   2.1912e+00   3.5445e-05  -2.1466e-05   4.1588e-04   1.8740e+05   1.0648e+06
  1.1167e+01   1.1279e+01   2.4210e+00   4.1059e-05   2.8245e-04   3.3308e-04   2.9215e+05   1.6695e+06
  1.4059e+01   1.4204e+01   2.6516e+00  -2.1915e-04  -6.6437e-05   2.6881e-04   4.4854e+05   2.5468e+06
  1.7699e+01   1.7885e+01   2.8820e+00  -3.0735e-05   3.2647e-04   2.1690e-04   6.8893e+05   3.8919e+06
  2.2281e+01   2.2508e+01   3.1119e+00  -9.4139e-06   1.2909e-04   1.7471e-04   1.0618e+06   6.0052e+06
  2.8050e+01   2.8333e+01   3.3420e+00   2.5717e-05   7.3416e-05   1.4290e-04   1.5873e+06   9.0577e+06
  3.5313e+01   3.5655e+01   3.5719e+00  -3.4701e-04  -2.7409e-04   1.1727e-04   2.3570e+06   1.3405e+07
  4.4457e+01   4.4884e+01   3.8021e+00  -1.4057e-04   2.1930e-05   9.6025e-05   3.5151e+06   1.9992e+07
  5.5968e+01   5.6505e+01   4.0323e+00  -5.5521e-04  -3.1604e-05   7.8970e-05   5.1974e+06   2.9823e+07
  7.0460e+01   7.1074e+01   4.2617e+00  -6.7097e-04  -2.0652e-04   6.5949e-05   7.4523e+06   4.3176e+07
  8.8703e+01   8.9471e+01   4.4919e+00  -5.7316e-04  -5.9956e-05   5.5520e-05   1.0515e+07   6.1132e+07
  1.1167e+02   1.1298e+02   4.7252e+00  -2.8860e-04  -1.0028e-04   4.5057e-05   1.5966e+07   9.3516e+07
  1.4059e+02   1.4245e+02   4.9570e+00  -4.7714e-05  -2.0898e-04   3.4301e-05   2.7548e+07   1.5961e+08
  1.7699e+02   1.7915e+02   5.1862e+00  -1.0186e-04  -2.9756e-04   2.5924e-05   4.8229e+07   2.7465e+08
  2.2281e+02   2.2450e+02   5.4119e+00  -4.7739e-04  -4.2199e-04   2.1122e-05   7.2650e+07   4.0972e+08
