## {'sep_units': 'arcmin', 'metric': 'Euclidean', 'coords': 'spherical', 'bin_type': 'Log'}
#   r_nom       meanr       meanlogr       gamT         gamX        sigma        weight       npairs   
  2.8050e+00   2.8252e+00   1.0366e+00   9.0512e-04   1.5917e-03   2.9421e-03   3.7811e+03   1.8871e+04
  3.5313e+00   3.5599e+00   1.2679e+00   1.3722e-04   4.7399e-03   2.5323e-03   5.1038e+03   2.5829e+04
  4.4457e+00   4.4852e+00   1.4989e+00   1.4427e-03  -2.0966e-03   2.2012e-03   6.7552e+03   3.5160e+04
  5.5968e+00   5.6373e+00   1.7275e+00   3.6413e-03  -6.2201e-04   1.8548e-03   9.5141e+03   4.7723e+04
  7.0460e+00   7.0927e+00   1.9571e+00   7.5775e-04  -3.4543e-04   1.6421e-03   1.2138e+04   6.1914e+04
  8.8703e+00   8.9779e+00   2.1928e+00   1.6330e-03  -4.9331e-04   1.3627e-03   1.7626e+04   9.1962e+04
  1.1167e+01   1.1253e+01   2.4187e+00   8.8773e-04   2.8023e-04   1.0745e-03   2.8346e+04   1.5259e+05
  1.4059e+01   1.4154e+01   2.6481e+00   2.4557e-03   1.1463e-03   9.5784e-04   3.5674e+04   1.8917e+05
  1.7699e+01   1.7855e+01   2.8802e+00   2.3846e-04  -6.5335e-05   8.3398e-04   4.7058e+04   2.4635e+05
  2.2281e+01   2.2391e+01   3.1067e+00   4.6488e-04   4.6489e-04   6.8951e-04   6.8844e+04   3.8236e+05
  2.8050e+01   2.8333e+01   3.3420e+00   9.1557e-05   6.0566e-05   6.2600e-04   8.3521e+04   4.5214e+05
  3.5313e+01   3.5452e+01   3.5661e+00   1.0455e-03  -1.6090e-04   5.5965e-04   1.0450e+05   5.5738e+05
  4.4457e+01   4.4735e+01   3.7987e+00   1.5175e-03  -5.5780e-04   4.7260e-04   1.4654e+05   7.7018e+05
  5.5968e+01   5.6629e+01   4.0344e+00   1.3755e-04   5.5897e-04   3.6190e-04   2.4990e+05   1.3217e+06
  7.0460e+01   7.1131e+01   4.2625e+00   4.8995e-05  -9.8028e-05   3.0047e-04   3.6252e+05   1.9443e+06
  8.8703e+01   8.9196e+01   4.4888e+00  -1.6844e-04  -4.1064e-04   2.6390e-04   4.6997e+05   2.5142e+06
  1.1167e+02   1.1276e+02   4.7233e+00   2.9658e-04  -5.1895e-04   2.2167e-04   6.6608e+05   3.5055e+06
  1.4059e+02   1.4232e+02   4.9560e+00   7.3226e-04  -1.0377e-03   1.8119e-04   9.9690e+05   5.3175e+06
  1.7699e+02   1.7995e+02   5.1906e+00   8.0239e-04  -2.8183e-04   1.3067e-04   1.9168e+06   9.9905e+06
  2.2281e+02   2.2568e+02   5.4171e+00   4.3758e-04   4.2511e-04   9.2457e-05   3.8288e+06   1.9774e+07
