## {'sep_units': 'arcmin', 'metric': 'Euclidean', 'coords': 'spherical', 'bin_type': 'Log'}
#   r_nom       meanr       meanlogr       gamT         gamX        sigma        weight       npairs   
  2.8050e+00   2.8297e+00   1.0383e+00   2.4339e-03  -3.7196e-03   4.2614e-03   1.7808e+03   1.1442e+04
  3.5313e+00   3.5674e+00   1.2699e+00  -1.6915e-03  -4.6845e-03   3.3276e-03   2.9206e+03   1.8188e+04
  4.4457e+00   4.4963e+00   1.5014e+00   8.4043e-04  -1.1741e-03   2.6860e-03   4.4823e+03   2.8484e+04
  5.5968e+00   5.6550e+00   1.7307e+00  -2.2188e-03  -1.2272e-03   2.1476e-03   7.0115e+03   4.4430e+04
  7.0460e+00   7.1221e+00   1.9613e+00  -2.0977e-03  -1.6942e-03   1.7442e-03   1.0630e+04   6.7582e+04
  8.8703e+00   8.9579e+00   2.1906e+00   1.0123e-03  -2.1838e-04   1.3952e-03   1.6614e+04   1.0511e+05
  1.1167e+01   1.1282e+01   2.4213e+00  -7.0491e-04   9.2723e-04   1.1323e-03   2.5222e+04   1.6342e+05
  1.4059e+01   1.4196e+01   2.6511e+00   7.9753e-04   7.9640e-04   9.2163e-04   3.8073e+04   2.5119e+05
  1.7699e+01   1.7876e+01   2.8815e+00  -6.7264e-05  -8.4175e-04   7.4047e-04   5.8981e+04   3.7978e+05
  2.2281e+01   2.2500e+01   3.1115e+00  -5.7289e-04  -6.5404e-04   6.0128e-04   8.9446e+04   5.7754e+05
  2.8050e+01   2.8325e+01   3.3418e+00  -1.2919e-03   1.3565e-04   4.8668e-04   1.3653e+05   8.7780e+05
  3.5313e+01   3.5647e+01   3.5717e+00  -2.6731e-04  -6.7425e-04   3.9103e-04   2.1150e+05   1.3358e+06
  4.4457e+01   4.4851e+01   3.8013e+00  -5.1457e-04  -9.3032e-04   3.1943e-04   3.1694e+05   1.9955e+06
  5.5968e+01   5.6503e+01   4.0323e+00  -1.4602e-05  -2.3594e-04   2.6056e-04   4.7632e+05   2.9708e+06
  7.0460e+01   7.1179e+01   4.2632e+00  -1.4408e-04  -1.9852e-04   2.1185e-04   7.2053e+05   4.4640e+06
  8.8703e+01   8.9594e+01   4.4933e+00   1.2503e-04  -3.9920e-04   1.7068e-04   1.1100e+06   6.8770e+06
  1.1167e+02   1.1282e+02   4.7238e+00  -6.4234e-04  -9.1259e-04   1.3596e-04   1.7494e+06   1.0872e+07
  1.4059e+02   1.4214e+02   4.9548e+00  -1.3859e-04  -6.1829e-04   1.0907e-04   2.7184e+06   1.7154e+07
  1.7699e+02   1.7891e+02   5.1849e+00  -1.3059e-03  -1.5201e-04   8.5997e-05   4.3728e+06   2.7272e+07
  2.2281e+02   2.2447e+02   5.4117e+00  -9.8687e-04  -5.5084e-04   7.0800e-05   6.4514e+06   4.0352e+07
