## {'sep_units': 'arcmin', 'metric': 'Euclidean', 'coords': 'spherical', 'bin_type': 'Log'}
#   r_nom       meanr       meanlogr       gamT         gamX        sigma        weight       npairs   
  2.8050e+00   2.8312e+00   1.0388e+00  -3.6461e-04   2.5538e-04   1.1170e-03   2.6580e+04   1.4260e+05
  3.5313e+00   3.5688e+00   1.2704e+00   1.9109e-03  -9.3924e-04   9.0327e-04   4.0645e+04   2.1911e+05
  4.4457e+00   4.4902e+00   1.5000e+00  -5.6115e-04  -2.1604e-04   7.2309e-04   6.3426e+04   3.3973e+05
  5.5968e+00   5.6545e+00   1.7306e+00  -5.2155e-04  -5.2020e-04   5.8086e-04   9.8287e+04   5.2904e+05
  7.0460e+00   7.1215e+00   1.9612e+00   4.2979e-04  -5.0383e-04   4.6350e-04   1.5437e+05   8.2554e+05
  8.8703e+00   8.9647e+00   2.1914e+00   3.6616e-04   2.1085e-04   3.7043e-04   2.4168e+05   1.2961e+06
  1.1167e+01   1.1285e+01   2.4215e+00   7.6968e-04   1.8693e-04   2.9467e-04   3.8193e+05   2.0400e+06
  1.4059e+01   1.4199e+01   2.6513e+00   4.7025e-04   4.0436e-05   2.3743e-04   5.8825e+05   3.1393e+06
  1.7699e+01   1.7885e+01   2.8820e+00   3.4241e-04  -3.9085e-05   1.9168e-04   9.0260e+05   4.8442e+06
  2.2281e+01   2.2511e+01   3.1120e+00   4.8172e-04  -1.1187e-04   1.5441e-04   1.3908e+06   7.4849e+06
  2.8050e+01   2.8338e+01   3.3422e+00   4.6323e-04  -2.9443e-05   1.2465e-04   2.1343e+06   1.1500e+07
  3.5313e+01   3.5678e+01   3.5725e+00   2.9354e-04  -1.0558e-04   1.0105e-04   3.2475e+06   1.7550e+07
  4.4457e+01   4.4901e+01   3.8025e+00   2.7628e-04  -4.6311e-05   8.1827e-05   4.9529e+06   2.6688e+07
  5.5968e+01   5.6508e+01   4.0324e+00   1.7115e-04  -3.1106e-04   6.6783e-05   7.4356e+06   4.0163e+07
  7.0460e+01   7.1132e+01   4.2626e+00   4.2698e-04  -4.1563e-04   5.4939e-05   1.0987e+07   5.9601e+07
  8.8703e+01   8.9608e+01   4.4935e+00   1.2403e-04  -2.9970e-04   4.5033e-05   1.6353e+07   8.8959e+07
  1.1167e+02   1.1292e+02   4.7247e+00   6.2820e-05   3.5531e-05   3.6086e-05   2.5466e+07   1.3917e+08
  1.4059e+02   1.4202e+02   4.9540e+00   1.9878e-04   3.7289e-04   2.8685e-05   4.0303e+07   2.2211e+08
  1.7699e+02   1.7842e+02   5.1821e+00   1.0221e-04   2.2573e-04   2.3833e-05   5.8384e+07   3.2148e+08
  2.2281e+02   2.2441e+02   5.4114e+00   1.2757e-04   4.4892e-04   2.1095e-05   7.4520e+07   4.1056e+08
