## {'sep_units': 'arcmin', 'metric': 'Euclidean', 'coords': 'spherical', 'bin_type': 'Log', 'tot': 558580010.165469}
#   r_nom       meanr       meanlogr        xi        sigma_xi        DD           RR         npairs   
  2.8050e+00   2.8327e+00   1.0393e+00   3.5397e-02   3.7793e-03   3.0021e+04   2.8994e+04   1.8340e+05
  3.5313e+00   3.5681e+00   1.2701e+00   3.6632e-02   3.0297e-03   4.6769e+04   4.5116e+04   2.8349e+05
  4.4457e+00   4.4901e+00   1.5000e+00   3.2941e-02   2.4205e-03   7.3013e+04   7.0684e+04   4.4333e+05
  5.5968e+00   5.6537e+00   1.7304e+00   2.9778e-02   1.9365e-03   1.1372e+05   1.1043e+05   6.9196e+05
  7.0460e+00   7.1205e+00   1.9611e+00   2.1840e-02   1.5518e-03   1.7573e+05   1.7197e+05   1.0760e+06
  8.8703e+00   8.9644e+00   2.1914e+00   2.2059e-02   1.2396e-03   2.7547e+05   2.6953e+05   1.6780e+06
  1.1167e+01   1.1285e+01   2.4215e+00   1.5150e-02   9.8809e-04   4.3060e+05   4.2418e+05   2.6268e+06
  1.4059e+01   1.4204e+01   2.6516e+00   9.7371e-03   7.9105e-04   6.6826e+05   6.6182e+05   4.0788e+06
  1.7699e+01   1.7890e+01   2.8823e+00   1.8523e-02   6.3350e-04   1.0510e+06   1.0319e+06   6.3828e+06
  2.2281e+01   2.2515e+01   3.1123e+00   2.6148e-02   5.0818e-04   1.6456e+06   1.6036e+06   9.9457e+06
  2.8050e+01   2.8344e+01   3.3424e+00   2.9806e-02   4.0918e-04   2.5472e+06   2.4735e+06   1.5390e+07
  3.5313e+01   3.5679e+01   3.5726e+00   3.6358e-02   3.2948e-04   3.9536e+06   3.8149e+06   2.3817e+07
  4.4457e+01   4.4909e+01   3.8027e+00   4.1670e-02   2.6687e-04   6.0571e+06   5.8148e+06   3.6424e+07
  5.5968e+01   5.6515e+01   4.0325e+00   3.6024e-02   2.1662e-04   9.1439e+06   8.8259e+06   5.5067e+07
  7.0460e+01   7.1126e+01   4.2625e+00   3.3913e-02   1.7729e-04   1.3623e+07   1.3176e+07   8.2062e+07
  8.8703e+01   8.9469e+01   4.4919e+00   2.4551e-02   1.4755e-04   1.9490e+07   1.9023e+07   1.1738e+08
  1.1167e+02   1.1258e+02   4.7217e+00   4.6661e-03   1.2422e-04   2.6966e+07   2.6841e+07   1.6360e+08
  1.4059e+02   1.4178e+02   4.9523e+00  -1.4997e-02   1.0473e-04   3.7191e+07   3.7757e+07   2.2760e+08
  1.7699e+02   1.7864e+02   5.1834e+00  -2.0463e-02   8.7529e-05   5.2950e+07   5.4056e+07   3.2523e+08
  2.2281e+02   2.2495e+02   5.4138e+00  -1.3657e-02   7.2778e-05   7.7120e+07   7.8187e+07   4.7207e+08
