## {'sep_units': 'arcmin', 'metric': 'Euclidean', 'coords': 'spherical', 'bin_type': 'Log', 'tot': 66990833.58319816}
#   r_nom       meanr       meanlogr        xi        sigma_xi        DD           RR         npairs   
  2.8050e+00   2.8337e+00   1.0397e+00   2.1070e-02   8.1732e-03   6.6236e+03   6.4869e+03   4.3903e+04
  3.5313e+00   3.5659e+00   1.2696e+00   4.2381e-02   6.6450e-03   1.0230e+04   9.8138e+03   6.6234e+04
  4.4457e+00   4.4860e+00   1.4991e+00   2.1849e-02   5.3467e-03   1.5489e+04   1.5158e+04   1.0230e+05
  5.5968e+00   5.6478e+00   1.7294e+00  -2.3894e-02   4.3098e-03   2.2772e+04   2.3329e+04   1.5279e+05
  7.0460e+00   7.1127e+00   1.9600e+00  -3.4925e-02   3.5013e-03   3.4113e+04   3.5347e+04   2.2837e+05
  8.8703e+00   8.9647e+00   2.1914e+00  -3.4834e-02   2.8232e-03   5.2474e+04   5.4367e+04   3.5562e+05
  1.1167e+01   1.1284e+01   2.4215e+00  -3.2997e-02   2.2370e-03   8.3738e+04   8.6596e+04   5.7066e+05
  1.4059e+01   1.4199e+01   2.6512e+00  -2.5749e-02   1.8067e-03   1.2934e+05   1.3276e+05   8.8070e+05
  1.7699e+01   1.7889e+01   2.8822e+00  -7.1207e-03   1.4647e-03   2.0056e+05   2.0200e+05   1.3410e+06
  2.2281e+01   2.2480e+01   3.1107e+00  -2.0451e-02   1.1854e-03   3.0209e+05   3.0839e+05   2.0281e+06
  2.8050e+01   2.8331e+01   3.3420e+00  -2.0232e-02   9.7733e-04   4.4449e+05   4.5367e+05   3.0013e+06
  3.5313e+01   3.5603e+01   3.5704e+00  -2.2729e-02   8.1383e-04   6.3940e+05   6.5427e+05   4.3662e+06
  4.4457e+01   4.4842e+01   3.8011e+00  -1.9271e-02   6.8661e-04   9.0148e+05   9.1919e+05   6.0749e+06
  5.5968e+01   5.6400e+01   4.0304e+00  -9.5366e-06   5.8665e-04   1.2591e+06   1.2591e+06   8.3877e+06
  7.0460e+01   7.1147e+01   4.2628e+00   2.0821e-02   4.9252e-04   1.8236e+06   1.7864e+06   1.2044e+07
  8.8703e+01   8.9469e+01   4.4919e+00   1.4813e-02   4.0505e-04   2.6803e+06   2.6412e+06   1.7812e+07
  1.1167e+02   1.1276e+02   4.7233e+00   1.7577e-03   3.3527e-04   3.8619e+06   3.8552e+06   2.6163e+07
  1.4059e+02   1.4185e+02   4.9528e+00   4.3894e-03   2.7650e-04   5.6931e+06   5.6682e+06   3.8403e+07
  1.7699e+02   1.7889e+02   5.1847e+00  -6.6124e-03   2.2463e-04   8.5314e+06   8.5882e+06   5.7527e+07
  2.2281e+02   2.2410e+02   5.4100e+00  -1.5909e-02   1.8686e-04   1.2213e+07   1.2411e+07   8.2338e+07
