## {'sep_units': 'arcmin', 'metric': 'Euclidean', 'coords': 'spherical', 'bin_type': 'Log', 'tot': 83596114.84708384}
#   r_nom       meanr       meanlogr        xi        sigma_xi        DD           RR         npairs   
  2.8050e+00   2.8306e+00   1.0386e+00  -3.2759e-03   1.1194e-02   4.2044e+03   4.2182e+03   2.3640e+04
  3.5313e+00   3.5622e+00   1.2685e+00  -3.7827e-02   9.2899e-03   5.8927e+03   6.1243e+03   3.3827e+04
  4.4457e+00   4.4837e+00   1.4986e+00  -3.7404e-02   7.6418e-03   8.7122e+03   9.0508e+03   4.9443e+04
  5.5968e+00   5.6416e+00   1.7282e+00  -9.2480e-02   6.3832e-03   1.1772e+04   1.2972e+04   6.8605e+04
  7.0460e+00   7.1075e+00   1.9592e+00  -9.8219e-02   5.3972e-03   1.6362e+04   1.8144e+04   9.4285e+04
  8.8703e+00   8.9701e+00   2.1920e+00  -7.3007e-02   4.5229e-03   2.3951e+04   2.5837e+04   1.3657e+05
  1.1167e+01   1.1245e+01   2.4180e+00  -5.9180e-02   3.7055e-03   3.6215e+04   3.8493e+04   2.0588e+05
  1.4059e+01   1.4165e+01   2.6488e+00  -5.1404e-02   3.2069e-03   4.8751e+04   5.1392e+04   2.7634e+05
  1.7699e+01   1.7919e+01   2.8839e+00  -2.0363e-02   2.6727e-03   7.2483e+04   7.3990e+04   4.0934e+05
  2.2281e+01   2.2517e+01   3.1123e+00   2.1264e-03   2.0769e-03   1.2279e+05   1.2253e+05   7.0704e+05
  2.8050e+01   2.8396e+01   3.3443e+00  -7.5064e-03   1.6461e-03   1.9361e+05   1.9507e+05   1.0965e+06
  3.5313e+01   3.5684e+01   3.5727e+00  -8.8563e-03   1.2899e-03   3.1484e+05   3.1766e+05   1.7908e+06
  4.4457e+01   4.4879e+01   3.8019e+00  -1.5258e-02   1.0242e-03   4.9621e+05   5.0390e+05   2.8646e+06
  5.5968e+01   5.6616e+01   4.0343e+00  -1.6847e-02   8.0054e-04   8.1083e+05   8.2473e+05   4.6004e+06
  7.0460e+01   7.1202e+01   4.2635e+00   7.1651e-03   6.4090e-04   1.2960e+06   1.2868e+06   7.2645e+06
  8.8703e+01   8.9691e+01   4.4944e+00   3.2180e-03   5.1562e-04   1.9944e+06   1.9880e+06   1.1362e+07
  1.1167e+02   1.1304e+02   4.7257e+00  -2.2571e-02   4.0807e-04   3.1024e+06   3.1741e+06   1.7664e+07
  1.4059e+02   1.4209e+02   4.9544e+00  -1.9037e-02   3.2132e-04   5.0217e+06   5.1191e+06   2.8518e+07
  1.7699e+02   1.7933e+02   5.1872e+00  -9.5570e-04   2.4795e-04   8.5888e+06   8.5971e+06   4.8245e+07
  2.2281e+02   2.2508e+02   5.4144e+00   8.8602e-03   1.9396e-04   1.4174e+07   1.4050e+07   8.0200e+07
