## {'sep_units': 'arcmin', 'metric': 'Euclidean', 'coords': 'spherical', 'bin_type': 'Log', 'tot': 69715126.46489038}
#   r_nom       meanr       meanlogr        xi        sigma_xi        DD           RR         npairs   
  2.8050e+00   2.8296e+00   1.0382e+00   5.7696e-02   1.1605e-02   3.3055e+03   3.1252e+03   2.0573e+04
  3.5313e+00   3.5676e+00   1.2700e+00   3.0995e-02   9.3919e-03   4.9192e+03   4.7713e+03   3.1286e+04
  4.4457e+00   4.4893e+00   1.4998e+00   3.5618e-02   7.5872e-03   7.5715e+03   7.3111e+03   4.8038e+04
  5.5968e+00   5.6558e+00   1.7308e+00   2.9080e-02   6.1167e-03   1.1576e+04   1.1249e+04   7.3326e+04
  7.0460e+00   7.1213e+00   1.9612e+00   2.8815e-02   4.9015e-03   1.8023e+04   1.7518e+04   1.1303e+05
  8.8703e+00   8.9599e+00   2.1909e+00   4.1474e-02   3.9398e-03   2.8239e+04   2.7114e+04   1.7724e+05
  1.1167e+01   1.1270e+01   2.4202e+00   5.7376e-03   3.1577e-03   4.2451e+04   4.2208e+04   2.7181e+05
  1.4059e+01   1.4198e+01   2.6512e+00   1.6240e-02   2.5769e-03   6.4407e+04   6.3378e+04   4.0598e+05
  1.7699e+01   1.7872e+01   2.8813e+00   1.7961e-02   2.1005e-03   9.7106e+04   9.5392e+04   6.1676e+05
  2.2281e+01   2.2460e+01   3.1098e+00  -1.4178e-02   1.7280e-03   1.3895e+05   1.4095e+05   8.9842e+05
  2.8050e+01   2.8307e+01   3.3412e+00  -2.2385e-02   1.4476e-03   1.9634e+05   2.0084e+05   1.2538e+06
  3.5313e+01   3.5638e+01   3.5714e+00  -3.6706e-02   1.2100e-03   2.7689e+05   2.8744e+05   1.7898e+06
  4.4457e+01   4.4880e+01   3.8020e+00  -4.8405e-03   1.0088e-03   4.1158e+05   4.1358e+05   2.6249e+06
  5.5968e+01   5.6478e+01   4.0319e+00   1.9475e-02   8.2815e-04   6.2560e+05   6.1365e+05   3.9975e+06
  7.0460e+01   7.1165e+01   4.2630e+00  -1.5109e-02   6.7773e-04   9.0244e+05   9.1628e+05   5.8647e+06
  8.8703e+01   8.9701e+01   4.4945e+00   1.9231e-02   5.5601e-04   1.3875e+06   1.3614e+06   8.8899e+06
  1.1167e+02   1.1300e+02   4.7255e+00   3.2756e-02   4.3798e-04   2.2658e+06   2.1939e+06   1.4450e+07
  1.4059e+02   1.4238e+02   4.9566e+00   1.8950e-02   3.3730e-04   3.7693e+06   3.6992e+06   2.4038e+07
  1.7699e+02   1.7890e+02   5.1849e+00   2.5197e-02   2.5865e-04   6.4496e+06   6.2910e+06   4.1131e+07
  2.2281e+02   2.2518e+02   5.4149e+00   4.9682e-03   2.1219e-04   9.3940e+06   9.3476e+06   6.0540e+07
