## {'sep_units': 'arcmin', 'metric': 'Euclidean', 'coords': 'spherical', 'bin_type': 'Log', 'tot': 179361131.39381903}
#   r_nom       meanr       meanlogr        xi        sigma_xi        DD           RR         npairs   
  2.8050e+00   2.8309e+00   1.0387e+00   2.3020e-02   7.2487e-03   1.0272e+04   1.0041e+04   5.7395e+04
  3.5313e+00   3.5658e+00   1.2695e+00   1.2710e-02   5.8324e-03   1.5707e+04   1.5509e+04   8.8197e+04
  4.4457e+00   4.4888e+00   1.4997e+00  -1.2155e-04   4.6869e-03   2.4014e+04   2.4017e+04   1.3585e+05
  5.5968e+00   5.6530e+00   1.7303e+00   3.7233e-03   3.7665e-03   3.7327e+04   3.7189e+04   2.1222e+05
  7.0460e+00   7.1213e+00   1.9612e+00  -2.3866e-04   3.0344e-03   5.7284e+04   5.7298e+04   3.2356e+05
  8.8703e+00   8.9609e+00   2.1910e+00   9.4919e-03   2.4543e-03   8.8414e+04   8.7583e+04   4.9444e+05
  1.1167e+01   1.1281e+01   2.4212e+00  -3.9054e-03   1.9701e-03   1.3540e+05   1.3593e+05   7.6139e+05
  1.4059e+01   1.4203e+01   2.6516e+00  -4.9530e-03   1.5984e-03   2.0548e+05   2.0651e+05   1.1636e+06
  1.7699e+01   1.7886e+01   2.8821e+00   1.4470e-02   1.2942e-03   3.1952e+05   3.1497e+05   1.7944e+06
  2.2281e+01   2.2505e+01   3.1118e+00   2.4842e-03   1.0458e-03   4.8355e+05   4.8235e+05   2.7370e+06
  2.8050e+01   2.8346e+01   3.3425e+00  -1.7531e-03   8.4120e-04   7.4427e+05   7.4557e+05   4.2186e+06
  3.5313e+01   3.5679e+01   3.5726e+00   5.1452e-03   6.7812e-04   1.1532e+06   1.1473e+06   6.5169e+06
  4.4457e+01   4.4892e+01   3.8023e+00   5.0614e-03   5.5098e-04   1.7467e+06   1.7379e+06   9.8965e+06
  5.5968e+01   5.6517e+01   4.0326e+00   8.2707e-03   4.5117e-04   2.6132e+06   2.5918e+06   1.4931e+07
  7.0460e+01   7.1142e+01   4.2627e+00   3.3224e-02   3.7120e-04   3.9561e+06   3.8289e+06   2.2388e+07
  8.8703e+01   8.9665e+01   4.4941e+00   3.0964e-02   2.9997e-04   6.0447e+06   5.8632e+06   3.3722e+07
  1.1167e+02   1.1284e+02   4.7240e+00   3.2227e-02   2.4034e-04   9.4279e+06   9.1336e+06   5.1587e+07
  1.4059e+02   1.4186e+02   4.9529e+00   2.7573e-02   1.9605e-04   1.4105e+07   1.3727e+07   7.6806e+07
  1.7699e+02   1.7881e+02   5.1843e+00   2.3173e-03   1.5737e-04   2.1353e+07   2.1304e+07   1.1704e+08
  2.2281e+02   2.2457e+02   5.4122e+00  -2.8140e-02   1.2783e-04   3.1377e+07   3.2286e+07   1.7339e+08
