## {'sep_units': 'arcmin', 'metric': 'Euclidean', 'coords': 'spherical', 'bin_type': 'Log', 'tot': 77648207.05366348}
#   r_nom       meanr       meanlogr        xi        sigma_xi        DD           RR         npairs   
  2.8050e+00   2.8351e+00   1.0402e+00   8.2182e-02   8.4798e-03   6.2068e+03   5.7355e+03   3.9759e+04
  3.5313e+00   3.5659e+00   1.2695e+00   9.1564e-02   7.0329e-03   9.1016e+03   8.3382e+03   5.7778e+04
  4.4457e+00   4.4905e+00   1.5001e+00   8.3564e-02   5.7760e-03   1.3395e+04   1.2362e+04   8.4480e+04
  5.5968e+00   5.6482e+00   1.7294e+00   1.0044e-01   4.7798e-03   1.9865e+04   1.8052e+04   1.2477e+05
  7.0460e+00   7.1056e+00   1.9590e+00   8.5274e-02   3.9303e-03   2.8975e+04   2.6698e+04   1.8096e+05
  8.8703e+00   8.9718e+00   2.1922e+00   7.1156e-02   3.1667e-03   4.4052e+04   4.1126e+04   2.7438e+05
  1.1167e+01   1.1253e+01   2.4187e+00   4.9144e-02   2.5148e-03   6.8415e+04   6.5210e+04   4.1898e+05
  1.4059e+01   1.4192e+01   2.6507e+00   2.5100e-02   2.1041e-03   9.5492e+04   9.3154e+04   5.9541e+05
  1.7699e+01   1.7905e+01   2.8831e+00   6.3584e-02   1.7111e-03   1.4981e+05   1.4085e+05   9.2165e+05
  2.2281e+01   2.2473e+01   3.1103e+00   4.0453e-02   1.3613e-03   2.3157e+05   2.2256e+05   1.4408e+06
  2.8050e+01   2.8342e+01   3.3423e+00   9.5176e-04   1.1185e-03   3.2999e+05   3.2967e+05   2.1264e+06
  3.5313e+01   3.5624e+01   3.5710e+00  -1.3682e-02   9.1576e-04   4.8505e+05   4.9178e+05   3.1294e+06
  4.4457e+01   4.4900e+01   3.8024e+00  -4.8162e-03   7.6021e-04   7.1019e+05   7.1363e+05   4.5759e+06
  5.5968e+01   5.6534e+01   4.0328e+00   2.1492e-02   6.1888e-04   1.0999e+06   1.0768e+06   7.0099e+06
  7.0460e+01   7.1167e+01   4.2630e+00   3.5978e-02   5.0318e-04   1.6875e+06   1.6289e+06   1.0732e+07
  8.8703e+01   8.9554e+01   4.4928e+00   2.1830e-02   4.1069e-04   2.4986e+06   2.4452e+06   1.6023e+07
  1.1167e+02   1.1279e+02   4.7236e+00   3.4276e-02   3.3416e-04   3.8201e+06   3.6935e+06   2.4261e+07
  1.4059e+02   1.4184e+02   4.9527e+00   3.7443e-02   2.7961e-04   5.4724e+06   5.2749e+06   3.4833e+07
  1.7699e+02   1.7901e+02   5.1854e+00   3.6695e-03   2.2302e-04   8.3226e+06   8.2922e+06   5.4232e+07
  2.2281e+02   2.2484e+02   5.4133e+00  -1.8436e-02   1.7876e-04   1.2668e+07   1.2906e+07   8.4311e+07
