## {'sep_units': 'arcmin', 'metric': 'Euclidean', 'coords': 'spherical', 'bin_type': 'Log', 'tot': 1144724.807579278}
#   r_nom       meanr       meanlogr        xi        sigma_xi        DD           RR         npairs   
  2.8050e+00   2.8273e+00   1.0374e+00  -1.1355e-01   4.2157e-02   1.8691e+02   2.1085e+02   1.4830e+03
  3.5313e+00   3.5722e+00   1.2714e+00  -1.4164e-01   3.4244e-02   2.7429e+02   3.1956e+02   2.1970e+03
  4.4457e+00   4.4941e+00   1.5008e+00  -6.9848e-02   2.8429e-02   4.3128e+02   4.6366e+02   3.4400e+03
  5.5968e+00   5.6317e+00   1.7264e+00  -3.5446e-02   2.2922e-02   6.8792e+02   7.1320e+02   5.0090e+03
  7.0460e+00   7.1076e+00   1.9594e+00  -3.7133e-02   1.9398e-02   9.5886e+02   9.9584e+02   7.1540e+03
  8.8703e+00   8.9427e+00   2.1888e+00  -9.1919e-02   1.6522e-02   1.2466e+03   1.3728e+03   9.7790e+03
  1.1167e+01   1.1272e+01   2.4204e+00  -1.6880e-02   1.3918e-02   1.9018e+03   1.9345e+03   1.4429e+04
  1.4059e+01   1.4184e+01   2.6501e+00   1.0906e-01   1.2549e-02   2.6390e+03   2.3795e+03   1.8795e+04
  1.7699e+01   1.7806e+01   2.8776e+00   2.2104e-01   1.1390e-02   3.5271e+03   2.8886e+03   2.4293e+04
  2.2281e+01   2.2544e+01   3.1135e+00   2.1198e-01   9.7454e-03   4.7821e+03   3.9457e+03   3.6113e+04
  2.8050e+01   2.8370e+01   3.3435e+00   3.1788e-01   7.9442e-03   7.8252e+03   5.9377e+03   5.4056e+04
  3.5313e+01   3.5743e+01   3.5744e+00   2.1406e-01   6.1092e-03   1.2190e+04   1.0041e+04   8.7696e+04
  4.4457e+01   4.4916e+01   3.8028e+00   1.4936e-01   4.9386e-03   1.7659e+04   1.5364e+04   1.3217e+05
  5.5968e+01   5.6702e+01   4.0358e+00   3.5578e-02   3.9077e-03   2.5413e+04   2.4540e+04   1.8908e+05
  7.0460e+01   7.1305e+01   4.2650e+00   1.0227e-01   3.2118e-03   4.0042e+04   3.6327e+04   2.8623e+05
  8.8703e+01   8.9695e+01   4.4944e+00   2.0504e-01   2.7714e-03   5.8795e+04   4.8791e+04   3.9041e+05
  1.1167e+02   1.1319e+02   4.7270e+00   1.5651e-01   2.2187e-03   8.8042e+04   7.6127e+04   5.9574e+05
  1.4059e+02   1.4209e+02   4.9544e+00   6.5145e-02   1.6496e-03   1.4667e+05   1.3770e+05   1.0079e+06
  1.7699e+02   1.7732e+02   5.1759e+00   9.3031e-03   1.3601e-03   2.0447e+05   2.0258e+05   1.4339e+06
  2.2281e+02   2.2308e+02   5.4054e+00  -4.3640e-02   1.2925e-03   2.1453e+05   2.2432e+05   1.5270e+06
